name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Mathieu Joseph,T.B,R,all,37,25590,7,4
Jakob Lilja,CBJ,L,all,37,21975,5,2
Nicolas Roy,VGK,C,all,28,19223,10,5
Par Lindholm,BOS,C,all,40,26885,6,3
Josh Jacobs,N.J,D,all,2,1991,0,0
Sean Couturier,PHI,C,all,69,81615,59,22
Anthony Bitetto,WPG,D,all,51,46296,7,0
Nicolas Deslauriers,ANA,L,all,59,34163,13,7
Erik Haula,FLA,L,all,48,45591,24,12
Derek Stepan,ARI,C,all,70,74047,28,10
Jonathan Marchessault,VGK,C,all,66,68491,47,22
Anthony Cirelli,T.B,C,all,68,74499,43,17
Jakob Chychrun,ARI,D,all,63,84906,26,12
Jason Dickinson,DAL,C,all,65,58280,21,9
Derek Grant,ANA,C,all,57,46962,25,15
Victor Mete,MTL,D,all,51,48939,11,4
Alex Tuch,VGK,R,all,42,36802,17,8
Trevor Carrick,S.J,D,all,3,1042,0,0
Zach Werenski,CBJ,D,all,63,90512,41,20
Aleksander Barkov,FLA,C,all,65,78134,63,20
Kevin Hayes,PHI,C,all,69,73076,41,23
Lars Eller,WSH,C,all,69,70467,39,16
T.J. Tynan,COL,C,all,16,8135,2,0
Lucas Carlsson,CHI,D,all,6,5090,1,0
Damon Severson,N.J,D,all,69,94973,31,7
Carsen Twarynski,PHI,L,all,15,9594,1,1
Cody Goloubef,DET,D,all,26,23607,2,1
Brayden McNabb,VGK,D,all,71,85326,9,2
Nikita Zadorov,COL,D,all,64,68078,13,3
Tobias Rieder,CGY,C,all,55,36609,10,4
Josh Mahura,ANA,D,all,13,13425,4,1
James Neal,EDM,L,all,55,53244,31,19
Troy Brouwer,STL,R,all,13,7374,1,1
Michal Kempny,WSH,D,all,58,64815,17,3
Craig Smith,NSH,R,all,69,55537,31,18
Joel Farabee,PHI,L,all,52,43746,21,8
Colin Miller,BUF,D,all,51,52370,11,1
Lucas Wallmark,FLA,C,all,67,51238,25,12
Brock Boeser,VAN,R,all,57,62813,45,16
Emil Bemstrom,CBJ,C,all,56,41241,20,10
Mitchell Stephens,T.B,C,all,38,24103,5,3
Jaden Schwartz,STL,L,all,71,76922,57,21
Jaccob Slavin,CAR,D,all,68,95168,35,6
Mathieu Perreault,WPG,L,all,49,38530,16,7
Riley Stillman,FLA,D,all,34,38996,5,0
Nikita Gusev,N.J,L,all,66,58277,44,13
Eric Staal,MIN,C,all,66,67795,47,19
Artturi Lehkonen,MTL,L,all,70,64792,27,13
Julien Gauthier,NYR,R,all,17,8446,3,0
Mario Ferraro,S.J,D,all,61,58044,11,2
Rhett Gardner,DAL,C,all,8,4865,0,0
Leo Komarov,NYI,R,all,48,36231,14,4
Sami Niku,WPG,D,all,17,16518,5,0
Tyson Jost,COL,C,all,67,51283,23,9
Ilya Kovalchuk,WSH,L,all,46,46837,25,10
Jake Bischoff,VGK,D,all,4,3744,0,0
Logan Couture,S.J,C,all,52,57569,39,16
Justin Williams,CAR,R,all,20,16377,11,8
Janne Kuokkanen,N.J,L,all,1,724,0,0
Robert Thomas,STL,C,all,66,57027,42,10
Brad Marchand,BOS,L,all,70,81647,88,28
Jean-Gabriel Pageau,NYI,C,all,67,76923,42,26
Joachim Blichfeld,S.J,R,all,3,2299,0,0
Ryan MacInnis,CBJ,C,all,10,5611,1,0
Marcus Pettersson,PIT,D,all,69,80178,22,2
Radim Simek,S.J,D,all,48,49314,9,2
Andrew Mangiapane,CGY,L,all,68,55901,32,17
Jordan Eberle,NYI,R,all,58,61997,40,16
William Nylander,TOR,R,all,68,74052,59,30
Dylan Sikura,CHI,R,all,9,5345,3,1
Calvin de Haan,CHI,D,all,29,34559,6,1
Brayden Schenn,STL,C,all,71,78059,59,25
Erik Brannstrom,OTT,D,all,31,27567,4,0
Ryan Dzingel,CAR,C,all,64,54275,28,8
Jamie Benn,DAL,L,all,69,68271,38,18
Ryan Donato,MIN,C,all,62,39562,23,14
Nico Sturm,MIN,C,all,6,4282,2,0
Mika Zibanejad,NYR,C,all,57,73825,74,41
Garnet Hathaway,WSH,R,all,66,42763,17,9
Troy Stecher,VAN,D,all,69,62787,18,5
Tyson Barrie,TOR,D,all,70,91670,39,5
Roman Josi,NSH,D,all,69,106324,66,16
Morgan Geekie,CAR,C,all,2,1414,4,3
Nazem Kadri,COL,C,all,51,53178,36,19
Joe Hicketts,DET,D,all,6,6514,2,0
Patrick Marleau,PIT,C,all,66,61544,22,11
Jonas Brodin,MIN,D,all,69,89038,28,2
Zach Sanford,STL,L,all,58,46979,29,15
Brendan Lemieux,NYR,L,all,59,45536,18,6
Carl Gunnarsson,STL,D,all,37,34720,6,2
Ondrej Palat,T.B,L,all,69,66487,42,17
Corey Perry,DAL,R,all,57,46829,22,5
Johan Larsson,BUF,C,all,62,55463,19,6
Ryan Lindgren,NYR,D,all,60,59566,13,1
Aaron Ness,ARI,D,all,24,18049,1,0
Riley Sheahan,EDM,C,all,66,50327,16,8
Charles Hudon,MTL,L,all,15,10387,2,1
Michael Frolik,BUF,R,all,57,42749,14,6
Gaetan Haas,EDM,C,all,58,33519,10,5
Jesper Fast,NYR,R,all,69,68755,30,12
Joel Persson,EDM,D,all,13,11913,2,0
Tim Schaller,L.A,L,all,53,36188,6,5
Andrew Cogliano,DAL,C,all,68,50843,14,3
Dakota Mermis,N.J,D,all,10,11530,4,1
Carl Grundstrom,L.A,R,all,13,9956,4,0
Micheal Haley,NYR,C,all,22,7333,1,1
Chris Tierney,OTT,C,all,71,73060,37,11
Brendan Guhle,ANA,D,all,30,30729,8,4
Liam Foudy,CBJ,C,all,2,1706,1,0
Rasmus Dahlin,BUF,D,all,59,68238,39,4
Justin Abdelkader,DET,L,all,49,33826,3,0
Dylan McIlrath,DET,D,all,16,14228,0,0
Mark Letestu,WPG,C,all,7,4451,0,0
Andrei Chibisov,WPG,R,all,2,894,0,0
Christian Jaros,OTT,D,all,13,8134,3,0
Scott Laughton,PHI,C,all,49,42729,27,12
Shea Weber,MTL,D,all,65,93605,36,15
Jake Virtanen,VAN,R,all,69,53548,35,18
Mitchell Marner,TOR,R,all,59,76062,67,17
Dmytro Timashov,DET,L,all,44,22489,9,4
Phil Kessel,ARI,R,all,70,72066,38,14
Markus Nutivaara,CBJ,D,all,37,35326,9,3
Dan Hamhuis,NSH,D,all,60,52378,8,0
Robby Fabbri,DET,C,all,61,59103,32,15
Ryan Ellis,NSH,D,all,49,68994,37,8
Mikael Granlund,NSH,C,all,63,67161,28,16
Brandon Carlo,BOS,D,all,67,82217,18,4
Brendan Smith,NYR,D,all,62,41232,8,3
Tomas Hertl,S.J,C,all,48,52955,36,16
Nathan MacKinnon,COL,C,all,69,87394,93,36
Paul Byron,MTL,L,all,29,24959,10,4
Pontus Aberg,TOR,L,all,5,2588,0,0
Dalton Prout,S.J,D,all,2,1537,0,0
Oscar Fantenberg,VAN,D,all,36,33960,5,1
Anton Blidh,BOS,L,all,7,4830,0,0
Greg Pateryn,MIN,D,all,20,18565,3,0
Andrew Copp,WPG,C,all,63,66892,26,11
Oscar Klefbom,EDM,D,all,62,93892,33,5
Timo Meier,S.J,R,all,70,72668,49,22
Buddy Robinson,CGY,R,all,5,3617,1,1
Casey Cizikas,NYI,C,all,48,41094,15,10
Sami Vatanen,N.J,D,all,47,61293,23,5
Brady Tkachuk,OTT,L,all,71,80317,43,21
Blake Comeau,DAL,L,all,55,49266,17,8
Anton Stralman,FLA,D,all,68,85808,19,5
Alex Pietrangelo,STL,D,all,70,100627,49,15
Jake Muzzin,TOR,D,all,53,68631,23,6
Kevin Connauton,COL,D,all,4,3720,0,0
Carter Rowney,ANA,C,all,71,53961,18,8
Dale Weise,MTL,R,all,23,12783,5,1
Matt Luff,L.A,R,all,18,11202,5,1
Curtis Lazar,BUF,C,all,38,26947,10,5
David Backes,ANA,R,all,21,11596,6,1
Anders Bjork,BOS,L,all,58,44934,19,9
Cedric Paquette,T.B,C,all,61,47032,18,7
Patrice Bergeron,BOS,C,all,61,68653,56,30
Zack Smith,CHI,C,all,50,35368,11,4
German Rubtsov,PHI,C,all,4,1633,0,0
Anthony Richard,NSH,C,all,1,250,0,0
Brian Dumoulin,PIT,D,all,28,35373,8,1
Joel Edmundson,CAR,D,all,68,75239,20,7
Justin Braun,PHI,D,all,62,63994,19,3
Braydon Coburn,T.B,D,all,40,32965,4,1
Carl Soderberg,ARI,C,all,70,66747,35,17
Justin Schultz,PIT,D,all,46,54737,12,3
Josh Bailey,NYI,R,all,68,68969,41,14
Gabriel Dumont,MIN,C,all,3,2071,0,0
Jesper Bratt,N.J,L,all,60,50389,32,16
Kyle Okposo,BUF,R,all,52,40123,19,9
Carter Verhaeghe,T.B,C,all,52,28811,11,7
Danny DeKeyser,DET,D,all,8,10589,4,0
Oliver Bjorkstrand,CBJ,R,all,49,52456,37,21
Andy Greene,NYI,D,all,63,73888,14,2
David Kase,PHI,R,all,6,3520,1,1
Calle Rosen,TOR,D,all,12,9775,3,0
Madison Bowey,DET,D,all,53,56979,17,3
Jack Johnson,PIT,D,all,67,78166,11,3
Mathieu Olivier,NSH,R,all,8,3622,1,0
Kasperi Kapanen,TOR,R,all,69,65386,36,13
Joel Hanley,DAL,D,all,8,5451,2,0
Kyle Capobianco,ARI,D,all,9,7972,1,1
Alan Quine,CGY,C,all,9,5237,1,1
Riley Nash,CBJ,C,all,64,45453,14,5
Jeremy Lauzon,BOS,D,all,19,17544,2,1
Cody Ceci,TOR,D,all,56,68937,7,1
Mark Jankowski,CGY,C,all,56,37196,7,5
Brennan Menell,MIN,D,all,5,4197,0,0
Gerald Mayhew,MIN,C,all,13,9008,2,2
Jack Eichel,BUF,C,all,68,90149,79,36
Sam Carrick,ANA,C,all,9,7433,2,1
Alex Ovechkin,WSH,L,all,68,84048,67,48
Rasmus Andersson,CGY,D,all,70,83765,22,5
Filip Chlapik,OTT,C,all,31,16284,6,3
Hampus Lindholm,ANA,D,all,56,76352,23,2
Charlie McAvoy,BOS,D,all,67,93133,32,5
Bryan Little,WPG,C,all,7,6783,5,2
Carson Soucy,MIN,D,all,55,51575,15,7
Marc-Edouard Vlasic,S.J,D,all,70,85202,15,5
Brandon Davidson,S.J,D,all,12,8982,0,0
Eric Robinson,CBJ,L,all,50,32899,12,7
Bobby Ryan,OTT,R,all,24,19509,8,5
Casey Mittelstadt,BUF,C,all,31,23649,9,4
Victor Rask,MIN,C,all,43,27040,13,5
Pierre-Edouard Bellemare,COL,C,all,69,55426,23,9
Sean Walker,L.A,D,all,70,79004,24,6
Joseph Blandisi,PIT,C,all,21,10281,5,2
Carl Hagelin,WSH,L,all,58,49859,25,8
Cole Bardreau,NYI,C,all,10,5319,2,1
Mikael Backlund,CGY,C,all,70,75130,43,16
Tomas Nosek,VGK,L,all,67,46453,15,8
Kyle Palmieri,N.J,R,all,65,66696,44,25
Warren Foegele,CAR,L,all,68,55870,30,13
Filip Chytil,NYR,C,all,60,53329,23,13
Lias Andersson,NYR,C,all,17,9708,1,0
Ivan Barbashev,STL,C,all,69,54816,26,11
Denis Gurianov,DAL,R,all,64,49888,29,20
Jon Merrill,VGK,D,all,49,53409,7,2
Lawrence Pilut,BUF,D,all,13,12635,0,0
Taylor Hall,ARI,L,all,65,74799,52,16
Cale Makar,COL,D,all,57,71726,50,12
Christoffer Ehn,DET,C,all,54,33628,4,2
Nicholas Merkley,N.J,R,all,4,2656,2,1
Sidney Crosby,PIT,C,all,41,49798,46,16
Marcus Johansson,BUF,L,all,60,61776,29,9
Kevin Fiala,MIN,L,all,64,59141,52,23
Patrick Kane,CHI,R,all,70,89445,85,33
Josh Norris,OTT,C,all,3,3225,0,0
Jordan Oesterle,ARI,D,all,58,59187,13,3
Dennis Cholowski,DET,D,all,36,41519,8,2
Nick Foligno,CBJ,L,all,67,74826,31,10
Mikko Rantanen,COL,R,all,42,47591,42,19
Fredrik Claesson,N.J,D,all,5,4346,2,1
Haydn Fleury,CAR,D,all,45,36849,14,4
Johnny Gaudreau,CGY,L,all,70,78602,58,18
Tony DeAngelo,NYR,D,all,68,78603,53,15
Artem Anisimov,OTT,C,all,49,40743,20,15
Matt Niskanen,PHI,D,all,68,88841,32,8
Christopher Tanev,VAN,D,all,69,79953,21,2
Jacob Trouba,NYR,D,all,70,94702,27,7
Dylan DeMelo,WPG,D,all,59,71343,11,0
Erik Gustafsson,CGY,D,all,66,80700,29,6
Jonathan Davidsson,OTT,R,all,6,1988,1,0
Andrej Sekera,DAL,D,all,57,61592,7,2
Zach Aston-Reese,PIT,C,all,57,49238,13,6
Zach Bogosian,T.B,D,all,27,26977,7,1
Jason Zucker,PIT,L,all,60,58791,41,20
Gabriel Bourque,WPG,L,all,52,26754,5,2
Bo Horvat,VAN,C,all,69,80578,53,22
Nikolaj Ehlers,WPG,L,all,71,70455,58,25
Brendan Perlini,DET,L,all,40,25679,4,1
Logan Brown,OTT,C,all,23,16100,8,1
Jay Bouwmeester,STL,D,all,57,72855,9,1
Thomas Di Pauli,PIT,C,all,2,718,0,0
Alexander Kerfoot,TOR,C,all,65,57566,28,9
Nic Petan,TOR,C,all,16,10674,3,0
Markus Granlund,EDM,C,all,34,21863,4,3
Mikey Anderson,L.A,D,all,6,6492,1,1
Mats Zuccarello,MIN,R,all,65,62222,37,15
William Lagesson,EDM,D,all,8,5627,0,0
Martin Necas,CAR,C,all,64,54385,36,16
Kurtis MacDermid,L.A,D,all,45,36937,7,3
Jacob Larsson,ANA,D,all,60,57214,11,2
Christian Fischer,ARI,R,all,56,37041,9,6
Dennis Gilbert,CHI,D,all,21,19781,3,1
Lukas Radil,S.J,C,all,14,7885,0,0
CJ Suess,WPG,L,all,1,386,0,0
Travis Sanheim,PHI,D,all,69,83034,25,8
Joe Thornton,S.J,C,all,70,65083,31,7
Jonathan Toews,CHI,C,all,70,82933,60,18
Adrian Kempe,L.A,C,all,69,66243,31,12
Cody Eakin,WPG,C,all,49,42843,15,5
Anze Kopitar,L.A,C,all,70,88276,62,21
Mike Matheson,FLA,D,all,58,62388,20,8
Travis Dermott,TOR,D,all,56,58066,11,4
Ryan Getzlaf,ANA,C,all,69,76484,41,13
Teddy Blueger,PIT,C,all,69,65422,21,9
Matt Roy,L.A,D,all,70,75997,18,4
Joe Pavelski,DAL,C,all,67,68116,31,14
Jared Spurgeon,MIN,D,all,62,83913,32,12
Nick Bonino,NSH,C,all,67,66412,35,18
Scott Sabourin,OTT,R,all,35,14730,6,2
Chris Kreider,NYR,L,all,63,64964,44,24
Mark Stone,VGK,R,all,65,75649,63,21
Alexander Yelesin,CGY,D,all,4,2941,0,0
Oskar Sundqvist,STL,C,all,56,48407,23,12
Stefan Noesen,S.J,R,all,40,27707,9,7
Ryan Graves,COL,D,all,69,78260,26,9
Jordan Szwarz,OTT,R,all,3,886,0,0
Zach Trotman,PIT,D,all,8,7059,0,0
Filip Hronek,DET,D,all,65,93087,31,9
Cameron Hughes,BOS,C,all,1,593,0,0
Brady Skjei,CAR,D,all,67,83198,23,8
Miikka Salomaki,NSH,R,all,5,3644,1,1
Jack Studnicka,BOS,C,all,2,1455,1,0
Derek Forbort,CGY,D,all,20,21375,1,0
Sam Reinhart,BUF,C,all,69,85458,49,21
Viktor Arvidsson,NSH,R,all,57,55451,28,14
Jack Hughes,N.J,C,all,61,58050,21,7
Jarred Tinordi,NSH,D,all,28,27936,5,1
Connor McDavid,EDM,C,all,64,83861,97,34
Rasmus Ristolainen,BUF,D,all,69,94254,33,7
Brendan Gaunce,BOS,C,all,1,550,1,0
Brian Lashoff,DET,D,all,9,7800,1,0
Brett Ritchie,BOS,R,all,27,16746,6,2
Mark Giordano,CGY,D,all,60,85771,30,5
Tyler Myers,VAN,D,all,68,86612,21,6
Martin Marincin,TOR,D,all,26,23699,4,1
John Hayden,N.J,C,all,43,24976,4,3
Noah Hanifin,CGY,D,all,70,89070,22,5
Jordan Weal,MTL,C,all,49,40027,15,8
Dean Kukan,CBJ,D,all,33,31677,5,1
Duncan Keith,CHI,D,all,61,89022,27,3
Boone Jenner,CBJ,C,all,70,75817,24,11
Nick Schmaltz,ARI,C,all,70,65110,45,11
Alex Iafallo,L.A,L,all,70,79433,42,17
Riley Barber,MTL,R,all,9,4459,0,0
Rickard Rakell,ANA,L,all,65,69618,42,15
Trent Frederic,BOS,C,all,2,771,0,0
Tom Wilson,WSH,R,all,68,74371,44,21
Filip Forsberg,NSH,L,all,63,65443,48,22
Steven Fogarty,NYR,C,all,7,2474,0,0
Maxim Letunov,S.J,C,all,3,1634,1,1
Pat Maroon,T.B,L,all,64,47051,22,9
Richard Panik,WSH,R,all,59,40122,21,8
Radek Faksa,DAL,C,all,66,62851,20,11
Alexandre Texier,CBJ,C,all,36,27446,13,6
David Savard,CBJ,D,all,68,84206,11,0
Tanner Pearson,VAN,L,all,69,67666,42,20
Ryan Nugent-Hopkins,EDM,C,all,65,79646,61,22
Adam Henrique,ANA,C,all,71,71283,42,26
Jimmy Vesey,BUF,L,all,64,52947,20,9
Morgan Rielly,TOR,D,all,47,67952,27,2
Tyler Bertuzzi,DET,L,all,71,82222,48,21
Shea Theodore,VGK,D,all,71,94706,46,13
Jason Demers,ARI,D,all,50,61395,11,0
Mike Reilly,OTT,D,all,44,47479,17,1
Clayton Keller,ARI,R,all,70,68469,44,17
Patrick Russell,EDM,R,all,45,30574,5,0
David Pastrnak,BOS,R,all,70,79594,95,48
Loui Eriksson,VAN,L,all,49,35608,14,6
Mirco Mueller,N.J,D,all,50,52914,7,2
Kirby Dach,CHI,C,all,64,54807,24,8
Brandon Sutter,VAN,C,all,44,39192,17,7
Calle Jarnkrok,NSH,C,all,64,61157,33,16
Paul Stastny,VGK,C,all,71,72997,38,17
Jan Rutta,T.B,D,all,33,30402,7,1
Jayce Hawryluk,OTT,R,all,26,17279,10,3
Chandler Stephenson,VGK,C,all,65,55873,26,11
Seth Jones,CBJ,D,all,56,84845,30,6
Brenden Dillon,WSH,D,all,69,80431,14,1
Tyler Johnson,T.B,C,all,65,56220,31,14
Michael Chaput,ARI,C,all,2,1201,0,0
Wayne Simmonds,BUF,R,all,68,60595,25,8
Morgan Frost,PHI,C,all,20,16379,7,2
Austin Wagner,L.A,L,all,65,45833,11,6
Alex Goligoski,ARI,D,all,70,96893,31,4
Tyler Seguin,DAL,C,all,69,79480,49,17
Evan Rodrigues,PIT,C,all,45,30336,10,6
Connor Clifton,BOS,D,all,31,26742,2,2
Ryan Strome,NYR,C,all,70,82238,59,18
Brandon Pirri,VGK,C,all,16,12105,2,0
Barrett Hayton,ARI,C,all,20,13407,4,1
Oliver Kylington,CGY,D,all,48,39402,7,2
Andrew Ladd,NYI,L,all,4,2916,1,1
Michael Del Zotto,ANA,D,all,49,54689,15,2
Karson Kuhlman,BOS,C,all,25,18797,6,1
Adam Fox,NYR,D,all,70,79388,41,8
Rasmus Sandin,TOR,D,all,28,24019,8,1
Michael Grabner,ARI,L,all,46,34115,11,8
Gustav Nyquist,CBJ,C,all,70,75351,42,15
Nathan Beaulieu,WPG,D,all,38,38710,8,1
Ben Street,N.J,C,all,3,1463,1,0
Valentin Zykov,VGK,L,all,15,10990,4,1
Erik Cernak,T.B,D,all,67,75459,11,5
Cal Clutterbuck,NYI,R,all,37,29719,6,3
Zac Rinaldo,CGY,C,all,19,9371,5,3
Kevin Shattenkirk,T.B,D,all,70,78594,33,8
Michael Stone,CGY,D,all,33,32285,7,2
Niko Mikkola,STL,D,all,5,4309,1,0
Timothy Liljegren,TOR,D,all,11,6789,1,0
Nikita Zaitsev,OTT,D,all,58,76783,12,1
Scott Mayfield,NYI,D,all,67,80397,14,5
Radko Gudas,WSH,D,all,63,63298,15,3
Tyler Graovac,VAN,C,all,8,2885,2,2
Zach Hyman,TOR,L,all,51,58214,36,20
Ryan Poehling,MTL,C,all,27,16753,2,1
Dmitry Orlov,WSH,D,all,69,91819,28,4
Evgeny Svechnikov,DET,L,all,4,1998,0,0
Patrik Laine,WPG,R,all,68,79100,62,28
Zach Senyshyn,BOS,R,all,4,2023,0,0
Colton Sissons,NSH,C,all,57,48889,15,9
Chris Stewart,PHI,R,all,16,7504,1,0
Sean Kuraly,BOS,C,all,69,54862,22,6
Kevin Rooney,N.J,C,all,49,34338,8,4
Gage Quinney,VGK,C,all,3,1748,1,0
Nicolas Hague,VGK,D,all,38,36724,11,1
Luca Sbisa,WPG,D,all,44,47232,10,2
Dylan Strome,CHI,C,all,58,55364,38,12
Trevor Moore,L.A,C,all,42,32496,10,6
Andy Andreoff,PHI,C,all,14,7169,1,0
Miles Wood,N.J,L,all,68,53912,24,11
Nikolai Knyzhov,S.J,D,all,3,1947,0,0
Dominik Kahun,BUF,C,all,56,44609,31,12
Filip Zadina,DET,R,all,28,25348,15,8
