name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Adam Larsson,EDM,D,all,56,66070,10,4
Tanner Kero,DAL,C,all,39,24813,10,3
Andrej Sekera,DAL,D,all,46,43154,5,3
Corey Perry,MTL,R,all,49,40391,21,9
Jake DeBrusk,BOS,L,all,41,36628,14,5
Evgeni Malkin,PIT,C,all,33,35127,28,8
Mitchell Marner,TOR,R,all,55,74009,67,20
Daniel Carr,WSH,L,all,6,3682,1,0
Garnet Hathaway,WSH,R,all,56,41443,18,6
Tim Stutzle,OTT,L,all,43,40429,25,8
Alexander Barabanov,S.J,L,all,22,16251,8,3
Jack Rathbone,VAN,D,all,8,7444,3,1
Patrick Kane,CHI,R,all,56,74973,66,15
Rudolfs Balcers,S.J,L,all,41,36199,17,8
Chris Kreider,NYR,L,all,50,52192,30,20
Peyton Krebs,VGK,C,all,4,2744,1,0
Tyson Barrie,EDM,D,all,56,71874,48,8
Erik Cernak,T.B,D,all,46,54733,18,5
Brent Burns,S.J,D,all,56,87734,29,7
Thomas Hickey,NYI,D,all,5,4878,2,0
Dennis Gilbert,COL,D,all,3,1209,0,0
Vladislav Namestnikov,DET,C,all,53,51526,17,8
William Borgen,BUF,D,all,10,9758,0,0
Ryan Lomberg,FLA,L,all,34,19818,4,2
Joel Hanley,DAL,D,all,35,27337,8,0
Logan O'Connor,COL,R,all,22,14442,5,3
Andreas Athanasiou,L.A,C,all,47,42142,23,10
Carter Verhaeghe,FLA,C,all,43,45690,36,18
Mattias Janmark,VGK,C,all,56,57323,23,11
Seth Jones,CBJ,D,all,56,84654,29,5
Paul Byron,MTL,L,all,46,35434,16,5
Rickard Rakell,ANA,L,all,52,55617,28,9
Conor Timmins,COL,D,all,31,25209,7,0
Jake McCabe,BUF,D,all,13,14962,3,1
Byron Froese,CGY,C,all,6,2998,1,1
Greg McKegg,BOS,C,all,5,2872,1,1
Michael Raffl,WSH,L,all,44,34987,11,4
Kirby Dach,CHI,C,all,18,20057,10,2
Luke Kunin,NSH,C,all,38,31907,19,10
Louie Belpedio,MIN,D,all,1,838,0,0
Cole Smith,NSH,L,all,1,357,0,0
Zach Aston-Reese,PIT,L,all,45,39482,15,9
Chris Tierney,OTT,C,all,55,49467,19,6
Zach Senyshyn,BOS,R,all,8,4853,0,0
Garrett Pilon,WSH,C,all,1,640,0,0
Nick Leddy,NYI,D,all,56,72539,31,2
Josh Dunne,CBJ,C,all,6,3739,0,0
Jean-Gabriel Pageau,NYI,C,all,54,54384,28,14
Kevin Czuczman,PIT,D,all,2,1398,0,0
Erik Brannstrom,OTT,D,all,30,29444,13,2
Chris Wagner,BOS,R,all,41,28764,5,2
Nathan Bastian,N.J,R,all,41,31047,10,3
Jonas Brodin,MIN,D,all,53,71367,23,9
John Klingberg,DAL,D,all,53,72177,36,7
Tomas Jurco,VGK,R,all,8,4300,1,0
Riley Stillman,CHI,D,all,21,19300,1,1
Cameron Hughes,BOS,C,all,1,965,0,0
Brandon Pirri,CHI,C,all,1,689,0,0
Wade Allison,PHI,R,all,14,10863,7,4
Sam Gagner,DET,C,all,42,38809,15,7
Drew O'Connor,PIT,L,all,10,5372,1,0
Brinson Pasichnuk,S.J,D,all,4,2789,0,0
Mathieu Perreault,WPG,L,all,56,39302,19,9
Kyle Burroughs,COL,D,all,5,3024,1,0
Sidney Crosby,PIT,C,all,55,67314,62,24
Sam Bennett,FLA,C,all,48,41533,27,10
Roman Josi,NSH,D,all,48,70036,33,8
Luca Sbisa,NSH,D,all,1,718,0,0
Trevor Moore,L.A,C,all,56,48847,23,10
Taro Hirose,DET,L,all,6,5135,2,0
Tony DeAngelo,NYR,D,all,6,6806,1,0
Frank Vatrano,FLA,C,all,56,48769,26,18
Robert Bortuzzo,STL,D,all,40,33996,5,1
Ondrej Palat,T.B,L,all,55,57530,46,15
Brendan Gallagher,MTL,R,all,35,31503,23,14
Quinton Byfield,L.A,C,all,6,5401,1,0
Sheldon Rempal,CAR,R,all,3,1493,0,0
Marcus Pettersson,PIT,D,all,47,46488,9,2
Otto Leskinen,MTL,D,all,1,983,0,0
Tanner Pearson,VAN,L,all,51,52316,18,10
Pat Maroon,T.B,L,all,55,38138,19,4
Alex Tuch,VGK,R,all,55,55527,33,18
Gabriel Vilardi,L.A,C,all,54,47797,23,10
Neal Pionk,WPG,D,all,54,71128,32,3
Morgan Geekie,CAR,C,all,36,21140,9,3
Alex Goligoski,ARI,D,all,56,77302,22,3
Pierre Engvall,TOR,L,all,42,30062,12,7
Carl Hagelin,WSH,L,all,56,47381,16,6
Nolan Patrick,PHI,C,all,52,41405,9,4
Brett Kulak,MTL,D,all,46,44473,8,2
Nathan Walker,STL,L,all,8,6479,1,1
Rocco Grimaldi,NSH,R,all,40,30705,13,10
Jason Dickinson,DAL,C,all,51,49547,15,7
Derek Grant,ANA,C,all,46,40187,15,6
Craig Smith,BOS,C,all,54,48195,32,13
Ian Mitchell,CHI,D,all,39,35314,7,3
Marcus Johansson,MIN,C,all,36,34463,14,6
David Savard,T.B,D,all,54,64301,6,1
Andrew Cogliano,DAL,C,all,54,45126,11,5
Vladislav Gavrikov,CBJ,D,all,55,64024,12,2
Ryan Strome,NYR,C,all,56,61418,49,14
Alex Ovechkin,WSH,L,all,45,52655,42,24
Anton Stralman,FLA,D,all,38,43183,9,3
Ondrej Kase,BOS,R,all,3,1531,0,0
Sean Malone,NSH,C,all,1,638,1,0
Jarred Tinordi,BOS,D,all,21,21524,1,0
Zach Werenski,CBJ,D,all,35,51154,20,7
Kris Letang,PIT,D,all,55,81340,45,7
Adrian Kempe,L.A,C,all,56,56939,29,14
Ivan Barbashev,STL,C,all,38,30445,12,5
Nico Sturm,MIN,C,all,50,32577,17,11
Grigori Denisenko,FLA,L,all,7,5015,4,0
Alex DeBrincat,CHI,L,all,52,64310,56,32
Adam Lowry,WPG,C,all,52,48508,24,10
Jesse Ylonen,MTL,R,all,1,683,0,0
Rhett Gardner,DAL,C,all,28,16738,2,1
Jacob Bryson,BUF,D,all,38,43424,9,1
Nicolas Meloche,S.J,D,all,7,4028,1,0
Mikhail Grigorenko,CBJ,C,all,32,26407,12,4
Dan Renouf,COL,D,all,18,10977,3,0
Christian Dvorak,ARI,C,all,56,61712,31,17
Josh Manson,ANA,D,all,22,24192,7,1
Alex Galchenyuk,TOR,C,all,34,25921,13,5
Adam Erne,DET,L,all,45,37549,20,11
Mikko Lehtonen,CBJ,D,all,26,24774,6,0
Artemi Panarin,NYR,L,all,42,49500,58,17
Cody Eakin,BUF,C,all,46,35698,7,3
Nick Jensen,WSH,D,all,53,55036,14,2
Nathan MacKinnon,COL,C,all,48,58678,65,20
Tyler Toffoli,MTL,C,all,52,54671,44,28
Tyler Bertuzzi,DET,L,all,9,10592,7,5
Dmytro Timashov,NYI,L,all,1,433,0,0
Mikey Anderson,L.A,D,all,54,68654,11,1
Christopher Tanev,CGY,D,all,56,73016,11,2
Brad Marchand,BOS,L,all,53,60135,69,29
J.T. Compher,COL,L,all,48,40929,18,10
Jonny Brodzinski,NYR,C,all,5,3400,1,1
Alexander Edler,VAN,D,all,52,65228,8,0
Nikolai Knyzhov,S.J,D,all,56,56271,10,2
Keith Yandle,FLA,D,all,56,58050,27,3
Olli Maatta,L.A,D,all,41,40433,4,0
Kyle Palmieri,NYI,R,all,51,50687,21,10
Philipp Kurashev,CHI,C,all,54,42310,16,8
Jean-Sebastien Dea,BUF,C,all,1,333,0,0
Tobias Bjornfot,L.A,D,all,33,33293,6,1
Jon Merrill,MTL,D,all,49,53655,5,0
Aaron Ekblad,FLA,D,all,35,52682,22,11
Nathan Gerbe,CBJ,C,all,9,6002,3,1
Greg Pateryn,S.J,D,all,13,11028,3,0
Ryan Reaves,VGK,R,all,37,22043,5,1
Oskar Sundqvist,STL,C,all,28,25459,9,4
Sami Vatanen,DAL,D,all,39,39830,6,2
Kevin Stenlund,CBJ,C,all,32,24052,10,5
Nick Foligno,TOR,L,all,49,52239,20,7
Darnell Nurse,EDM,D,all,56,86082,36,16
Kristian Vesalainen,WPG,L,all,12,6253,1,0
Keegan Kolesar,VGK,R,all,44,25202,12,3
Nolan Foote,N.J,L,all,6,3487,2,1
Derek Stepan,OTT,C,all,20,18098,6,1
William Carrier,VGK,L,all,52,32483,15,6
Yakov Trenin,NSH,C,all,45,31115,11,5
Reilly Smith,VGK,R,all,53,56835,25,14
Torey Krug,STL,D,all,51,68915,32,2
Robby Fabbri,DET,C,all,30,31105,18,10
Nick Paul,OTT,L,all,56,54036,20,5
Brendan Smith,NYR,D,all,48,47330,10,5
Daniel Sprong,WSH,R,all,42,29405,20,13
Justin Holl,TOR,D,all,55,69508,20,2
Jacob Trouba,NYR,D,all,38,48970,12,2
Tyce Thompson,N.J,R,all,7,3663,1,0
Jacob MacDonald,COL,D,all,33,29602,9,1
Jack Eichel,BUF,C,all,21,25832,18,2
Fredrik Claesson,T.B,D,all,6,4459,0,0
Marian Studenic,N.J,R,all,8,5175,2,1
Arthur Kaliyev,L.A,R,all,1,882,1,1
Tomas Nosek,VGK,L,all,38,29642,16,8
Trevor van Riemsdyk,WSH,D,all,20,20492,3,1
Josh Archibald,EDM,R,all,52,42259,13,7
Guillaume Brisebois,VAN,D,all,1,691,0,0
Jordan Oesterle,ARI,D,all,43,46188,11,1
Joey Keane,CAR,D,all,1,1174,0,0
Kevin Shattenkirk,ANA,D,all,55,69976,15,2
Nico Hischier,N.J,C,all,21,23332,11,6
Michael Chaput,ARI,C,all,13,7334,0,0
Adam Pelech,NYI,D,all,56,70705,14,4
Dylan Sikura,VGK,C,all,6,3688,2,2
Blake Comeau,DAL,L,all,51,48165,14,4
Max Comtois,ANA,L,all,55,50994,33,16
Scott Mayfield,NYI,D,all,56,65471,15,2
Jacob Larsson,ANA,D,all,46,47996,7,1
Curtis Lazar,BOS,C,all,50,39971,13,7
Dylan Cozens,BUF,C,all,41,35314,13,4
Brandon Hagel,CHI,L,all,52,43672,24,9
Liam Foudy,CBJ,C,all,24,18134,4,0
Andre Burakovsky,COL,L,all,53,48008,44,19
Tarmo Reunanen,NYR,D,all,4,3186,1,0
Carson Soucy,MIN,D,all,50,45887,17,1
Liam O'Brien,COL,C,all,12,4730,3,0
Teuvo Teravainen,CAR,L,all,21,20716,14,5
Travis Zajac,NYI,C,all,46,45334,20,8
Alexandre Texier,CBJ,C,all,49,46568,15,4
Jake Walman,STL,D,all,24,20826,2,1
James van Riemsdyk,PHI,L,all,56,55562,43,17
Adam Ruzicka,CGY,C,all,3,1935,1,0
David Perron,STL,L,all,56,62320,58,19
Mikko Rantanen,COL,R,all,52,62140,66,30
John Marino,PIT,D,all,52,64689,13,3
Martin Frk,L.A,R,all,1,561,0,0
Zach Bogosian,TOR,D,all,45,39250,4,0
Henri Jokiharju,BUF,D,all,46,50730,8,3
Kole Lind,VAN,R,all,7,5524,0,0
Blake Lizotte,L.A,C,all,41,31274,10,3
Jesse Puljujarvi,EDM,R,all,55,49923,25,15
Tyler Graovac,VAN,C,all,14,8169,4,3
Cedric Paquette,CAR,C,all,47,26357,8,4
Radim Zohorna,PIT,L,all,8,4334,4,2
Marc Staal,DET,D,all,56,61967,10,3
Pius Suter,CHI,C,all,55,53880,27,14
Andrew Shaw,CHI,R,all,14,12608,4,2
Arttu Ruotsalainen,BUF,C,all,17,14261,6,5
Lars Eller,WSH,C,all,44,43192,23,8
Artturi Lehkonen,MTL,L,all,47,37941,13,7
Jaret Anderson-Dolan,L.A,C,all,34,27485,11,7
Bryan Rust,PIT,R,all,56,66273,42,22
Teddy Blueger,PIT,C,all,43,38313,22,7
Karson Kuhlman,BOS,C,all,20,12764,2,2
Kieffer Bellows,NYI,L,all,14,9257,3,3
Jake Muzzin,TOR,D,all,53,68506,27,4
Riley Sheahan,BUF,C,all,53,42297,13,4
Lawson Crouse,ARI,L,all,51,43733,13,4
Kevin Hayes,PHI,C,all,55,57803,31,12
Kole Sherwood,CBJ,R,all,6,3727,1,0
Anthony Beauvillier,NYI,L,all,47,46251,28,15
Will Butcher,N.J,D,all,23,26278,11,1
Anze Kopitar,L.A,C,all,56,71182,50,13
Brady Skjei,CAR,D,all,52,64685,10,3
Mattias Ekholm,NSH,D,all,48,66069,23,6
Brian Pinho,WSH,C,all,2,937,0,0
John Moore,BOS,D,all,5,6296,2,0
Markus Nutivaara,FLA,D,all,30,28748,10,0
Dylan Strome,CHI,C,all,40,37202,17,9
Justin Dowling,DAL,C,all,27,17935,5,1
Connor Clifton,BOS,D,all,44,48081,7,1
Nicolas Roy,VGK,C,all,50,39039,15,6
Joe Thornton,TOR,C,all,44,36237,20,5
Oskar Lindblom,PHI,L,all,50,39545,14,8
Jeff Petry,MTL,D,all,55,74991,42,12
Scott Sabourin,TOR,R,all,1,269,0,0
Egor Zamula,PHI,D,all,2,2048,0,0
Colin White,OTT,C,all,45,39666,18,10
Connor Bunnaman,PHI,C,all,18,12534,1,0
Charlie Coyle,BOS,C,all,51,49872,16,6
Sheldon Dries,COL,C,all,3,1406,0,0
Logan Stanley,WPG,D,all,37,29354,4,1
Andy Andreoff,PHI,C,all,6,3120,0,0
Filip Chytil,NYR,C,all,42,33327,22,8
Jamie Benn,DAL,L,all,52,55493,35,11
Joseph Cramarossa,MIN,C,all,4,2584,1,0
Brandon Saad,COL,L,all,44,37184,24,15
Pierre-Edouard Bellemare,COL,C,all,53,36019,11,9
Carsen Twarynski,PHI,L,all,7,3719,0,0
Ville Heinola,WPG,D,all,5,4659,0,0
Kenny Agostino,TOR,L,all,1,248,0,0
Alexander Chmelevski,S.J,C,all,5,2926,2,0
Pierre-Olivier Joseph,PIT,D,all,16,16117,5,1
Stefan Noesen,TOR,R,all,6,3459,0,0
Samuel Girard,COL,D,all,48,66852,32,5
A.J. Greer,N.J,L,all,1,513,0,0
Adam Boqvist,CHI,D,all,35,35788,15,2
Anthony Mantha,WSH,R,all,56,60854,29,15
Austin Poganski,STL,R,all,5,2269,0,0
Jakub Vrana,DET,L,all,50,45019,36,19
Lean Bergmann,S.J,C,all,1,619,0,0
Kirill Kaprizov,MIN,L,all,55,60390,51,27
Oskar Steen,BOS,C,all,3,2413,0,0
Joel L'Esperance,DAL,C,all,12,6783,2,2
T.J. Oshie,WSH,R,all,53,57459,43,22
Steven Santini,STL,D,all,3,2521,1,0
William Karlsson,VGK,C,all,56,62726,39,14
Marco Scandella,STL,D,all,49,58614,9,3
Morgan Frost,PHI,C,all,2,1228,0,0
Colton Sissons,NSH,C,all,54,46608,15,8
Boone Jenner,CBJ,C,all,41,44278,16,8
Jay Beagle,VAN,C,all,30,22566,5,1
Ryan Hartman,MIN,R,all,51,46130,22,7
Zack MacEwen,VAN,C,all,34,17627,2,1
David Pastrnak,BOS,R,all,48,53620,48,20
Valeri Nichushkin,COL,R,all,55,46461,21,10
Kaapo Kakko,NYR,R,all,48,41321,17,9
Mikhail Maltsev,N.J,L,all,33,22665,9,6
Matt Grzelcyk,BOS,D,all,37,43830,20,5
Jared Spurgeon,MIN,D,all,54,71582,25,7
Anders Bjork,BUF,L,all,45,37499,11,5
Michael Rasmussen,DET,C,all,40,35529,12,3
Zach Sanford,STL,L,all,52,46458,16,10
Andrei Svechnikov,CAR,R,all,55,57879,42,15
Logan Couture,S.J,C,all,53,61277,31,17
Ilya Mikheyev,TOR,R,all,54,46039,17,7
Chad Ruhwedel,PIT,D,all,17,14987,2,0
Casey Mittelstadt,BUF,C,all,41,39070,22,10
Michael McCarron,NSH,R,all,6,3705,0,0
Janne Kuokkanen,N.J,L,all,46,41713,25,8
Ben Chiarot,MTL,D,all,41,53592,7,1
K'Andre Miller,NYR,D,all,53,67129,12,5
Andrew Peeke,CBJ,D,all,11,11321,3,0
Alexander Kerfoot,TOR,C,all,56,48533,23,8
Tyler Lewington,NSH,D,all,2,1700,1,0
Jonathan Huberdeau,FLA,L,all,55,60729,61,20
Jimmy Vesey,VAN,L,all,50,38170,10,5
Hampus Lindholm,ANA,D,all,18,23792,6,2
Sammy Blais,STL,L,all,36,26059,15,8
Brock McGinn,CAR,L,all,37,33268,13,8
Frederik Gauthier,ARI,C,all,2,809,0,0
Josh Bailey,NYI,R,all,54,56688,35,8
Quinn Hughes,VAN,D,all,56,76650,41,3
Matt Roy,L.A,D,all,44,50856,10,2
Max Domi,CBJ,C,all,54,49305,24,9
Dante Fabbro,NSH,D,all,40,46289,12,2
Nikolaj Ehlers,WPG,L,all,47,47642,47,21
Nicolas Aube-Kubel,PHI,R,all,50,33524,12,3
Martin Kaut,COL,R,all,5,2399,0,0
Vitaly Abramov,OTT,L,all,2,1166,0,0
Brandon Tanev,PIT,L,all,32,27716,16,7
Justin Schultz,WSH,D,all,46,52487,27,3
Mathew Barzal,NYI,C,all,55,61885,45,17
Andy Welinski,ANA,D,all,13,11720,0,0
Nicklas Backstrom,WSH,C,all,55,61363,53,15
Kurtis MacDermid,L.A,D,all,28,22440,4,2
Gaetan Haas,EDM,C,all,34,23171,3,2
Trent Frederic,BOS,C,all,42,28377,5,4
Matthew Peca,OTT,C,all,5,2667,1,0
Matt Benning,NSH,D,all,53,51915,4,1
Jamie Oleksiak,DAL,D,all,56,68807,14,6
Dylan DeMelo,WPG,D,all,52,52949,9,0
Nicholas Robertson,TOR,L,all,6,3394,1,0
Vincent Trocheck,CAR,C,all,47,51397,43,17
Austin Strand,L.A,D,all,13,10803,1,0
Shane Pinto,OTT,C,all,12,9015,7,1
Elias Pettersson,VAN,C,all,26,28967,21,10
Dominik Kubalik,CHI,L,all,56,51843,38,17
Bobby Ryan,DET,R,all,33,30399,14,7
Aaron Ness,ARI,D,all,1,770,0,0
Sean Walker,L.A,D,all,47,51236,17,5
Mike Reilly,BOS,D,all,55,63615,27,0
Adam Gaudette,CHI,C,all,40,26732,11,5
Eric Robinson,CBJ,L,all,56,41640,18,8
Christian Jaros,S.J,D,all,7,4698,1,0
Charlie McAvoy,BOS,D,all,51,73460,30,5
Derek Ryan,CGY,C,all,43,30685,13,2
Carl Soderberg,COL,C,all,45,38747,17,7
Austin Czarnik,NYI,C,all,4,2998,0,0
Sebastian Aho,CAR,C,all,56,65421,57,24
Phil Kessel,ARI,R,all,56,57308,43,20
Roope Hintz,DAL,L,all,41,44872,43,15
Luke Glendening,DET,C,all,54,47965,15,6
Nazem Kadri,COL,C,all,56,55387,32,11
Sami Niku,WPG,D,all,6,4668,0,0
Brett Connolly,CHI,R,all,31,22557,6,3
Kailer Yamamoto,EDM,R,all,52,51038,21,8
Kyle Turris,EDM,C,all,27,19975,5,2
Gemel Smith,T.B,C,all,5,3013,3,0
Nicolas Deslauriers,ANA,L,all,49,33274,10,5
Jeremy Davies,NSH,D,all,16,14439,1,0
Tyler Johnson,T.B,C,all,55,45018,22,8
Joel Edmundson,MTL,D,all,55,66128,13,3
Ryan Getzlaf,ANA,C,all,48,47747,17,5
Drew Doughty,L.A,D,all,56,88561,33,8
Olli Juolevi,VAN,D,all,23,18229,3,2
Brad Richardson,NSH,R,all,17,12538,4,1
Anthony Angello,PIT,C,all,19,9101,4,2
Antoine Roussel,VAN,L,all,35,24162,4,1
Urho Vaakanainen,BOS,D,all,9,10215,2,0
Conor Sheary,WSH,L,4on5,53,18,0,0
Conor Sheary,WSH,L,5on4,53,3060,3,1
Ian Cole,MIN,D,other,54,928,1,0
Ian Cole,MIN,D,all,54,51470,8,1
Ian Cole,MIN,D,5on5,54,46159,7,1
Ian Cole,MIN,D,4on5,54,4187,0,0
Ian Cole,MIN,D,5on4,54,196,0,0
Libor Hajek,NYR,D,other,44,654,0,0
Libor Hajek,NYR,D,all,44,40316,4,2
Libor Hajek,NYR,D,5on5,44,37775,4,2
Libor Hajek,NYR,D,4on5,44,1699,0,0
Libor Hajek,NYR,D,5on4,44,188,0,0
Ross Colton,T.B,C,other,30,308,1,1
Ross Colton,T.B,C,all,30,19016,12,9
Ross Colton,T.B,C,5on5,30,17548,11,8
Ross Colton,T.B,C,4on5,30,0,0,0
Ross Colton,T.B,C,5on4,30,1160,0,0
Devon Toews,COL,D,other,53,2671,4,0
Devon Toews,COL,D,all,53,78739,31,9
Devon Toews,COL,D,5on5,53,61134,21,7
Devon Toews,COL,D,4on5,53,9580,0,0
Devon Toews,COL,D,5on4,53,5354,6,2
Michael Dal Colle,NYI,L,other,26,31,0,0
Michael Dal Colle,NYI,L,all,26,18572,4,1
Michael Dal Colle,NYI,L,5on5,26,18275,4,1
Michael Dal Colle,NYI,L,4on5,26,0,0,0
Michael Dal Colle,NYI,L,5on4,26,266,0,0
Nikita Zaitsev,OTT,D,other,55,2316,5,2
Nikita Zaitsev,OTT,D,all,55,75042,17,4
Nikita Zaitsev,OTT,D,5on5,55,62882,11,2
Nikita Zaitsev,OTT,D,4on5,55,9199,1,0
Nikita Zaitsev,OTT,D,5on4,55,645,0,0
Dakota Joshua,STL,C,other,12,70,0,0
Dakota Joshua,STL,C,all,12,6457,1,1
Dakota Joshua,STL,C,5on5,12,6248,1,1
Dakota Joshua,STL,C,4on5,12,132,0,0
Dakota Joshua,STL,C,5on4,12,7,0,0
Cam Fowler,ANA,D,other,56,3436,3,0
Cam Fowler,ANA,D,all,56,73124,23,5
Cam Fowler,ANA,D,5on5,56,57842,17,5
Cam Fowler,ANA,D,4on5,56,6360,0,0
Cam Fowler,ANA,D,5on4,56,5486,3,0
Kasperi Kapanen,PIT,R,other,40,906,0,0
Kasperi Kapanen,PIT,R,all,40,37276,30,11
Kasperi Kapanen,PIT,R,5on5,40,32548,25,9
Kasperi Kapanen,PIT,R,4on5,40,124,0,0
Kasperi Kapanen,PIT,R,5on4,40,3698,4,1
Kevin Connauton,FLA,D,other,7,50,0,0
Kevin Connauton,FLA,D,all,7,5970,1,0
Kevin Connauton,FLA,D,5on5,7,5737,1,0
Kevin Connauton,FLA,D,4on5,7,167,0,0
Kevin Connauton,FLA,D,5on4,7,16,0,0
Ivan Provorov,PHI,D,other,56,3810,5,3
Ivan Provorov,PHI,D,all,56,84016,26,7
Ivan Provorov,PHI,D,5on5,56,63573,11,4
Ivan Provorov,PHI,D,4on5,56,9181,0,0
Ivan Provorov,PHI,D,5on4,56,7452,10,0
David Backes,ANA,R,other,15,145,1,1
David Backes,ANA,R,all,15,11461,4,3
David Backes,ANA,R,5on5,15,9799,3,2
David Backes,ANA,R,4on5,15,1256,0,0
David Backes,ANA,R,5on4,15,261,0,0
Eetu Luostarinen,FLA,C,other,44,868,1,1
Eetu Luostarinen,FLA,C,all,44,34646,8,3
Eetu Luostarinen,FLA,C,5on5,44,28372,7,2
Eetu Luostarinen,FLA,C,4on5,44,5323,0,0
Eetu Luostarinen,FLA,C,5on4,44,83,0,0
Radek Faksa,DAL,C,other,55,1049,0,0
Radek Faksa,DAL,C,all,55,57516,14,6
Radek Faksa,DAL,C,5on5,55,45016,11,4
Radek Faksa,DAL,C,4on5,55,6487,1,1
Radek Faksa,DAL,C,5on4,55,4964,2,1
Nick Bonino,MIN,C,other,55,2282,4,2
Nick Bonino,MIN,C,all,55,49094,27,10
Nick Bonino,MIN,C,5on5,55,34896,19,6
Nick Bonino,MIN,C,4on5,55,5998,0,0
Nick Bonino,MIN,C,5on4,55,5918,4,2
Blake Wheeler,WPG,R,other,50,2441,9,2
Blake Wheeler,WPG,R,all,50,55021,46,15
Blake Wheeler,WPG,R,5on5,50,43801,24,9
Blake Wheeler,WPG,R,4on5,50,204,0,0
Blake Wheeler,WPG,R,5on4,50,8575,12,4
Jack Ahcan,BOS,D,other,3,26,0,0
Jack Ahcan,BOS,D,all,3,3715,0,0
Jack Ahcan,BOS,D,5on5,3,3246,0,0
Jack Ahcan,BOS,D,4on5,3,73,0,0
Jack Ahcan,BOS,D,5on4,3,370,0,0
Sam Steel,ANA,C,other,42,1078,0,0
Sam Steel,ANA,C,all,42,36586,12,6
Sam Steel,ANA,C,5on5,42,31662,12,6
Sam Steel,ANA,C,4on5,42,1001,0,0
Sam Steel,ANA,C,5on4,42,2845,0,0
Miro Heiskanen,DAL,D,other,55,3190,5,1
Miro Heiskanen,DAL,D,all,55,82396,27,8
Miro Heiskanen,DAL,D,5on5,55,65537,13,4
Miro Heiskanen,DAL,D,4on5,55,5133,0,0
Miro Heiskanen,DAL,D,5on4,55,8536,9,3
Alex Biega,DET,D,other,13,20,0,0
Alex Biega,DET,D,all,13,8316,3,0
Alex Biega,DET,D,5on5,13,7421,3,0
Alex Biega,DET,D,4on5,13,875,0,0
Alex Biega,DET,D,5on4,13,0,0,0
David Krejci,BOS,C,other,51,2637,7,0
David Krejci,BOS,C,all,51,52435,44,8
David Krejci,BOS,C,5on5,51,42414,24,5
David Krejci,BOS,C,4on5,51,148,0,0
David Krejci,BOS,C,5on4,51,7236,13,3
Erik Karlsson,S.J,D,other,52,2891,2,1
Erik Karlsson,S.J,D,all,52,73638,22,8
Erik Karlsson,S.J,D,5on5,52,58206,11,4
Erik Karlsson,S.J,D,4on5,52,3704,1,0
Erik Karlsson,S.J,D,5on4,52,8837,7,3
Jacob de la Rose,STL,L,other,13,47,0,0
Jacob de la Rose,STL,L,all,13,7955,1,0
Jacob de la Rose,STL,L,5on5,13,7015,1,0
Jacob de la Rose,STL,L,4on5,13,849,0,0
Jacob de la Rose,STL,L,5on4,13,44,0,0
Yanni Gourde,T.B,C,other,56,2866,5,4
Yanni Gourde,T.B,C,all,56,57292,36,17
Yanni Gourde,T.B,C,5on5,56,43864,25,11
Yanni Gourde,T.B,C,4on5,56,4818,0,0
Yanni Gourde,T.B,C,5on4,56,5744,6,2
Mason Marchment,FLA,L,other,33,627,0,0
Mason Marchment,FLA,L,all,33,27989,10,2
Mason Marchment,FLA,L,5on5,33,25614,10,2
Mason Marchment,FLA,L,4on5,33,95,0,0
Mason Marchment,FLA,L,5on4,33,1653,0,0
Travis Boyd,VAN,C,other,39,516,0,0
Travis Boyd,VAN,C,all,39,25103,10,5
Travis Boyd,VAN,C,5on5,39,22330,9,4
Travis Boyd,VAN,C,4on5,39,106,0,0
Travis Boyd,VAN,C,5on4,39,2151,1,1
Bowen Byram,COL,D,other,19,283,0,0
Bowen Byram,COL,D,all,19,19959,2,0
Bowen Byram,COL,D,5on5,19,18468,2,0
Bowen Byram,COL,D,4on5,19,376,0,0
Bowen Byram,COL,D,5on4,19,832,0,0
Kiefer Sherwood,COL,L,other,16,9,1,0
Kiefer Sherwood,COL,L,all,16,8445,3,0
Kiefer Sherwood,COL,L,5on5,16,8245,2,0
Kiefer Sherwood,COL,L,4on5,16,158,0,0
Kiefer Sherwood,COL,L,5on4,16,33,0,0
Juho Lammikko,FLA,C,other,44,498,0,0
Juho Lammikko,FLA,C,all,44,28590,5,4
Juho Lammikko,FLA,C,5on5,44,25436,4,3
Juho Lammikko,FLA,C,4on5,44,2485,1,1
Juho Lammikko,FLA,C,5on4,44,171,0,0
Pavel Buchnevich,NYR,R,other,54,3320,7,5
Pavel Buchnevich,NYR,R,all,54,60694,48,20
Pavel Buchnevich,NYR,R,5on5,54,43714,32,13
Pavel Buchnevich,NYR,R,4on5,54,7167,1,1
Pavel Buchnevich,NYR,R,5on4,54,6493,8,1
Jeffrey Viel,S.J,L,other,11,51,0,0
Jeffrey Viel,S.J,L,all,11,4797,0,0
Jeffrey Viel,S.J,L,5on5,11,4746,0,0
Jeffrey Viel,S.J,L,4on5,11,0,0,0
Jeffrey Viel,S.J,L,5on4,11,0,0,0
Rasmus Dahlin,BUF,D,other,56,2710,0,0
Rasmus Dahlin,BUF,D,all,56,72668,23,5
Rasmus Dahlin,BUF,D,5on5,56,59664,12,4
Rasmus Dahlin,BUF,D,4on5,56,307,0,0
Rasmus Dahlin,BUF,D,5on4,56,9987,11,1
Gerald Mayhew,MIN,C,other,4,5,0,0
Gerald Mayhew,MIN,C,all,4,2818,1,0
