name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Viktor Arvidsson,NSH,R,all,50,49831,25,10
David Kase,PHI,R,all,1,658,0,0
Jack Hughes,N.J,C,all,56,64044,31,11
Mike Hardman,CHI,L,all,8,5274,3,1
Sonny Milano,ANA,L,all,6,5304,0,0
Justin Bailey,VAN,R,all,3,1224,0,0
Oliver Wahlstrom,NYI,R,all,44,32725,21,12
David Kampf,CHI,C,all,56,49377,12,1
William Lagesson,EDM,D,all,19,16131,2,0
Caleb Jones,EDM,D,all,33,26942,4,0
Jan Jenik,ARI,R,all,2,1450,2,2
Nick Holden,VGK,D,all,17,16160,2,0
Samuel Morin,PHI,L,all,20,12230,1,1
Mikael Granlund,NSH,C,all,51,59526,27,13
Max Jones,ANA,L,all,46,39094,11,7
Colton Sceviour,PIT,R,all,46,26439,10,5
David Farrance,NSH,D,all,2,2175,0,0
Joey Anderson,TOR,R,all,1,576,0,0
Brett Pesce,CAR,D,all,55,75214,25,4
Lias Andersson,L.A,C,all,23,16655,6,3
C.J. Smith,BUF,L,all,1,477,0,0
Dylan Coghlan,VGK,D,all,29,23469,6,3
Zac Dalpe,CBJ,C,all,12,7649,3,2
Victor Rask,MIN,C,all,54,46815,23,10
Dominik Kahun,EDM,C,all,48,36922,15,9
Vitali Kravtsov,NYR,R,all,20,14858,4,2
Patrice Bergeron,BOS,C,all,54,59039,48,23
Alex Newhook,COL,C,all,6,4924,3,0
Joe Veleno,DET,C,all,5,4531,1,1
Nikita Nesterov,CGY,D,all,38,36211,4,0
Joel Eriksson Ek,MIN,C,all,56,57371,30,19
Steven Fogarty,BUF,C,all,9,6334,3,1
Paul Stastny,WPG,C,all,56,58496,29,13
Andreas Borgman,T.B,D,all,7,5023,2,0
Alexandre Carrier,NSH,D,all,19,22854,3,1
Conor Garland,ARI,R,all,49,52692,39,12
Michael Del Zotto,CBJ,D,all,53,56879,13,4
Brock Boeser,VAN,R,all,56,64914,49,23
Emil Bemstrom,CBJ,C,all,20,15427,5,3
Ryan Ellis,NSH,D,all,35,49806,18,5
Matt Luff,L.A,R,all,13,8177,1,1
Andrew Copp,WPG,C,all,55,60200,39,15
Kevin Fiala,MIN,L,all,50,50737,40,20
Max Pacioretty,VGK,L,all,48,51665,51,24
Claude Giroux,PHI,C,all,54,58637,42,17
Josh Anderson,MTL,R,all,52,51236,24,17
Nick Cousins,NSH,C,all,52,41747,18,5
Wayne Simmonds,TOR,R,all,38,27327,9,7
Sam Reinhart,BUF,R,all,54,63311,40,25
Zach Whitecloud,VGK,D,all,51,54521,12,2
Dmitry Kulikov,EDM,D,all,48,55243,4,0
Vladimir Tarasenko,STL,R,all,24,25085,14,4
Mika Zibanejad,NYR,C,all,56,67537,50,24
Gabriel Landeskog,COL,L,all,54,64657,52,20
Adam Henrique,ANA,C,all,45,43302,21,12
Travis Hamonic,VAN,D,all,38,44156,10,3
Duncan Keith,CHI,D,all,54,75980,15,4
Jake Evans,MTL,C,all,47,33389,13,3
Noah Dobson,NYI,D,all,46,45243,14,3
Noah Juulsen,FLA,D,all,4,2872,0,0
Rasmus Sandin,TOR,D,all,9,7917,4,0
Evan Bouchard,EDM,D,all,14,12461,5,2
Isac Lundestrom,ANA,C,all,41,37489,9,6
Brayden Schenn,STL,C,all,56,64322,36,16
Marc-Edouard Vlasic,S.J,D,all,51,53592,6,1
Joel Kiviranta,DAL,L,all,26,18986,11,6
Marcus Foligno,MIN,L,all,39,34877,26,11
Filip Zadina,DET,R,all,49,49409,19,6
Mathias Brome,DET,L,all,26,21291,2,1
Erik Johnson,COL,D,all,4,3222,1,0
Trevor Zegras,ANA,C,all,24,22167,13,3
Danny DeKeyser,DET,D,all,47,51041,12,4
Carl Gunnarsson,STL,D,all,12,10387,2,0
Esa Lindell,DAL,D,all,56,77889,16,5
Ty Dellandrea,DAL,C,all,26,19465,5,3
Colin Miller,BUF,D,all,48,51836,12,4
Kevin Rooney,NYR,C,all,54,39997,14,8
Cal Foote,T.B,D,all,35,26995,3,1
Hudson Fasching,ARI,R,all,5,2839,0,0
Patric Hornqvist,FLA,R,all,44,44362,32,14
Ben Thomas,T.B,D,all,5,4271,0,0
Victor Mete,OTT,D,all,28,26542,5,1
Jesper Bratt,N.J,L,all,46,44370,30,7
Max McCormick,CAR,L,all,12,5630,3,2
Cale Makar,COL,D,all,44,64129,44,8
Zac Rinaldo,CGY,C,all,4,1401,0,0
Rasmus Andersson,CGY,D,all,56,71307,21,5
Jonathan Drouin,MTL,L,all,44,42477,23,2
Owen Tippett,FLA,R,all,45,30994,18,7
Johan Larsson,ARI,L,all,52,43612,14,8
Colton White,N.J,D,all,2,1712,0,0
Madison Bowey,CHI,D,all,2,1337,1,0
Josh Currie,PIT,R,all,1,444,0,0
Steven Lorentz,CAR,C,all,45,28185,8,2
Zack Kassian,EDM,R,all,27,19205,5,2
Jaden Schwartz,STL,L,all,40,42488,20,8
Ryan Donato,S.J,C,all,50,37779,20,6
Erik Haula,NSH,L,all,51,48939,21,9
David Gustafsson,WPG,C,all,4,1396,0,0
Leon Draisaitl,EDM,C,all,56,74563,84,31
Aleksander Barkov,FLA,C,all,50,62789,58,26
Joonas Donskoi,COL,R,all,51,44507,31,17
Martin Necas,CAR,C,all,53,54987,41,14
Victor Olofsson,BUF,L,all,56,58444,32,13
Timothy Liljegren,TOR,D,all,2,1811,0,0
Bo Horvat,VAN,C,all,56,66829,39,19
Taylor Hall,BOS,L,all,53,56794,33,10
Josh Mahura,ANA,D,all,14,13017,4,1
Jakob Silfverberg,ANA,R,all,47,47781,16,8
Kris Russell,EDM,D,all,35,38641,9,0
Anthony Duclair,FLA,L,all,43,40475,32,10
Evgeny Svechnikov,DET,R,all,21,14891,8,3
Reese Johnson,CHI,C,all,5,2384,0,0
Connor Carrick,N.J,D,all,11,12322,2,1
Mitchell Stephens,T.B,C,all,7,3974,1,0
Colton Parayko,STL,D,all,32,40956,12,2
Alexander True,S.J,C,all,7,4196,1,0
Milan Lucic,CGY,L,all,56,45793,23,10
Ryan Dzingel,OTT,L,all,40,30497,13,8
Shea Weber,MTL,D,all,48,65403,19,6
Sean Couturier,PHI,C,all,45,52186,41,19
Dougie Hamilton,CAR,D,all,55,74983,41,10
Trevor Lewis,WPG,C,all,56,33141,10,5
Matthew Highmore,VAN,C,all,42,29232,7,3
Patrik Laine,CBJ,L,all,46,48161,24,12
Joel Farabee,PHI,L,all,55,52881,38,20
Jansen Harkins,WPG,C,all,26,13070,2,1
Jason Robertson,DAL,L,all,51,51670,45,17
Jakob Chychrun,ARI,D,all,56,78480,41,18
Gustav Forsling,FLA,D,all,43,51421,17,5
Josh Leivo,CGY,L,all,38,24509,9,6
Jeremy Lauzon,BOS,D,all,41,46028,8,1
Michael Bunting,ARI,L,all,21,21029,13,10
Kyle Capobianco,ARI,D,all,2,1735,0,0
Kyle Clifford,STL,L,all,50,29795,7,4
Oliver Bjorkstrand,CBJ,R,all,56,59182,44,18
Matt Calvert,COL,L,all,18,14898,3,0
Gabriel Carlsson,CBJ,D,all,14,12415,4,1
Chase De Leo,ANA,C,all,1,806,0,0
Jacob Middleton,S.J,D,all,1,524,0,0
Marc Michaelis,VAN,L,all,15,8173,0,0
Mark Borowiecki,NSH,D,all,22,18022,0,0
Artem Anisimov,OTT,C,all,19,13688,9,2
Zdeno Chara,WSH,D,all,55,60463,10,2
Mark Pysyk,DAL,D,all,36,25288,4,3
Nicolas Beaudin,CHI,D,all,19,15708,6,2
Connor Mackey,CGY,D,all,6,5098,3,1
Joel Kellman,S.J,C,all,7,4484,2,1
Jujhar Khaira,EDM,L,all,40,28918,11,3
Phillip Di Giuseppe,NYR,L,all,31,20647,8,1
Colin Blackwell,NYR,C,all,47,39485,22,12
Austin Wagner,L.A,L,all,44,27647,8,4
Patrick Brown,VGK,C,all,4,2183,0,0
Brayden McNabb,VGK,D,all,41,47462,8,2
Alex Iafallo,L.A,L,all,55,65633,30,14
Tomas Hertl,S.J,C,all,50,57376,43,19
Calle Jarnkrok,NSH,C,all,49,49495,28,13
Rasmus Asplund,BUF,C,all,28,21596,11,7
Jesper Boqvist,N.J,C,all,24,15353,7,4
Justin Richards,NYR,C,all,1,611,1,0
Jordan Gross,ARI,D,all,7,5539,3,0
Nate Prosser,PHI,D,all,6,4699,2,1
Nikita Zadorov,CHI,D,all,55,63575,8,1
Mark Friedman,PIT,D,all,9,5940,3,2
Ivan Chekhovich,S.J,L,all,4,2517,1,0
Mark Giordano,CGY,D,all,56,77091,26,9
Kurtis Gabriel,S.J,R,all,11,5060,0,0
Simon Benoit,ANA,D,all,6,6191,0,0
Derick Brassard,ARI,C,all,53,47031,19,8
Dean Kukan,CBJ,D,all,35,29797,5,1
Dryden Hunt,ARI,L,all,26,18641,8,3
Mike Hoffman,STL,C,all,52,47000,36,17
Michael Stone,CGY,D,all,21,20260,4,2
Sebastian Aho,NYI,D,all,3,2403,2,1
Ryan McDonagh,T.B,D,all,50,65807,12,4
Auston Matthews,TOR,C,all,52,67248,66,41
Brandon Davidson,BUF,D,all,6,5521,0,0
Erik Gustafsson,MTL,D,all,29,29105,12,1
Matthew Phillips,CGY,C,all,1,859,0,0
Pavel Zacha,N.J,C,all,50,51409,35,17
Noel Acciari,FLA,C,all,41,37906,11,4
Christian Fischer,ARI,R,all,52,39778,11,3
Matt Nieto,S.J,L,all,28,23510,7,5
MacKenzie Entwistle,CHI,R,all,5,2945,2,1
Ryan Suter,MIN,D,all,56,74495,19,4
Michael Amadio,OTT,C,all,25,18823,3,0
Drake Batherson,OTT,R,all,56,55345,34,17
Nick Schmaltz,ARI,C,all,52,53216,32,10
Ryan Carpenter,CHI,C,all,40,30452,5,4
Joakim Nygard,EDM,L,all,9,4940,0,0
Filip Hronek,DET,D,all,56,78537,26,2
Chandler Stephenson,VGK,C,all,51,55376,35,14
Sean Monahan,CGY,C,all,50,53066,29,10
Gavin Bayreuther,CBJ,D,all,9,8309,1,1
Brett Ritchie,CGY,R,all,32,21836,8,4
Valtteri Filppula,DET,C,all,38,35571,15,6
Jakub Voracek,PHI,R,all,53,53796,43,9
Nicholas Merkley,N.J,R,all,27,18641,10,2
Maksim Sushko,PHI,R,all,2,1168,0,0
Morgan Barron,NYR,C,all,5,4107,1,1
Ben Harpur,NSH,D,all,34,33501,7,0
Jake Bean,CAR,D,all,42,36635,12,1
Patrick Marleau,S.J,C,all,56,44637,9,4
Dominik Simon,CGY,C,all,11,6339,0,0
James Neal,EDM,L,all,29,21061,10,5
Matt Kiersted,FLA,D,all,7,6372,0,0
Cody Ceci,PIT,D,all,53,58888,17,4
Noah Hanifin,CGY,D,all,47,56427,15,4
Scott Harrington,CBJ,D,all,12,11767,3,1
Lucas Carlsson,CHI,D,all,12,9404,1,0
Jonah Gadjovich,VAN,L,all,1,295,0,0
Slater Koekkoek,EDM,D,all,18,14217,1,1
Mathieu Olivier,NSH,R,all,30,19584,5,3
Tobias Rieder,BUF,L,all,44,32338,7,5
Mikko Koivu,CBJ,C,all,7,5234,2,1
Kyle Okposo,BUF,R,all,35,29151,13,2
Mikhail Sergachev,T.B,D,all,56,73699,29,4
Cal Clutterbuck,NYI,R,all,50,40320,11,4
Eeli Tolvanen,NSH,R,all,40,35635,22,11
Shayne Gostisbehere,PHI,D,all,41,49032,20,9
Matt Bartkowski,MIN,D,all,1,782,0,0
Devin Shore,EDM,C,all,38,24902,9,5
Zach Parise,MIN,L,all,45,37702,19,7
Jack Studnicka,BOS,C,all,20,15259,3,1
Tomas Tatar,MTL,L,all,50,44998,30,10
Kevin Bahl,N.J,D,all,7,7105,2,0
Calen Addison,MIN,D,all,3,3333,0,0
Jack Roslovic,CBJ,C,all,48,48679,34,12
Jason Demers,ARI,D,all,41,42409,4,0
Jacob Bernard-Docker,OTT,D,all,5,4098,0,0
Clayton Keller,ARI,R,all,56,55847,35,14
Gustav Lindstrom,DET,D,all,13,12572,3,0
Kyle Rau,MIN,C,all,14,8029,2,0
Givani Smith,DET,R,all,16,10202,4,1
Dylan Larkin,DET,C,all,44,53892,23,9
Derek Forbort,WPG,D,all,56,69669,12,2
Juuso Valimaki,CGY,D,all,49,45376,11,2
Riley Nash,CBJ,C,all,37,27964,7,2
Tyson Jost,COL,C,all,54,45723,17,7
Clark Bishop,OTT,C,all,13,7388,3,0
Mackenzie MacEachern,STL,L,all,21,12224,2,1
Travis Konecny,PHI,R,all,50,47688,33,10
Julien Gauthier,NYR,R,all,30,17357,8,2
Alex Formenton,OTT,L,all,20,14393,6,4
Jordan Martinook,CAR,L,all,44,33678,13,4
Lucas Wallmark,FLA,C,all,20,13682,3,0
Brady Tkachuk,OTT,L,all,56,61192,36,17
Danton Heinen,ANA,L,all,43,38092,14,7
Nic Petan,TOR,C,all,7,4316,1,0
Evan Rodrigues,PIT,C,all,35,29620,14,7
Warren Foegele,CAR,L,all,53,44975,20,10
Andy Greene,NYI,D,all,55,58022,5,1
Justin Faulk,STL,D,all,56,81512,25,7
Anthony Cirelli,T.B,C,all,50,53430,22,9
Rasmus Kupari,L.A,C,all,7,4818,1,1
Mathieu Joseph,T.B,R,all,56,36903,19,12
Jeff Skinner,BUF,L,all,53,46012,14,7
Luke Johnson,MIN,C,all,14,8487,1,1
Tyler Motte,VAN,C,all,24,23097,9,6
TJ Brodie,TOR,D,all,56,72433,14,1
Mike Matheson,PIT,D,all,44,49206,16,5
Travis Dermott,TOR,D,all,51,40465,6,2
Anton Blidh,BOS,L,all,10,6483,1,1
Alex Pietrangelo,VGK,D,all,41,60091,23,7
Steven Stamkos,T.B,C,all,38,41587,34,17
Tyler Seguin,DAL,C,all,3,3073,2,2
Robert Thomas,STL,C,all,33,26934,12,3
Austin Watson,OTT,L,all,34,24485,10,3
Dominic Toninato,WPG,C,all,2,1519,1,0
Connor Murphy,CHI,D,all,50,66375,15,3
Ryan O'Reilly,STL,C,all,56,69764,54,24
Nils Hoglander,VAN,L,all,56,51887,27,13
Jake Guentzel,PIT,L,all,56,68098,57,23
Dennis Cholowski,DET,D,all,16,15268,3,1
Lane Pederson,ARI,C,all,15,9969,3,1
Tage Thompson,BUF,R,all,38,31630,14,8
