name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Colin Wilson,COL,C,all,65,52991,27,12
Brayden McNabb,VGK,D,all,81,94705,16,4
Jesse Puljujarvi,EDM,R,all,46,32919,9,4
Jaccob Slavin,CAR,D,all,82,113338,30,8
Nathan Beaulieu,WPG,D,all,48,44596,12,3
Michael McLeod,N.J,C,all,21,15388,3,0
Ross Johnston,NYI,L,all,17,8073,4,1
Vince Dunn,STL,D,all,78,81636,35,12
Ryan Lomberg,CGY,L,all,4,1676,0,0
Paul Stastny,VGK,C,all,50,54091,41,13
Caleb Jones,EDM,D,all,17,20084,6,1
Tom Pyatt,OTT,L,all,37,26004,2,0
Casey Nelson,BUF,D,all,38,35133,6,1
Darren Helm,DET,L,all,61,53409,17,7
Matt Cullen,PIT,C,all,71,49030,20,7
Guillaume Brisebois,VAN,D,all,8,5284,0,0
Jakob Silfverberg,ANA,R,all,73,74785,43,24
Par Lindholm,WPG,C,all,65,44268,13,1
Sheldon Rempal,L.A,R,all,7,3670,0,0
Marc Methot,DAL,D,all,9,9148,0,0
Nic Dowd,WSH,C,all,64,39506,22,8
Mark Barberio,COL,D,all,12,10962,1,1
Chris Wideman,FLA,D,all,25,19577,7,2
Oliver Bjorkstrand,CBJ,R,all,77,56986,36,23
Brayden Point,T.B,C,all,79,89550,90,41
Gavin Bayreuther,DAL,D,all,19,20722,5,2
Ben Lovejoy,DAL,D,all,71,72814,9,2
Jacob Nilsson,CHI,C,all,2,943,0,0
Derick Brassard,COL,C,all,70,62906,23,14
Kasperi Kapanen,TOR,R,all,78,77636,44,20
Michael Frolik,CGY,R,all,65,52158,34,16
Kevin Hayes,WPG,R,all,71,77806,55,19
Alexander Edler,VAN,D,all,56,82523,31,10
Nikita Soshnikov,STL,R,all,5,2150,0,0
Kevin Gravel,EDM,D,all,36,31682,3,0
Nicolas Aube-Kubel,PHI,R,all,9,2973,0,0
Jayce Hawryluk,FLA,C,all,42,23814,12,7
Nick Holden,VGK,D,all,61,66847,15,3
Mark Pysyk,FLA,D,all,70,76808,11,1
Travis Boyd,WSH,C,all,53,31221,20,5
Brandon Gignac,N.J,C,all,1,544,0,0
Teuvo Teravainen,CAR,L,all,82,88065,76,21
Brandon Manning,EDM,D,all,39,34768,4,2
Mark Scheifele,WPG,C,all,82,107111,82,38
Josh Jacobs,N.J,D,all,1,894,0,0
Kyle Okposo,BUF,R,all,78,64455,29,14
Marcus Pettersson,PIT,D,all,84,84035,25,2
Alexandre Texier,CBJ,C,all,2,1532,1,1
Nick Jensen,WSH,D,all,80,95257,19,2
Connor McDavid,EDM,C,all,78,107037,115,41
Calle Rosen,TOR,D,all,4,4009,1,1
Derek Ryan,CGY,C,all,81,66905,37,13
Christian Folin,MTL,D,all,46,42328,6,0
Chase De Leo,ANA,C,all,1,752,0,0
Carl Hagelin,WSH,L,all,58,51223,19,5
Adam Gaudette,VAN,C,all,56,36743,12,5
Anders Bjork,BOS,L,all,20,14151,3,1
Filip Forsberg,NSH,L,all,64,71546,50,28
Oskar Lindblom,PHI,L,all,81,66801,32,17
Warren Foegele,CAR,L,all,77,57746,15,10
Ivan Barbashev,STL,C,all,80,54916,25,14
Zack MacEwen,VAN,C,all,4,1724,1,0
Mark Alt,COL,D,all,2,1189,0,0
Tyler Toffoli,L.A,R,all,82,84413,33,13
Filip Chlapik,OTT,C,all,5,4100,1,1
Ashton Sautner,VAN,D,all,17,14797,1,0
Rem Pitlick,NSH,C,all,1,583,0,0
Max Comtois,ANA,L,all,10,8754,7,2
Clayton Keller,ARI,C,all,82,89657,47,14
Sami Niku,WPG,D,all,30,25034,4,1
Brandon Sutter,VAN,C,all,26,27216,6,4
Libor Sulak,DET,D,all,6,6944,0,0
Andrew Cogliano,DAL,C,all,78,58931,17,6
Ryan Kesler,ANA,C,all,60,59326,8,5
Blake Coleman,N.J,C,all,78,79415,36,22
Luke Glendening,DET,C,all,78,73954,23,10
Marko Dano,COL,C,all,8,3304,0,0
Luca Sbisa,NYI,D,all,9,8353,1,0
Yanni Gourde,T.B,C,all,80,75992,48,22
Jesperi Kotkaniemi,MTL,C,all,79,65192,34,11
Vinni Lettieri,NYR,C,all,27,16449,3,1
Luke Kunin,MIN,C,all,49,46298,17,6
Elias Lindholm,CGY,C,all,81,97407,78,27
Travis Konecny,PHI,R,all,82,74944,49,24
Josh Currie,EDM,R,all,21,10973,5,2
Matt Hendricks,WPG,C,all,26,13771,3,0
Brian Boyle,NSH,C,all,73,58735,23,17
Brent Seabrook,CHI,D,all,78,89320,28,5
Andre Burakovsky,WSH,L,all,76,50752,25,12
Joonas Donskoi,S.J,R,all,80,64410,37,14
Chris Thorburn,STL,R,all,1,112,0,0
Mathew Barzal,NYI,C,all,82,88181,62,18
Julius Honka,DAL,D,all,29,23861,4,0
Phillip Danault,MTL,C,all,81,86382,52,12
Dominik Kahun,CHI,C,all,82,69614,37,13
Jonathan Ericsson,DET,D,all,52,53694,5,3
Christian Dvorak,ARI,C,all,20,17237,7,2
Andreas Johnsson,TOR,L,all,73,59709,41,20
Rasmus Ristolainen,BUF,D,all,78,115208,43,5
Eric Tangradi,N.J,L,all,6,4961,1,0
Joakim Nordstrom,BOS,C,all,70,56543,11,7
Andrew Ladd,NYI,L,all,26,21594,10,3
Nikita Kucherov,T.B,R,all,82,98264,127,41
Sean Walker,L.A,D,all,39,36112,10,3
Charlie Coyle,BOS,C,all,81,81146,33,12
Ryan Nugent-Hopkins,EDM,C,all,82,98950,67,28
Cooper Marody,EDM,C,all,6,2488,0,0
Connor Murphy,CHI,D,all,52,60851,13,5
Daniel Sprong,ANA,R,all,63,45187,23,14
Taylor Fedun,DAL,D,all,54,44819,11,4
Ian Cole,COL,D,all,71,83958,15,2
Casey Cizikas,NYI,C,all,73,61238,34,21
Martin Hanzal,DAL,C,all,7,5403,2,1
Adam Pelech,NYI,D,all,78,87149,21,5
Brandon Saad,CHI,L,all,80,84846,47,23
Drew Doughty,L.A,D,all,82,130010,45,8
Justin Schultz,PIT,D,all,29,35672,15,2
Kurtis Gabriel,N.J,R,all,22,9732,4,2
Henri Jokiharju,CHI,D,all,38,43252,11,0
Mike Reilly,MTL,D,all,57,63911,12,3
Ryan Pulock,NYI,D,all,82,109811,36,9
Austin Watson,NSH,L,all,37,32093,16,7
Rickard Rakell,ANA,L,all,69,76369,41,18
Patrice Bergeron,BOS,C,all,65,71906,78,32
Christoffer Ehn,DET,C,all,60,38226,9,3
Artem Anisimov,CHI,C,all,78,76499,36,15
Mikael Granlund,NSH,C,all,79,86546,53,16
Mark Stone,VGK,R,all,77,91646,72,33
Claude Giroux,PHI,C,all,82,105535,84,22
Alex Killorn,T.B,L,all,82,73120,40,18
Eric Fehr,MIN,C,all,72,47342,15,7
Morgan Rielly,TOR,D,all,82,113551,70,20
Charlie McAvoy,BOS,D,all,54,71856,28,7
Madison Bowey,DET,D,all,50,45775,10,2
Kole Sherwood,CBJ,R,all,2,1111,0,0
Adam Erne,T.B,L,all,65,41076,20,7
Nikolay Goldobin,VAN,R,all,63,56609,26,6
Mike Hoffman,FLA,L,all,82,87759,69,35
Laurent Dauphin,ARI,C,all,1,739,0,0
Joe Pavelski,S.J,C,all,75,85671,64,38
Robert Bortuzzo,STL,D,all,59,54251,11,2
Trevor Carrick,CAR,D,all,1,689,0,0
Jakub Voracek,PHI,R,all,78,87298,66,21
Kevin Labanc,S.J,R,all,82,68838,56,17
Carl Grundstrom,L.A,R,all,15,13467,6,5
Jakub Jerabek,STL,D,all,1,472,0,0
Reilly Smith,VGK,R,all,74,81076,53,19
Kevin Rooney,N.J,C,all,41,31004,10,6
Ben Hutton,VAN,D,all,69,92490,21,5
Trevor Moore,TOR,L,all,25,13643,8,2
Calvin de Haan,CAR,D,all,74,82212,12,1
Paul LaDue,L.A,D,all,33,26195,5,2
Sean Couturier,PHI,C,all,80,106166,76,32
Aleksander Barkov,FLA,C,all,82,109835,97,35
Jordan Staal,CAR,C,all,50,54863,29,11
Denis Gurianov,DAL,R,all,21,13699,3,1
Brad Richardson,ARI,C,all,66,63105,27,19
Zach Senyshyn,BOS,R,all,2,1391,1,1
Derek Stepan,ARI,C,all,72,82955,35,15
Lukas Radil,S.J,C,all,36,23103,11,7
William Nylander,TOR,R,all,54,50377,27,7
Jake McCabe,BUF,D,all,59,67193,14,4
Ryan Hartman,PHI,R,all,83,65183,26,12
Tony DeAngelo,NYR,D,all,61,70652,29,4
Justin Dowling,DAL,C,all,11,8361,1,0
Tobias Rieder,EDM,R,all,67,50602,11,0
Matt Puempel,DET,L,all,8,4993,1,1
Ryan O'Reilly,STL,C,all,82,101793,75,28
Marcus Foligno,MIN,L,all,82,58649,18,7
Sean Monahan,CGY,C,all,78,89278,82,34
Kyle Connor,WPG,L,all,82,94277,66,34
Patrik Laine,WPG,R,all,82,84438,49,30
Sebastian Aho,CAR,C,all,82,99088,83,30
Jean-Gabriel Pageau,OTT,C,all,39,41734,12,4
Brady Tkachuk,OTT,L,all,71,68247,44,22
Matt Luff,L.A,R,all,33,22000,11,8
Joe Hicketts,DET,D,all,11,12269,0,0
Max Pacioretty,VGK,L,all,66,67220,40,22
Jake DeBrusk,BOS,L,all,68,65844,41,27
Duncan Keith,CHI,D,all,82,113266,40,6
Wayne Simmonds,NSH,R,all,79,74223,30,17
Logan Couture,S.J,C,all,81,90302,70,27
Roman Josi,NSH,D,all,82,123627,55,15
Mark Borowiecki,OTT,D,all,53,49520,5,1
Isac Lundestrom,ANA,C,all,15,11726,2,0
Antti Suomela,S.J,C,all,27,18334,8,3
Alexander Wennberg,CBJ,C,all,75,67855,25,2
Ryan Reaves,VGK,R,all,80,52177,19,9
Jake Bean,CAR,D,all,2,1015,0,0
Travis Dermott,TOR,D,all,64,66443,18,4
Shea Theodore,VGK,D,all,79,95168,36,12
Tyler Bozak,STL,C,all,72,70359,38,13
Ryan Johansen,NSH,C,all,80,93846,64,14
Erik Burgdoerfer,OTT,D,all,4,2561,0,0
Ben Street,ANA,C,all,21,15205,5,3
Zemgus Girgensons,BUF,C,all,72,58768,18,5
Brent Burns,S.J,D,all,82,123437,82,16
Sam Steel,ANA,C,all,22,19754,11,6
Cody Goloubef,OTT,D,all,5,3247,0,0
Connor Carrick,N.J,D,all,34,34242,11,2
Riley Nash,CBJ,C,all,78,50781,11,3
Justin Holl,TOR,D,all,11,8248,1,0
Clark Bishop,CAR,C,all,20,11348,3,1
Olli Maatta,PIT,D,all,60,66922,14,1
Eric Robinson,CBJ,L,all,13,9264,0,0
Adam Henrique,ANA,C,all,82,80933,42,18
Markus Granlund,VAN,C,all,77,69405,22,12
Jack Eichel,BUF,C,all,77,94078,81,28
Zac Dalpe,CBJ,C,all,1,541,1,0
Austin Czarnik,CGY,C,all,54,36656,17,6
Markus Nutivaara,CBJ,D,all,80,84946,20,5
Jakob Chychrun,ARI,D,all,53,64295,20,5
Riley Sheahan,FLA,C,all,82,66247,19,9
Alex Tuch,VGK,R,all,74,74113,52,20
Rudolfs Balcers,OTT,L,all,36,26685,14,5
Jeff Skinner,BUF,L,all,82,90855,64,40
Ryan McDonagh,T.B,D,all,82,108609,46,9
Mats Zuccarello,DAL,C,all,48,57168,39,12
Pavel Buchnevich,NYR,R,all,64,58261,38,21
Noah Hanifin,CGY,D,all,80,99492,31,5
Jordan Kyrou,STL,C,all,16,9273,3,1
Alexander Nylander,BUF,R,all,12,8758,4,2
Tyler Johnson,T.B,C,all,80,76622,47,29
Devin Shore,ANA,C,all,76,64951,28,10
Adam Clendening,CBJ,D,all,4,2557,0,0
Michael Dal Colle,NYI,L,all,28,20292,7,3
Jesper Fast,NYR,R,all,66,62271,20,8
Dustin Brown,L.A,R,all,72,87804,51,22
Calle Jarnkrok,NSH,C,all,79,73046,25,10
C.J. Smith,BUF,L,all,11,7038,2,2
Will Butcher,N.J,D,all,78,90070,31,4
Michael Raffl,PHI,L,all,67,45890,18,6
Mark Jankowski,CGY,C,all,79,60084,32,14
Barclay Goodrow,S.J,R,all,82,54136,16,7
Kristian Vesalainen,WPG,L,all,5,2052,1,0
Steven Santini,N.J,D,all,39,38969,4,1
Tanner Fritz,NYI,C,all,8,5195,1,0
Tyson Barrie,COL,D,all,78,101919,58,15
Carl Soderberg,COL,C,all,82,85827,48,24
Sean Kuraly,BOS,C,all,71,58817,21,8
Kiefer Sherwood,ANA,R,all,50,34099,12,6
Tom Wilson,WSH,R,all,63,68578,40,22
Vitaly Abramov,OTT,R,all,1,832,0,0
Karson Kuhlman,BOS,C,all,11,8016,5,3
Blake Wheeler,WPG,R,all,82,101470,89,20
Nathan Walker,WSH,L,all,3,1466,1,0
Jordan Eberle,NYI,R,all,78,77307,37,19
P.K. Subban,NSH,D,all,63,85567,31,9
Blake Pietila,N.J,L,all,19,15143,1,0
Jonny Brodzinski,L.A,L,all,13,7740,3,2
Darren Archibald,OTT,R,all,12,5310,2,1
Anthony Richard,NSH,C,all,1,442,0,0
Mika Zibanejad,NYR,C,all,82,101121,73,30
Jori Lehtera,PHI,C,all,27,14672,3,1
Frederik Gauthier,TOR,C,all,70,35175,14,3
Dylan Strome,CHI,C,all,78,75566,56,20
Tyler Seguin,DAL,C,all,82,102001,79,33
Tim Heed,S.J,D,all,37,31947,13,2
Jordan Oesterle,ARI,D,all,71,80403,19,6
Ryan Strome,NYR,C,all,81,75617,35,19
A.J. Greer,COL,L,all,15,5642,2,1
Philippe Myers,PHI,D,all,21,19410,2,1
Christian Wolanin,OTT,D,all,30,31186,12,4
Valentin Zykov,VGK,L,all,28,16673,5,2
Dante Fabbro,NSH,D,all,4,3057,1,1
Derek Forbort,L.A,D,all,81,100672,14,2
Brendan Lemieux,NYR,L,all,63,34237,17,11
Thomas Vanek,DET,L,all,64,54130,36,16
Justin Bailey,PHI,R,all,11,3785,1,0
Casey Mittelstadt,BUF,C,all,77,62230,25,12
Ben Chiarot,WPG,D,all,78,86863,20,5
TJ Brodie,CGY,D,all,79,101741,35,9
Dan Hamhuis,NSH,D,all,57,54881,5,0
Robby Fabbri,STL,C,all,32,24064,5,2
Nino Niederreiter,CAR,R,all,82,79853,54,23
Connor Clifton,BOS,D,all,19,20157,1,0
Jay Bouwmeester,STL,D,all,78,96580,17,3
Brett Kulak,MTL,D,all,57,60856,16,6
Kyle Brodziak,EDM,C,all,70,48884,9,6
Nick Bonino,NSH,C,all,81,79069,36,17
Chandler Stephenson,WSH,C,all,64,46482,11,5
Andy Greene,N.J,D,all,82,102152,25,5
Remi Elie,BUF,L,all,16,9936,1,0
Jaycob Megna,ANA,D,all,28,24393,4,1
Daniel Brickley,L.A,D,all,4,3069,1,0
Alex Biega,VAN,D,all,41,43553,16,2
Gustav Forsling,CHI,D,all,43,44077,9,3
Nathan Bastian,N.J,R,all,7,5336,3,3
Mikko Koivu,MIN,C,all,48,52555,29,8
Brian Gibbons,OTT,L,all,64,41871,19,8
Jamie Benn,DAL,L,all,78,85291,53,27
Dustin Byfuglien,WPG,D,all,42,61014,30,4
Zach Parise,MIN,L,all,74,82355,61,28
James van Riemsdyk,PHI,L,all,66,65788,46,27
Nate Schmidt,VGK,D,all,61,80282,31,9
Ondrej Kase,ANA,R,all,30,28189,20,11
Janne Kuokkanen,CAR,L,all,7,4586,0,0
Noah Juulsen,MTL,D,all,21,21565,5,0
Melker Karlsson,S.J,C,all,79,54409,16,12
Sam Gagner,EDM,C,all,32,28000,13,6
Adam McQuaid,CBJ,D,all,50,47402,7,3
Dylan McIlrath,DET,D,all,7,6379,0,0
Cory Conacher,T.B,C,all,1,515,0,0
Ryan Kuffner,DET,L,all,10,6561,0,0
Andrew Agozzino,COL,L,all,11,5126,2,1
Zach Hyman,TOR,L,all,71,73319,41,21
Drew Stafford,N.J,R,all,57,41921,12,5
Trevor Lewis,L.A,C,all,44,37026,12,3
Erik Brannstrom,OTT,D,all,2,2107,0,0
Steven Kampfer,BOS,D,all,35,30653,6,3
Ryan Getzlaf,ANA,C,all,67,77986,48,14
Stephen Gionta,NYI,C,all,5,2636,0,0
Alex Pietrangelo,STL,D,all,71,102175,41,13
Luke Schenn,VAN,D,all,26,21656,2,0
Brad Marchand,BOS,L,all,79,92965,100,36
Drake Caggiula,CHI,C,all,55,47595,23,12
Tomas Plekanec,MTL,C,all,3,1958,1,1
Deryk Engelland,VGK,D,all,74,88270,12,2
Stefan Elliott,OTT,D,all,3,1617,1,0
Connor Brickley,NYR,L,all,14,7541,3,1
Josh Teves,VAN,D,all,1,820,0,0
Brian Lashoff,DET,D,all,4,3278,1,0
Elias Pettersson,VAN,C,all,71,77781,66,28
Colton White,N.J,D,all,3,2571,0,0
William Carrier,VGK,L,all,54,32188,9,8
Gabriel Carlsson,CBJ,D,all,1,561,0,0
Scott Mayfield,NYI,D,all,79,88564,20,4
Brock McGinn,CAR,L,all,82,70452,25,10
Alex Goligoski,ARI,D,all,76,94894,27,3
Jason Pominville,BUF,R,all,73,54655,31,16
Matt Hunwick,BUF,D,all,14,13191,2,0
Joe Thornton,S.J,C,all,73,68174,51,16
Ryan Callahan,T.B,R,all,52,34669,17,7
Jordan Martinook,CAR,L,all,82,71253,25,15
John Klingberg,DAL,D,all,64,94158,45,11
Craig Smith,NSH,R,all,76,68931,38,21
Alex DeBrincat,CHI,L,all,82,87010,75,41
Gabriel Bourque,COL,L,all,55,32098,8,2
Brad Malone,EDM,C,all,16,8593,0,0
Jake Muzzin,TOR,D,all,80,102362,38,9
Jacob de la Rose,DET,C,all,60,41186,9,3
Eeli Tolvanen,NSH,R,all,4,3185,2,1
Dryden Hunt,FLA,L,all,31,20614,10,3
Joshua Ho-Sang,NYI,R,all,10,8714,2,1
Ondrej Palat,T.B,L,all,64,57206,34,8
Ryan Graves,COL,D,all,26,17315,5,3
Andreas Athanasiou,DET,C,all,76,77348,54,30
Neal Pionk,NYR,D,all,73,92702,26,6
Jake Chelios,DET,D,all,5,5162,0,0
Mason Appleton,WPG,C,all,36,17722,9,3
Adam Larsson,EDM,D,all,82,106458,21,3
Scott Harrington,CBJ,D,all,73,57140,17,2
Hampus Lindholm,ANA,D,all,76,109183,28,6
Tyler Ennis,TOR,L,all,51,30457,18,12
Boo Nieves,NYR,C,all,43,24907,10,4
Steven Stamkos,T.B,C,all,82,89974,98,45
Dmitry Kulikov,WPG,D,all,57,53581,6,0
Ilya Kovalchuk,L.A,L,all,64,62223,34,16
Sam Carrick,ANA,C,all,6,3679,1,0
Anthony Duclair,OTT,L,all,74,56416,33,19
MacKenzie Weegar,FLA,D,all,64,65122,15,4
Shayne Gostisbehere,PHI,D,all,78,92164,38,9
Vladimir Sobotka,BUF,C,all,69,58677,13,5
Tyler Bertuzzi,DET,L,all,73,72321,47,21
Brandon Dubinsky,CBJ,C,all,61,45132,14,6
