name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Brendan Leipsic,L.A,L,all,62,51361,23,7
Colton Sceviour,FLA,C,all,59,43525,15,5
Filip Zadina,DET,R,all,9,8310,2,1
Oscar Lindberg,OTT,L,all,55,41135,20,9
Maxim Mamin,FLA,C,all,7,3086,0,0
Lee Stempniak,BOS,R,all,2,938,0,0
Nick Leddy,NYI,D,all,82,106066,25,4
Tom Kuhnhackl,NYI,R,all,36,27393,9,4
Carter Rowney,ANA,C,all,62,46639,20,7
Matt Roy,L.A,D,all,25,25663,6,2
Dylan Larkin,DET,C,all,76,99518,71,32
Justin Kloos,ANA,C,all,1,424,0,0
Pavel Zacha,N.J,C,all,61,58948,26,13
Lars Eller,WSH,C,all,81,80352,35,13
Ryan Spooner,VAN,C,all,52,35594,9,3
Daniel Carr,VGK,L,all,6,3537,1,1
Anthony Mantha,DET,R,all,67,71599,48,25
Torey Krug,BOS,D,all,64,81613,53,6
Charles Hudon,MTL,L,all,32,22431,5,3
Tomas Hertl,S.J,C,all,77,87811,74,35
Jamie Oleksiak,DAL,D,all,57,50307,12,4
Cedric Paquette,T.B,C,all,80,57469,17,13
Anze Kopitar,L.A,C,all,81,107966,61,22
Marco Scandella,BUF,D,all,63,66524,13,6
Victor Rask,MIN,C,all,49,35585,9,3
Bryan Little,WPG,C,all,82,77841,41,15
Johnny Gaudreau,CGY,L,all,82,98889,100,36
Cody McLeod,NSH,L,all,38,14786,1,1
Nick Schmaltz,ARI,C,all,40,42782,25,7
Zack Kassian,EDM,R,all,79,70040,26,15
Dan Girardi,T.B,D,all,62,66108,16,4
Matt Grzelcyk,BOS,D,all,66,75775,18,3
Nolan Patrick,PHI,C,all,72,65031,31,13
Juuso Riikola,PIT,D,all,37,37043,5,2
Brendan Gallagher,MTL,R,all,82,80577,52,33
Mattias Ekholm,NSH,D,all,80,112068,44,8
Colton Parayko,STL,D,all,80,108789,27,9
Dillon Dube,CGY,C,all,25,15123,5,1
Bo Horvat,VAN,C,all,82,102395,59,27
Matt Duchene,CBJ,C,all,73,82479,69,31
Josh Archibald,ARI,R,all,68,55417,22,12
Matt Tennyson,BUF,D,all,4,2579,0,0
Artemi Panarin,CBJ,L,all,79,93904,87,28
Lias Andersson,NYR,C,all,42,26992,6,2
Tim Schaller,VAN,C,all,47,30069,10,3
Cal Clutterbuck,NYI,R,all,73,61005,23,8
Cody Eakin,VGK,C,all,78,71854,41,22
Jacob Larsson,ANA,D,all,49,50268,5,0
Brian Dumoulin,PIT,D,all,76,95875,23,3
Dylan Gambrell,S.J,C,all,8,4142,0,0
Evan Bouchard,EDM,D,all,7,5279,1,1
Ron Hainsey,TOR,D,all,81,98233,22,6
Alex Chiasson,EDM,R,all,73,74328,38,22
Kris Russell,EDM,D,all,72,88155,16,3
Vincent Trocheck,FLA,C,all,55,64725,31,10
Nathan MacKinnon,COL,C,all,82,108454,98,42
Patrik Nemeth,COL,D,all,74,73194,10,1
Mirco Mueller,N.J,D,all,53,57473,11,1
Oliver Kylington,CGY,D,all,38,28322,8,3
Jared Spurgeon,MIN,D,all,82,118191,43,14
Matt Benning,EDM,D,all,70,62666,16,5
J.T. Brown,MIN,R,all,56,30810,8,3
John Quenneville,N.J,C,all,19,12820,1,1
Antoine Roussel,VAN,L,all,65,53546,30,9
Kevin Shattenkirk,NYR,D,all,73,83030,27,2
Pontus Aberg,MIN,L,all,59,51659,25,12
Maxime Lajoie,OTT,D,all,56,63520,15,7
Jack Roslovic,WPG,C,all,77,44850,24,9
Magnus Paajarvi,OTT,L,all,80,64663,19,11
Matt Martin,NYI,L,all,67,45913,13,6
Vladislav Namestnikov,NYR,C,all,78,73905,31,11
Erik Johnson,COL,D,all,80,104553,26,7
Ryan Donato,MIN,C,all,56,46027,25,10
Tyler Lewington,WSH,D,all,2,1655,2,1
Paul Byron,MTL,L,all,56,48816,31,15
Garnet Hathaway,CGY,R,all,76,47987,19,11
Alex Formenton,OTT,L,all,9,6301,1,1
Austin Wagner,L.A,L,all,62,33211,21,12
Justin Abdelkader,DET,L,all,71,65530,19,6
Igor Ozhiganov,TOR,D,all,53,44582,7,3
Kyle Palmieri,N.J,R,all,74,80493,49,27
Anthony Bitetto,MIN,D,all,36,25500,3,0
Jan Rutta,T.B,D,all,37,34592,8,2
Korbinian Holzer,ANA,D,all,22,21189,4,1
Max Veronneau,OTT,R,all,12,8956,4,2
William Karlsson,VGK,C,all,82,92545,56,24
Chris Tierney,OTT,C,all,81,82792,47,10
Jaret Anderson-Dolan,L.A,C,all,5,3440,1,0
David Kampf,CHI,C,all,63,52612,19,4
Riley Stillman,FLA,D,all,1,682,0,0
Josh Brown,FLA,D,all,37,29549,1,1
Garrett Wilson,PIT,L,all,50,22820,8,2
Max Jones,ANA,L,all,30,23618,5,2
Alexandre Fortin,CHI,L,all,24,15251,6,4
Andreas Englund,OTT,D,all,3,2400,0,0
Martin Marincin,TOR,D,all,24,21879,5,1
Jean-Sebastien Dea,PIT,C,all,23,14134,6,4
Saku Maenalanen,CAR,R,all,34,19318,9,4
Kevin Roy,ANA,L,all,3,2348,0,0
Adrian Kempe,L.A,C,all,81,70393,28,12
Filip Hronek,DET,D,all,46,55049,24,5
Louie Belpedio,MIN,D,all,2,1576,0,0
Mackenzie MacEachern,STL,L,all,29,13761,5,3
Seth Jones,CBJ,D,all,75,116036,45,9
Corey Perry,ANA,R,all,31,27485,10,6
Brett Seney,N.J,L,all,51,31599,13,5
Miikka Salomaki,NSH,R,all,37,23212,7,3
Steven Fogarty,NYR,C,all,10,4656,0,0
Niklas Kronwall,DET,D,all,79,94503,27,3
Mark Giordano,CGY,D,all,78,113655,71,17
Taylor Hall,N.J,L,all,33,38837,36,11
Patrick Kane,CHI,R,all,81,109202,108,44
Henrik Borgstrom,FLA,C,all,50,35984,18,8
Slater Koekkoek,CHI,D,all,31,29449,6,2
Teddy Blueger,PIT,C,all,28,18576,10,6
Justin Falk,OTT,D,all,10,7755,0,0
Gabriel Landeskog,COL,L,all,73,92488,73,32
Darnell Nurse,EDM,D,all,82,116989,41,10
Jake Virtanen,VAN,R,all,70,62259,25,16
Trevor Daley,DET,D,all,44,49003,8,2
Mikhail Vorobyev,PHI,C,all,15,8400,2,1
Kyle Rau,MIN,C,all,6,2242,1,0
Erik Gudbranson,PIT,D,all,76,83066,10,2
Jakub Vrana,WSH,L,all,82,69086,47,24
Mikael Backlund,CGY,C,all,77,82667,47,21
Christian Jaros,OTT,D,all,61,52608,10,1
Conor Sheary,BUF,L,all,78,68450,34,14
Anton Stralman,T.B,D,all,47,57861,17,2
Ryan Suter,MIN,D,all,82,130503,46,6
Cameron Schilling,WPG,D,all,4,2903,1,0
Kyle Clifford,L.A,L,all,72,45307,21,11
Colby Cave,EDM,C,all,53,39005,8,3
Tyler Motte,VAN,C,all,74,56695,16,9
Paul Carey,BOS,C,all,7,4470,0,0
Scott Laughton,PHI,C,all,82,72979,32,12
Joel Eriksson Ek,MIN,C,all,58,46749,14,7
Dmitry Orlov,WSH,D,all,82,106419,28,3
Adam Cracknell,ANA,R,all,2,1252,0,0
Derek Grant,ANA,C,all,56,39131,14,4
Nazem Kadri,TOR,C,all,73,70969,43,16
Dalton Prout,CGY,D,all,20,15683,2,1
Mark Letestu,CBJ,C,all,2,1120,0,0
Brendan Smith,NYR,D,all,63,57818,13,4
Rasmus Andersson,CGY,D,all,79,76016,19,2
Yannick Weber,NSH,D,all,62,44285,8,2
Jacob MacDonald,FLA,D,all,2,1446,1,1
Nic Petan,TOR,C,all,18,8202,3,1
Eric Staal,MIN,C,all,81,87684,51,22
Justin Faulk,CAR,D,all,82,110360,34,11
Valtteri Filppula,NYI,C,all,72,61617,31,17
Brandon Tanev,WPG,L,all,80,67672,29,14
Patrick Russell,EDM,R,all,6,3164,0,0
Viktor Arvidsson,NSH,R,all,58,66639,48,34
Christian Djoos,WSH,D,all,45,36643,9,1
Radek Faksa,DAL,C,all,81,79832,29,14
Zac Rinaldo,NSH,L,all,23,9832,3,1
Urho Vaakanainen,BOS,D,all,2,1092,0,0
Erik Haula,VGK,C,all,15,14994,7,2
Brandon Pirri,VGK,C,all,31,26876,18,12
Lukas Sedlak,CBJ,C,all,47,25381,6,4
Phillip Di Giuseppe,NSH,L,all,24,14595,4,1
Jimmy Schuldt,VGK,D,all,1,1263,1,0
Zach Sanford,STL,L,all,60,45034,20,8
Danny DeKeyser,DET,D,all,52,68565,20,5
Jimmy Vesey,NYR,L,all,81,78033,35,17
Tyrell Goulbourne,PHI,L,all,2,889,0,0
David Pastrnak,BOS,R,all,66,74076,81,38
Nikita Zadorov,COL,D,all,70,72202,14,7
Kenny Agostino,N.J,L,all,63,48671,22,6
Sonny Milano,CBJ,L,all,8,3994,1,1
Zach Werenski,CBJ,D,all,82,112495,44,11
Timo Meier,S.J,R,all,78,79366,63,30
Nicolas Deslauriers,MTL,L,all,48,28863,5,2
Mike Matheson,FLA,D,all,75,100356,26,8
Colin White,OTT,C,all,71,68918,40,14
Brogan Rafferty,VAN,D,all,2,1602,0,0
Phil Varone,PHI,C,all,47,22299,7,3
Dakota Mermis,ARI,D,all,1,680,0,0
Jason Spezza,DAL,C,all,76,60427,28,8
Nikolaj Ehlers,WPG,L,all,62,58470,37,21
Troy Stecher,VAN,D,all,78,93146,23,2
Jonathan Toews,CHI,C,all,82,103333,80,35
Luke Witkowski,DET,R,all,34,19579,2,0
Tanner Pearson,VAN,L,all,80,67424,27,18
Jonathan Drouin,MTL,L,all,81,82268,53,18
T.J. Oshie,WSH,R,all,69,77055,54,25
Chris Kreider,NYR,L,all,79,82536,53,28
Marcus Sorensen,S.J,L,all,80,62251,30,17
Joel Hanley,DAL,D,all,16,13153,0,0
Nick Bjugstad,PIT,C,all,64,58039,26,14
Cam Atkinson,CBJ,R,all,80,92897,69,41
Dominic Turgeon,DET,C,all,4,3021,0,0
Josh Anderson,CBJ,R,all,82,83754,47,27
Jonathan Huberdeau,FLA,L,all,82,92626,92,30
Michael Rasmussen,DET,C,all,62,44923,18,8
Alec Martinez,L.A,D,all,60,76790,18,4
Curtis Lazar,CGY,C,all,1,288,0,0
Dominic Toninato,COL,C,all,2,804,1,1
Tomas Nosek,VGK,L,all,68,50926,17,8
Loui Eriksson,VAN,L,all,81,68314,27,11
Christian Fischer,ARI,R,all,71,56013,18,11
Max Domi,MTL,C,all,82,85492,72,28
Danick Martel,T.B,L,all,9,5496,2,0
Alex Iafallo,L.A,L,all,82,82808,33,15
Logan Brown,OTT,C,all,2,1262,0,0
Vladislav Kamenev,COL,C,all,23,12474,5,2
Anthony Greco,FLA,R,all,1,570,0,0
Denis Malgin,FLA,C,all,50,38729,16,7
Evgeny Kuznetsov,WSH,C,all,76,85697,72,21
Roman Polak,DAL,D,all,77,88560,9,1
Mike Green,DET,D,all,43,55926,26,5
Logan O'Connor,COL,R,all,5,2044,0,0
Ryan Carpenter,VGK,C,all,68,51451,18,5
Jeremy Lauzon,BOS,D,all,16,14911,1,1
Filip Chytil,NYR,C,all,75,62037,23,11
Alan Quine,CGY,C,all,13,7408,4,3
Brock Nelson,NYI,C,all,82,88409,53,25
Haydn Fleury,CAR,D,all,20,15040,1,0
John Moore,BOS,D,all,61,68695,13,4
J.T. Compher,COL,L,all,66,69227,33,16
Matt Irwin,NSH,D,all,44,29773,7,1
Timothy Gettinger,NYR,L,all,4,1805,0,0
Zach Trotman,PIT,D,all,13,11907,1,0
Jonas Brodin,MIN,D,all,82,100792,18,4
J.T. Miller,T.B,C,all,75,66007,47,13
Brandon Davidson,CHI,D,all,10,8253,1,0
Mathieu Perreault,WPG,L,all,82,60188,32,15
Xavier Ouellet,MTL,D,all,19,19403,3,0
Ivan Provorov,PHI,D,all,82,123324,25,7
Damon Severson,N.J,D,all,82,108149,39,11
Devon Toews,NYI,D,all,48,51395,19,5
Andrej Sekera,EDM,D,all,24,23752,5,0
Andrew Copp,WPG,C,all,69,50296,25,11
Troy Terry,ANA,R,all,32,26723,13,4
Sami Vatanen,N.J,D,all,50,65251,17,4
Derrick Pouliot,VAN,D,all,62,63897,12,3
Carl Gunnarsson,STL,D,all,25,23897,8,3
Blake Comeau,DAL,L,all,77,72640,18,7
Josh Manson,ANA,D,all,72,95768,16,3
Jujhar Khaira,EDM,L,all,60,45151,18,3
Alex Ovechkin,WSH,L,all,81,101709,89,51
Michael Del Zotto,STL,D,all,42,42961,10,1
Cameron Gaunce,T.B,D,all,2,1917,0,0
Chris Butler,STL,D,all,13,10931,2,1
Markus Hannikainen,CBJ,L,all,44,25024,8,4
Michael Grabner,ARI,R,all,41,35340,15,10
Ryan Murphy,N.J,D,all,3,2010,1,0
Nick Lappin,N.J,R,all,11,9056,0,0
Rourke Chartier,S.J,C,all,13,7281,1,1
Dougie Hamilton,CAR,D,all,82,96811,39,18
Nikita Zaitsev,TOR,D,all,81,99561,15,3
Blake Lizotte,L.A,C,all,1,672,0,0
Eric Gryba,N.J,D,all,10,9145,0,0
Josh Mahura,ANA,D,all,19,17758,5,1
Trevor van Riemsdyk,CAR,D,all,78,70481,14,3
Keith Yandle,FLA,D,all,82,110307,61,9
Ben Gleason,DAL,D,all,4,3571,1,0
Peter Cehlarik,BOS,L,all,20,15112,6,4
Matthew Tkachuk,CGY,L,all,80,84510,77,34
Derek MacKenzie,FLA,C,all,1,163,0,0
Nick Foligno,CBJ,L,all,73,77561,35,17
Carl Dahlstrom,CHI,D,all,38,42418,6,0
Bobby Ryan,OTT,R,all,78,73377,42,15
Jon Merrill,VGK,D,all,57,61175,15,3
Martin Frk,DET,R,all,30,16534,6,1
Tomas Tatar,MTL,L,all,80,78804,58,25
Connor Brown,TOR,R,all,82,67766,27,7
Rocco Grimaldi,NSH,C,all,53,31820,12,5
John Carlson,WSH,D,all,80,120345,70,13
Kailer Yamamoto,EDM,R,all,17,13349,2,1
Kyle Turris,NSH,C,all,55,51784,23,7
Pierre-Luc Dubois,CBJ,C,all,82,87066,61,27
Pat Maroon,STL,L,all,74,62796,26,10
Nico Hischier,N.J,C,all,69,74857,47,17
Jonathan Marchessault,VGK,C,all,82,89040,59,25
Dion Phaneuf,L.A,D,all,67,60287,6,1
Colton Sissons,NSH,C,all,75,71977,30,15
Nikita Scherbak,L.A,R,all,8,4885,1,1
Shea Weber,MTL,D,all,58,81721,32,14
Libor Hajek,NYR,D,all,5,4959,1,1
Brandon Montour,BUF,D,all,82,110434,34,8
Greg McKegg,CAR,C,all,41,26262,11,6
David Perron,STL,L,all,57,58465,46,23
Wade Megan,DET,C,all,11,5199,1,0
Jack Rodewald,OTT,R,all,6,2542,0,0
Conor Garland,ARI,R,all,47,36007,18,13
Danton Heinen,BOS,C,all,77,64527,34,11
Jaden Schwartz,STL,L,all,69,74756,37,11
Evander Kane,S.J,L,all,75,82846,56,30
Stefan Noesen,N.J,R,all,41,31343,7,3
Nicolas Roy,CAR,C,all,6,2502,0,0
Matthew Peca,MTL,C,all,39,24629,10,3
Michael Chaput,MTL,C,all,32,21458,5,0
Alex Galchenyuk,ARI,C,all,72,67869,41,19
Brett Howden,NYR,C,all,66,59134,22,6
William Borgen,BUF,D,all,4,3972,0,0
Martin Necas,CAR,C,all,7,4210,2,1
Ian McCoshen,FLA,D,all,19,15184,2,1
Brock Boeser,VAN,R,all,69,79345,56,26
Victor Mete,MTL,D,all,71,75638,11,0
Kyle Capobianco,ARI,D,all,2,1929,0,0
David Backes,BOS,R,all,70,54880,20,7
Brad Hunt,MIN,D,all,42,37168,12,5
Jason Garrison,EDM,D,all,17,12950,1,1
Jacob Middleton,S.J,D,all,3,1788,1,0
Jakob Forsbacka Karlsson,BOS,C,all,28,19751,9,3
Erik Gustafsson,CHI,D,all,79,107082,59,17
Richard Panik,ARI,R,all,75,74706,33,13
Nelson Nogier,WPG,D,all,1,606,0,0
Aaron Ekblad,FLA,D,all,82,115980,37,14
Niklas Hjalmarsson,ARI,D,all,82,96936,10,0
Tomas Hyka,VGK,R,all,17,12008,4,1
Joe Morrow,WPG,D,all,41,34348,7,1
Micheal Ferland,CAR,L,all,71,59983,40,17
Brett Pesce,CAR,D,all,73,89727,29,7
Esa Lindell,DAL,D,all,82,119560,32,11
Frederick Gaudreau,NSH,C,all,55,29747,4,3
Nate Prosser,MIN,D,all,15,9200,0,0
Sammy Blais,STL,L,all,32,18918,4,2
Phil Kessel,PIT,R,all,82,88401,81,27
Chris Kunitz,CHI,L,all,56,30433,10,5
Quinn Hughes,VAN,D,all,5,5424,3,0
Lawrence Pilut,BUF,D,all,33,34457,6,1
Jared McCann,PIT,C,all,78,68005,35,19
Josh Leivo,VAN,L,all,76,64090,25,14
Zdeno Chara,BOS,D,all,62,78309,14,5
Josh Morrissey,WPG,D,all,59,79319,30,7
Dennis Gilbert,CHI,D,all,1,766,0,0
Kurtis MacDermid,L.A,D,all,11,6169,1,0
David Savard,CBJ,D,all,82,96994,24,8
Nick Paul,OTT,L,all,20,10191,2,1
Dylan DeMelo,OTT,D,all,77,89075,22,4
Travis Zajac,N.J,C,all,80,92233,45,19
Josh Bailey,NYI,R,all,82,82695,55,16
Zack Smith,OTT,L,all,70,68661,27,9
Marc Staal,NYR,D,all,79,92060,13,3
Matt Bartkowski,MIN,D,all,2,1284,1,1
Nick Seeler,MIN,D,all,71,52236,7,2
Jack Johnson,PIT,D,all,82,94825,13,1
Jeff Carter,L.A,C,all,76,82531,31,13
Jason Demers,ARI,D,all,35,41976,8,2
Jay Beagle,VAN,C,all,57,46676,12,3
Taro Hirose,DET,L,all,10,9183,7,1
Brendan Gaunce,VAN,C,all,3,1370,3,1
Nicklas Backstrom,WSH,C,all,80,95782,74,22
Evgenii Dadonov,FLA,R,all,82,90386,70,28
Evan Rodrigues,BUF,L,all,74,70286,29,9
Erik Cernak,T.B,D,all,58,66909,16,5
Zach Aston-Reese,PIT,C,all,43,35234,17,8
Anthony Cirelli,T.B,C,all,82,72941,38,19
Ryan Ellis,NSH,D,all,82,118041,40,7
Dale Weise,MTL,R,all,51,36000,11,5
Kris Letang,PIT,D,all,65,101218,56,17
Dennis Cholowski,DET,D,all,52,56899,15,7
Jonas Siegenthaler,WSH,D,all,26,22079,4,0
Kevin Connauton,ARI,D,all,50,55115,8,1
Zach Bogosian,BUF,D,all,65,84291,19,3
Mikkel Boedker,OTT,L,all,71,59770,34,6
Jakub Zboril,BOS,D,all,2,1312,0,0
Brandon Carlo,BOS,D,all,72,90366,10,2
Andy Welinski,ANA,D,all,26,25022,4,1
Mathieu Joseph,T.B,R,all,70,47708,26,13
Juuso Valimaki,CGY,D,all,24,22296,3,1
Matt Donovan,NSH,D,all,2,887,1,0
Danny O'Regan,BUF,C,all,1,716,0,0
Joel Armia,MTL,R,all,57,54036,23,13
Tage Thompson,BUF,R,all,65,47264,12,7
Jordan Nolan,STL,C,all,14,6626,2,0
Matt Nieto,COL,L,all,64,52752,20,3
Johnny Boychuk,NYI,D,all,74,83524,20,3
Matt Dumba,MIN,D,all,32,44876,21,12
Kerby Rychel,CGY,L,all,2,1101,0,0
Scott Wilson,BUF,L,all,15,10305,3,0
Thomas Chabot,OTT,D,all,70,102019,54,14
Max McCormick,OTT,L,all,14,6300,1,1
Kevin Stenlund,CBJ,C,all,4,2640,0,0
Joey Anderson,N.J,R,all,34,26319,6,4
Andrew MacDonald,PHI,D,all,47,46232,9,0
Sven Andrighetto,COL,R,all,64,42457,17,7
Mikko Rantanen,COL,R,all,74,92474,86,32
Dillon Heatherington,DAL,D,all,5,3056,1,0
Lucas Wallmark,CAR,C,all,81,71883,28,10
Sheldon Dries,COL,C,all,40,21777,5,3
Kevan Miller,BOS,D,all,39,41626,7,0
Tyson Jost,COL,C,all,70,54642,26,11
James Neal,CGY,L,all,63,56481,19,7
Miles Wood,N.J,L,all,63,51621,24,10
Travis Sanheim,PHI,D,all,82,96038,35,9
Anthony Beauvillier,NYI,L,all,81,71164,28,18
Jordan Greenway,MIN,L,all,81,65859,25,12
Jake Guentzel,PIT,L,all,82,95205,76,40
Radim Simek,S.J,D,all,41,37387,9,1
Alexander Petrovic,EDM,D,all,35,34620,2,0
Matt Read,MIN,R,all,12,8458,1,1
Noel Acciari,BOS,C,all,72,56113,14,6
Jamie McGinn,FLA,L,all,19,12138,7,4
Vladimir Tarasenko,STL,R,all,76,83399,67,33
Luke Johnson,CHI,C,all,15,9731,1,0
Samuel Girard,COL,D,all,82,97836,27,4
Marcus Kruger,CHI,C,all,74,46258,11,3
Travis Hamonic,CGY,D,all,69,86297,19,7
Patric Hornqvist,PIT,R,all,69,64096,36,17
Drake Batherson,OTT,R,all,20,16098,9,3
Andreas Martinsen,CHI,L,all,24,11426,4,1
Oliver Ekman-Larsson,ARI,D,all,81,114756,44,14
Anders Lee,NYI,L,all,82,83974,50,28
Jacob Trouba,WPG,D,all,82,112584,50,8
Sven Baertschi,VAN,L,all,26,23588,14,9
Jeff Petry,MTL,D,all,82,113666,45,13
Cody Ceci,OTT,D,all,74,100121,26,7
Joel L'Esperance,DAL,C,all,18,13184,2,2
Corban Knight,PHI,C,all,23,13365,4,1
David Krejci,BOS,C,all,81,85944,72,20
Greg Pateryn,MIN,D,all,80,81843,7,1
Samuel Morin,PHI,D,all,5,3711,0,0
Marcus Johansson,BOS,L,all,58,55516,30,13
Brooks Orpik,WSH,D,all,53,49827,9,2
Michal Kempny,WSH,D,all,71,81755,25,6
Jordan Schmaltz,STL,D,all,20,13748,2,0
Jason Zucker,MIN,L,all,81,82736,42,22
Matt Calvert,COL,L,all,82,69774,26,11
Jake Dotchin,ANA,D,all,20,14167,1,0
Christopher Tanev,VAN,D,all,55,66566,13,2
