playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8473682,2011,Andrew Ebbett,VAN,C,all,18,10350,262,7.7,0.54,0.51,0.56,0.53,0.56,0.52,185,25.11,2.82,1.8,5.74,0.93,13.97,10.74,2.73,2.84,2.75,0,1,27,9,3,39,6,5,2,0,6,0,11,12,22,31,3,6,15,15,4,3,26,7,3,1.01,0.88,0.93,2,2,1,39.76,36,36.56,3,0.39,0.35,0.67,2.54,2.58,2.49,262,26,24,37,175,38,39,34,151,15,13,55770,6,4,2,9,93.78,7.86,7.58,7.87,7.58,96,36,35,167,10,7,1,102,25,5,2.94,3.44,1.49,4,5,1,167.99,132,132.83,1.36,1.52,1.52,7.71,7.74,7.45,74.24,6.79,6.4,6.61,6.23,78,26,26,130,5,9,3,79,18,7,2.26,2.34,2.19,1,1,3,124.99,104,100.36,1.11,2.02,2.02,5.89,5.77,5.57,42.93,40.51,891,793,0,0,0,0,0,0
8475791,2011,Taylor Hall,EDM,L,all,61,66680,1328,59.61,0.57,0.42,0.57,0.43,0.57,0.43,218,207.16,21.62,14.68,46.15,6.65,108.88,78.02,21.1,21.55,21.02,15,11,207,69,83,359,53,27,12,9,33,8,87,109,180,249,18,36,23,44,35,62,187,67,22,6.26,8.21,7.15,5,10,12,356.2,276,273.43,18,3.31,3,3.93,21.01,20.86,20.67,1328,239,96,226,767,179,180,251,718,23,34,155688,36,60,27,34,628.18,61.74,60.04,61.47,59.77,614,256,303,1173,73,48,18,620,200,50,19.45,24.46,17.85,22,30,21,1163.74,870,864.14,10.32,10.58,10.84,61.23,60.91,60.05,470.45,46.47,45.06,46.71,45.3,475,178,228,881,46,37,6,475,136,42,14.94,16.23,15.3,20,13,13,894.7,653,659.06,6.38,8.04,8.74,44.11,44.42,43.92,92.29,128.41,1945,2578,0,0,0,0,0,0
8468510,2011,Jeff Taffe,MIN,L,all,5,3873,93,0.33,0.42,0.39,0.4,0.36,0.39,0.35,41,6.67,0.89,0.55,1.29,0.18,3.65,2.45,0.88,0.91,0.91,1,1,7,2,4,13,2,0,0,0,3,0,3,3,7,9,0,0,1,7,0,1,6,2,1,0.15,0.21,0.52,0,0,0,13.7,9,9.42,0,0.12,0,0,1,1.03,1.03,93,12,14,15,52,7,21,8,57,1,5,14127,0,0,0,2,28.08,2.09,2.07,2.15,2.13,26,12,16,54,4,1,0,32,4,2,0.82,0.45,0.83,2,1,1,55.97,38,39.59,0.41,0.14,0.14,2.37,2.43,2.41,43.38,2.93,2.89,2.78,2.73,43,17,21,81,2,3,0,47,12,1,1.16,1.49,0.28,0,2,0,75.81,60,56.11,0.57,0.22,0.22,3.29,3.12,3.09,9.05,14.45,178,313,0,0,0,0,0,0
8471385,2011,Adam Pardy,DAL,D,all,36,35574,772,4.52,0.44,0.49,0.48,0.5,0.47,0.5,185,26.25,0.91,1.39,6,0.81,14.18,13.71,0.9,0.9,0.89,0,3,29,8,19,56,3,0,0,0,5,1,10,21,29,37,7,16,0,39,9,9,35,2,0,0.72,0.19,0,0,0,0,54.38,37,35.81,8,0.28,0,0,1.18,1.17,1.16,772,78,98,140,456,98,135,113,426,0,0,94757,16,12,6,49,280.96,19.98,19.42,19.75,19.18,284,106,134,524,21,19,5,316,60,14,8.8,7.15,4.04,9,7,5,513.33,390,383.69,3.66,4,4.1,19.54,19.28,19.04,308.01,25.64,24.24,25.98,24.59,314,117,144,575,31,23,9,341,63,27,9.33,7.16,9.15,13,5,13,588.43,431,438.78,4.21,6.98,7.01,22.84,23.28,22.9,66.02,68.95,1492,1497,0,0,0,0,0,0
8474157,2011,Max Pacioretty,MTL,L,all,79,86556,1817,72.77,0.58,0.44,0.58,0.45,0.57,0.45,339,284.04,27.21,18.92,66.35,9.15,152.02,111.34,26.33,27.23,26.35,18,14,286,99,83,468,65,33,16,10,68,4,119,145,253,352,25,56,1,104,33,36,274,83,28,6.85,10.12,10.24,14,7,12,468.42,385,384.92,24,4.28,3.59,5.29,26.2,26.23,25.86,1817,301,193,318,1005,229,223,271,1094,1,4,203420,56,56,25,39,852.87,79.48,74.32,79.51,74.34,855,327,433,1615,90,63,20,893,201,88,23.5,24.8,31.18,34,22,34,1614.92,1182,1181.2,13.96,14.15,14.72,78.71,78.71,74.91,637.03,57.75,55.72,57.77,55.76,650,233,306,1189,62,41,10,648,178,57,17.92,21.89,17.95,19,23,20,1190.37,883,883.09,8.64,10.7,10.7,55.7,55.73,54.76,118.22,152.35,2712,3361,0,0,0,0,0,0
8470318,2011,Jonathan Ericsson,DET,D,all,69,70756,1548,21.53,0.5,0.54,0.5,0.55,0.5,0.56,325,60.05,2.69,3.41,15.25,1.99,35.42,29.23,2.64,2.73,2.67,5,5,63,25,47,135,11,1,8,0,22,2,32,23,62,87,22,47,0,128,9,42,80,6,2,1.57,0.68,0.44,0,1,0,135.97,88,89.17,30,0.7,2.13,0.38,3.02,3.04,2.98,1548,179,182,240,947,257,224,191,876,0,0,182037,47,25,11,43,552.19,45.76,44.12,46.29,44.64,562,202,243,1007,44,32,8,586,137,41,17.29,15.8,12.68,13,22,9,1021.38,764,773.5,7.45,8.94,9.43,43.78,44.31,43.45,543.25,45.43,44.1,45.33,43.98,549,201,240,990,37,23,6,575,145,30,16.52,17.98,10.94,10,17,10,978.19,750,744.2,8.33,4.65,5.04,48.72,48.51,47.54,147.6,125.3,3010,2418,0,0,0,0,0,0
8470920,2011,David Clarkson,N.J,R,all,80,78524,1687,53.11,0.64,0.49,0.59,0.48,0.59,0.48,491,223.41,26.68,16.14,46.46,6.95,121.35,82.4,26.05,26.85,26.21,8,8,228,72,54,354,46,30,13,3,53,10,98,96,198,270,37,98,102,169,32,16,204,72,24,7.06,8.82,10.8,8,11,11,356.28,300,301.39,4,3.65,2.5,3.94,26.39,26.52,26.1,1687,288,141,242,1016,187,208,284,1008,102,141,215087,98,113,46,19,667.55,68.44,66.38,68.77,66.71,701,219,283,1203,71,44,10,665,195,60,19.44,23.91,25.09,16,27,28,1209.23,920,923.46,11.65,9.55,10.98,69.11,69.42,68.02,455.63,38.92,37.79,38.85,37.71,474,156,200,830,46,28,7,478,120,32,13.03,14.54,11.36,12,20,14,822.72,630,626.28,5.69,5.8,6.2,38.41,38.28,37.73,138.17,145.87,2660,2925,0,0,0,0,0,0
8474739,2011,Tommy Wingels,S.J,C,all,33,27221,626,17.55,0.6,0.54,0.57,0.53,0.59,0.54,257,73.88,7.24,5.23,16.97,2.29,38.78,29.48,6.98,7.21,6.96,3,3,71,29,25,125,9,3,4,0,23,4,32,34,68,97,6,18,7,102,14,16,72,20,8,2.18,2.66,2.4,1,2,0,124.36,100,99.92,3,1.14,0.85,2.6,5.78,5.8,5.64,626,81,50,88,407,121,86,80,339,7,10,93884,18,36,15,23,267.36,19.92,19.25,19.88,19.2,259,119,125,503,12,22,2,313,48,17,8.95,5.87,5.11,5,5,2,500.07,378,376.46,3.78,4.56,4.56,19.14,19.14,18.73,184.92,13.2,12.84,13.21,12.86,184,79,122,385,12,11,0,217,38,8,6,4.84,2.36,9,2,1,387.23,263,263.64,2.39,2.41,2.41,13.18,13.2,13.03,76.75,66.59,1620,1414,0,0,0,0,0,0
8473533,2011,Jordan Staal,PIT,C,all,62,74512,1516,55.71,0.55,0.57,0.54,0.55,0.54,0.56,145,154.44,19.64,10.83,30.32,4.85,79.55,65.81,18.01,19.65,18.01,18,7,149,62,54,265,50,25,10,1,29,4,67,76,124,186,17,34,591,101,39,26,127,68,16,4.99,8.13,6.51,7,11,7,268.83,211,212.38,9,2.42,1.93,2.64,19.43,19.45,18.16,1516,193,295,294,734,282,160,289,785,591,567,151331,34,34,15,23,680.01,68.15,63.71,68.51,64.06,679,269,308,1256,65,46,10,682,206,60,21.49,24.35,22.32,25,22,18,1272.72,948,955.69,10.53,10.83,10.56,68.13,68.44,65.07,581.72,55.91,53.79,55.69,53.6,560,245,263,1068,56,42,10,595,150,60,16.56,17.76,21.6,15,17,24,1059.18,805,800.04,9.28,8.45,8.45,56.75,56.66,55.09,133.35,102.05,2609,2122,0,0,0,0,0,0
8471504,2011,Rene Bourque,MTL,R,all,76,81290,1699,18.21,0.47,0.49,0.47,0.47,0.46,0.47,329,165.26,17.27,11.51,36.77,5.65,84.49,66.3,16.71,17.38,16.8,3,3,159,63,97,319,24,18,12,4,51,9,56,76,141,204,22,58,12,86,32,27,161,42,19,4.94,5.38,6.95,3,9,6,322.47,222,222.65,12,2.53,2.5,4.38,15.43,15.44,15.18,1699,237,214,264,984,217,240,273,969,12,8,197057,58,19,8,25,575.17,52.99,51.17,53.36,51.51,581,215,318,1114,45,45,7,619,126,51,16.98,15.52,20.49,14,16,15,1119.69,796,798.96,8.74,8.01,9.41,52.33,52.57,51.4,658.48,58.59,56.47,58.42,56.28,659,269,309,1237,65,40,9,727,147,54,20.28,17.61,20.7,27,22,16,1227.95,928,924.1,9.72,10.41,10.55,57.77,57.58,55.93,145.58,148.81,2845,3167,0,0,0,0,0,0
8475219,2011,Kristopher Foucault,MIN,L,all,1,530,12,-0.05,0.2,0.45,0.5,0.44,0.29,0.43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,3,6,1,2,1,8,0,0,3070,0,0,0,0,1.5,0.05,0.05,0.05,0.05,2,0,3,5,0,0,0,2,0,0,0.05,0,0,0,0,0,4.94,2,2.08,0.01,0,0,0.07,0.07,0.07,3.63,0.21,0.21,0.21,0.21,4,1,0,5,0,0,0,4,1,0,0.06,0.15,0,0,0,0,4.88,5,4.82,0.05,0,0,0.26,0.26,0.26,1.71,2.13,38,48,0,0,0,0,0,0
