playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8471735,2012,Keith Yandle,ARI,D,4on5,48,230,12,6.33,0.08,0.13,0.25,0.14,0.5,0.16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,7,0,2,0,10,0,0,4599,0,0,0,0,0.3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.49,0.01,0.01,0.01,0.01,0,1,2,3,0,0,0,1,0,0,0.01,0,0,0,0,0,3,1,1,0.01,0,0,0.03,0.03,0.03,0.88,5.91,19,115,0,0,0,0,0,0
8471735,2012,Keith Yandle,ARI,D,5on4,48,9707,131,35.7,0.9,0.92,0.88,0.9,0.86,0.87,88,30.21,2.74,2.57,6.96,0.94,19.49,11.31,2.69,2.74,2.69,3,2,33,11,21,65,10,5,4,0,6,0,12,17,28,39,0,0,0,2,1,7,36,4,4,0.97,0.44,1.33,3,0,2,65,44,44,2,0.65,1.11,0.01,3.37,3.37,3.3,131,73,5,12,41,23,7,30,71,0,0,5918,0,0,0,0,121.48,13.83,13.51,13.83,13.51,119,54,69,242,15,11,3,127,30,16,3.28,3.45,7.09,3,2,10,242,173,173,2.69,2.32,2.36,14.16,14.16,13.91,21.22,1.54,1.51,1.54,1.51,19,10,4,33,1,1,0,23,5,1,0.59,0.75,0.21,1,0,0,33,29,29,0.23,0.21,0.21,1.55,1.55,1.55,4.92,0.44,130,15,0,0,0,0,0,0
8459442,2012,Saku Koivu,ANA,C,other,47,2337,49,18.57,0.6,0.54,0.51,0.43,0.55,0.39,118,6.51,2.31,0.48,1.09,0.19,2.37,1.55,2.18,2.31,2.18,1,0,4,4,0,8,2,1,0,1,0,1,4,2,3,7,0,0,19,1,0,0,4,1,3,0.13,0.14,2.04,0,0,1,8,8,8,0,0.15,0,1.27,1.19,1.19,1.17,49,10,17,6,16,5,3,10,31,19,20,3659,0,0,0,2,26.75,6.08,5.84,6.08,5.84,27,9,5,41,6,2,1,20,9,7,0.49,1.32,4.28,0,2,4,41,36,36,0.65,1.27,1.27,5.47,5.47,5.31,19.7,4.03,3.95,4.03,3.95,17,12,10,39,5,0,0,18,7,4,0.68,0.76,2.6,0,2,3,39,29,29,0.41,0,0,4.45,4.45,4.35,5.79,5.03,54,71,0,0.03,0,1,0,1
8459442,2012,Saku Koivu,ANA,C,all,47,49633,1121,25.16,0.5,0.51,0.5,0.47,0.5,0.49,185,57.6,9.21,4.63,10.63,1.74,30.76,21.04,8.94,9.22,8.95,10,9,55,23,30,108,27,8,4,1,9,2,29,26,47,70,9,18,437,31,14,21,49,21,8,1.98,2.76,4.46,1,3,4,108,78,78.33,8,1.12,0.56,1.8,8.52,8.5,8.38,1121,157,245,225,494,138,112,157,714,437,414,122945,18,16,8,15,367.2,33.99,32.81,34.21,33.02,386,130,195,711,32,18,4,403,86,27,11.47,10.71,11.8,7,13,12,710.21,516,516.85,6.07,4.31,4.31,35.76,35.88,35.07,368.93,33.67,32.91,33.71,32.93,368,158,191,717,31,23,6,386,116,24,10.77,14.03,8.88,9,12,10,715.45,526,525.84,6.13,4.69,4.99,34.8,34.71,34.22,84.82,81.96,1767,1967,0,0,0,0,0,0
8459442,2012,Saku Koivu,ANA,C,5on5,47,37457,837,25.16,0.48,0.51,0.51,0.47,0.5,0.48,266,36.99,3.82,2.79,7.41,1.09,21.78,15.12,3.76,3.83,3.77,6,8,38,14,27,79,18,4,2,0,9,0,20,17,34,48,8,16,320,26,10,19,38,12,2,1.7,1.52,0.59,1,2,1,79,52,52.33,8,0.58,0.34,0.34,4.06,4.04,3.99,837,103,129,205,400,121,89,106,521,320,287,102107,16,12,6,9,263.44,19.99,19.42,20.2,19.63,278,95,156,529,19,11,3,303,58,12,9.16,7.13,3.7,5,9,5,528.21,373,373.85,3.6,2.75,2.75,20.83,20.96,20.69,262.53,21.74,21.2,21.78,21.23,260,111,134,505,12,16,4,273,84,14,7.78,10.16,3.81,4,4,4,503.45,371,370.83,3.78,3.2,3.5,22.02,21.93,21.67,59.89,57.34,1416,1611,1.34,1.62,30,35,22,26
8459442,2012,Saku Koivu,ANA,C,4on5,47,5429,145,21.74,0.1,0.17,0.1,0.19,0.12,0.23,130,2.22,0.16,0.12,0.33,0.07,0.73,1.6,0.16,0.16,0.16,0,0,1,2,1,4,0,0,0,0,0,0,1,2,1,3,1,2,66,1,4,0,2,1,0,0.06,0.09,0,0,0,0,4,3,3,0,0.03,0,0,0.18,0.18,0.18,145,3,95,9,38,5,15,23,102,66,31,9169,2,0,0,0,8.94,0.69,0.69,0.69,0.69,11,3,2,16,0,0,0,11,2,1,0.22,0.23,0.24,0,0,0,16,14,14,0.11,0,0,0.8,0.8,0.8,68.63,6.05,5.91,6.05,5.91,72,29,42,143,10,6,2,78,19,4,1.71,2.37,1.97,4,3,3,143,101,101,1.68,1.22,1.22,6.51,6.51,6.38,3.07,15.38,56,233,0.01,0.04,2,2,2,2
8459442,2012,Saku Koivu,ANA,C,5on4,47,4410,90,21.7,0.86,0.93,0.87,0.89,0.86,0.91,199,11.88,2.92,1.24,1.79,0.39,5.89,2.77,2.85,2.92,2.85,3,1,12,3,1,16,7,3,2,0,0,1,4,5,9,12,0,0,30,3,0,2,5,7,3,0.09,1,1.82,0,1,2,16,15,15,0,0.36,0.21,0.18,3.1,3.1,3.04,90,41,4,5,40,7,5,18,60,30,63,7396,0,4,2,3,67.41,7.22,6.86,7.22,6.86,70,22,28,120,7,5,0,68,17,7,1.61,2.03,3.58,2,2,3,120,92,92,1.69,0.28,0.28,8.64,8.64,8.25,11.06,1.21,1.21,1.21,1.21,11,4,3,18,3,0,0,9,5,1,0.32,0.66,0.23,1,2,0,18,15,15,0.15,0,0,1.35,1.35,1.35,11.8,0.92,208,25,0,0,0,0,0,0
8471663,2012,Mike Blunden,MTL,R,other,5,9,0,0,0,0.37,0,0.52,0,0.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1.33,12,11,0,0,0,0,0,0
8471663,2012,Mike Blunden,MTL,R,all,5,2504,66,-0.02,0.52,0.45,0.44,0.49,0.41,0.49,57,4.27,0.47,0.29,1.03,0.14,2.29,1.79,0.47,0.48,0.48,0,0,5,1,1,7,0,0,1,0,2,0,2,1,5,6,2,4,0,2,0,1,4,2,0,0.21,0.26,0,0,0,0,7.28,6,6.23,1,0.06,0.04,0.04,0.49,0.5,0.5,66,6,6,9,45,17,7,10,32,0,0,15796,4,2,1,3,10.95,0.96,0.94,0.97,0.94,11,4,7,22,1,1,0,11,4,0,0.4,0.56,0,1,0,0,22.37,15,15.43,0.16,0.04,0.04,1.08,1.09,1.06,16.02,0.9,0.89,0.87,0.87,20,2,6,28,3,1,0,17,5,0,0.35,0.55,0,0,3,0,27.19,22,21.51,0.18,0.14,0.14,0.93,0.91,0.91,9.39,11.34,237,242,0,0,0,0,0,0
8471663,2012,Mike Blunden,MTL,R,5on5,5,2478,65,-0.02,0.54,0.5,0.45,0.5,0.42,0.51,55,4.27,0.47,0.29,1.03,0.14,2.29,1.79,0.47,0.48,0.48,0,0,5,1,1,7,0,0,1,0,2,0,2,1,5,6,2,4,0,2,0,1,4,2,0,0.21,0.26,0,0,0,0,7.28,6,6.23,1,0.06,0.04,0.04,0.49,0.5,0.5,65,6,6,9,44,17,7,9,32,0,0,12064,4,2,1,3,10.95,0.96,0.94,0.97,0.94,11,4,7,22,1,1,0,11,4,0,0.4,0.56,0,1,0,0,22.37,15,15.43,0.16,0.04,0.04,1.08,1.09,1.06,15.32,0.81,0.8,0.78,0.78,19,2,6,27,2,1,0,17,4,0,0.35,0.46,0,0,2,0,26.19,21,20.51,0.16,0.14,0.14,0.83,0.8,0.8,6.31,6.35,180,177,0,0.04,1,3,0,3
8471663,2012,Mike Blunden,MTL,R,4on5,5,17,1,-0.2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.09,0.09,0.09,0.09,1,0,0,1,1,0,0,0,1,0,0,0.09,0,0,1,0,1,1,1,0.01,0,0,0.1,0.1,0.1,0,0.17,0,4,0,0,0,0,0,0
8471663,2012,Mike Blunden,MTL,R,5on4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471664,2012,Mason Raymond,VAN,L,other,46,959,23,11.03,0.63,0.46,0.66,0.5,0.66,0.49,117,3.93,0.41,0.27,1,0.22,1.62,1.48,0.4,0.41,0.4,1,0,5,0,0,5,2,1,0,0,3,1,0,0,4,4,0,0,3,0,0,1,3,1,1,0.09,0.1,0.22,1,0,0,5,5,5,0,0.08,0,0.22,0.26,0.26,0.26,23,6,4,1,12,8,1,5,9,3,1,2542,0,0,0,0,17.48,2.08,2.07,2.08,2.07,18,7,4,29,4,0,0,17,5,3,0.58,0.55,0.95,1,2,1,29,25,25,0.35,0,0.22,2.21,2.21,2.21,8.99,1.2,1.19,1.2,1.19,10,3,2,15,0,0,0,9,3,1,0.37,0.37,0.46,0,0,0,15,13,13,0.16,0,0,1.36,1.36,1.35,5.58,6.46,62,63,0,0,0,0,0,0
8471664,2012,Mason Raymond,VAN,L,all,46,43676,994,20.16,0.47,0.52,0.52,0.52,0.5,0.51,291,74.46,7.77,4.83,17.3,2.53,39.53,30.03,7.64,7.88,7.75,9,3,79,23,37,139,22,10,6,2,16,5,31,34,69,92,8,16,17,18,17,18,75,21,6,2.43,2.83,2.5,4,3,3,140.43,102,103.33,11,1.07,1.81,2.02,6.82,6.9,6.81,994,151,71,148,624,180,165,148,501,17,33,125747,16,16,8,8,351.7,27.52,26.97,27.8,27.24,342,155,186,683,36,24,6,402,74,21,10.96,8.77,7.79,13,12,11,688.58,497,501.87,5.27,4.12,4.3,28.49,28.69,28.32,355.49,30.82,30.02,30.54,29.76,361,131,129,621,30,24,7,363,102,27,9.99,12.56,8.27,13,6,11,615.91,492,486.73,5.33,5.57,5.77,30.37,30.14,29.82,87,81.04,1827,1707,0,0,0,0,0,0
8471664,2012,Mason Raymond,VAN,L,5on5,46,34041,769,20.16,0.43,0.52,0.49,0.52,0.47,0.52,302,55.39,4.79,3.54,13.19,1.8,29.93,22.74,4.72,4.89,4.82,7,2,61,15,27,103,14,5,5,1,12,4,23,27,56,71,7,14,10,17,13,16,58,15,3,1.78,2.1,0.9,2,2,1,104.43,76,77.33,10,0.74,1.01,1,4.52,4.6,4.56,769,110,55,126,478,140,140,116,373,10,24,100343,14,10,5,5,250.12,18.3,17.98,18.57,18.24,239,113,128,480,23,15,5,284,55,13,7.76,6.52,4.02,10,7,6,485.58,352,356.87,3.2,2.78,2.91,18.58,18.78,18.64,289.94,24.31,23.64,24.03,23.36,292,109,105,506,24,21,7,298,82,21,8.57,10.07,5.67,11,5,8,500.91,401,395.73,4.07,4.84,5.04,23.34,23.1,22.82,58.72,53.8,1417,1293,0.48,0.57,11,21,11,16
8471664,2012,Mason Raymond,VAN,L,4on5,46,2967,84,17.35,0.08,0.14,0.17,0.12,0.16,0.14,172,1.42,0.1,0.06,0.22,0.04,0.52,1.06,0.1,0.1,0.1,0,0,1,1,2,4,0,0,0,0,0,0,0,2,1,2,1,2,3,0,3,1,2,0,0,0.1,0,0,0,0,0,4,2,2,1,0.01,0,0,0.11,0.11,0.11,84,1,9,10,64,4,14,12,54,3,3,9815,2,4,2,0,7.15,0.33,0.32,0.33,0.32,6,4,4,14,0,0,0,10,0,0,0.33,0,0,0,0,0,14,10,10,0.06,0,0,0.39,0.39,0.39,37.45,3.61,3.59,3.61,3.59,38,14,18,70,5,1,0,38,11,3,0.68,1.4,1.52,1,1,3,70,52,52,0.87,0.12,0.12,4.36,4.36,4.34,2.21,13.11,29,223,0.04,0,1,0,1,0
8471664,2012,Mason Raymond,VAN,L,5on4,46,5709,118,20.56,0.87,0.9,0.87,0.91,0.83,0.89,219,12.19,2.4,0.9,2.46,0.42,6.81,4,2.35,2.4,2.35,1,1,12,5,7,24,6,4,1,1,1,0,6,5,8,13,0,0,1,1,1,0,10,5,2,0.39,0.64,1.38,1,1,2,24,17,17,0,0.23,0.8,0.8,1.83,1.83,1.78,118,34,3,11,70,28,10,15,65,1,3,9183,0,2,1,3,70.24,6.4,6.2,6.4,6.2,73,28,46,147,9,9,1,83,13,5,1.98,1.61,2.81,2,3,4,147,101,101,1.54,1.34,1.16,6.78,6.78,6.59,14.16,0.92,0.92,0.92,0.92,15,5,2,22,1,0,0,15,5,0,0.32,0.6,0,1,0,0,22,20,20,0.15,0,0,1.07,1.07,1.07,12.83,1.43,250,24,0.13,0,1,0,1,0
8471851,2012,Matt D'Agostini,N.J,R,other,29,371,11,6.5,0.86,0.48,0.71,0.57,0.9,0.56,96,2.17,0.19,0.22,0.29,0.08,1.66,0.57,0.19,0.19,0.19,0,0,2,1,1,4,1,1,0,0,0,0,1,1,1,2,1,2,0,0,0,0,2,1,0,0.09,0.1,0,0,1,0,4,3,3,0,0.06,0,0,0.25,0.25,0.25,11,1,0,0,10,2,0,2,7,0,0,2063,2,0,0,0,6.29,0.67,0.66,0.67,0.66,5,4,1,10,1,0,0,6,3,0,0.3,0.37,0,0,1,0,10,9,9,0.15,0,0,0.82,0.82,0.81,0.7,0.1,0.1,0.1,0.1,0,1,3,4,0,0,0,0,1,0,0,0.1,0,0,0,0,4,1,1,0.01,0,0,0.12,0.12,0.12,3.72,3.96,54,40,0,0,0,0,0,0
8471851,2012,Matt D'Agostini,N.J,R,all,29,21428,525,9.15,0.57,0.54,0.57,0.54,0.58,0.56,270,32.6,1.93,1.98,7.56,1.1,19.53,13.9,1.92,1.94,1.93,2,1,33,13,18,64,6,3,1,0,10,0,17,15,30,43,4,8,5,21,6,6,39,7,0,1.09,0.85,0,1,2,0,63.42,46,45.51,1,0.42,0.06,0,2.35,2.36,2.34,525,66,30,90,339,71,58,73,323,5,13,84075,8,20,10,12,144.93,11.57,11.41,11.62,11.47,139,70,90,299,12,4,1,167,35,7,4.66,3.94,2.96,5,3,4,296.14,209,207.96,2.06,0.59,0.59,13.03,13.05,12.9,107.75,8.7,8.51,8.96,8.77,112,37,78,227,13,7,3,113,28,8,3.33,3.3,2.07,5,5,3,232.1,149,151.68,1.42,1.65,1.65,8.46,8.68,8.63,58.41,49.56,1250,1077,0,0,0,0,0,0
8471851,2012,Matt D'Agostini,N.J,R,5on5,29,19205,465,9.15,0.48,0.58,0.54,0.54,0.54,0.56,246,29.64,1.71,1.72,7.06,0.99,17.46,13.05,1.7,1.72,1.71,1,1,30,12,17,59,4,2,1,0,9,0,16,14,28,40,2,4,5,21,5,6,36,6,0,0.96,0.75,0,1,1,0,58.42,42,41.51,1,0.35,0.06,0,2.06,2.06,2.05,465,54,28,85,298,66,52,65,282,5,10,64605,4,20,10,11,118.62,7.71,7.58,7.76,7.64,114,57,82,253,7,4,1,141,27,3,3.89,3.01,0.8,4,2,1,250.14,171,169.96,1.49,0.59,0.59,8.61,8.62,8.53,104.42,8.23,8.04,8.49,8.3,109,35,73,217,12,7,3,111,25,8,3.29,2.86,2.07,5,4,3,222.1,144,146.68,1.37,1.65,1.65,7.95,8.17,8.11,41.02,30.18,940,795,0.52,0.65,14,13,10,11
8471851,2012,Matt D'Agostini,N.J,R,4on5,29,33,1,1.15,0,0.15,0,0.19,0,0.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.52,3,13,0,0,0,0,0,0
8471851,2012,Matt D'Agostini,N.J,R,5on4,29,1819,48,8.19,0.9,0.77,0.86,0.87,0.88,0.84,147,0.79,0.03,0.04,0.2,0.02,0.41,0.29,0.03,0.03,0.03,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,1,0,1,0,0,0.03,0,0,0,0,0,1,1,1,0,0.01,0,0,0.04,0.04,0.04,48,11,2,5,30,3,6,6,33,0,0,5209,2,0,0,0,20.03,3.19,3.16,3.19,3.16,20,9,7,36,4,0,0,20,5,4,0.48,0.57,2.15,1,0,3,36,29,29,0.41,0,0,3.6,3.6,3.57,2.63,0.36,0.36,0.36,0.36,3,1,2,6,1,0,0,2,2,0,0.03,0.33,0,0,1,0,6,4,4,0.03,0,0,0.39,0.39,0.39,6.91,2.01,149,23,0,0,0,0,0,0
8473944,2012,Matt Anderson,N.J,R,other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473944,2012,Matt Anderson,N.J,R,all,2,693,20,0.95,0.71,0.44,0.52,0.5,0.59,0.49,22,0.61,0.1,0.05,0.1,0.03,0.43,0.28,0.1,0.11,0.11,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,2.07,1,1.1,0,0.01,0,0,0.11,0.12,0.12,20,1,0,2,17,4,6,2,8,0,0,6928,0,0,0,1,7.54,1.11,1.07,1.12,1.09,8,2,2,12,1,3,1,3,6,1,0.11,0.8,0.2,0,1,0,11.92,10,9.98,0.14,0.27,0.27,0.99,1.01,1,4.74,0.46,0.46,0.45,0.45,7,0,4,11,0,0,0,5,1,1,0.15,0.1,0.2,0,0,0,10.82,7,6.88,0.07,0,0,0.53,0.52,0.52,5.12,6.41,94,94,0,0,0,0,0,0
8473944,2012,Matt Anderson,N.J,R,5on5,2,688,19,0.95,0.71,0.53,0.52,0.5,0.59,0.49,22,0.61,0.1,0.05,0.1,0.03,0.43,0.28,0.1,0.11,0.11,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,2.07,1,1.1,0,0.01,0,0,0.11,0.12,0.12,19,0,0,2,17,3,6,2,8,0,0,5224,0,0,0,1,7.54,1.11,1.07,1.12,1.09,8,2,2,12,1,3,1,3,6,1,0.11,0.8,0.2,0,1,0,11.92,10,9.98,0.14,0.27,0.27,0.99,1.01,1,4.74,0.46,0.46,0.45,0.45,7,0,4,11,0,0,0,5,1,1,0.15,0.1,0.2,0,0,0,10.82,7,6.88,0.07,0,0,0.53,0.52,0.52,2.89,2.54,57,58,0,0.04,1,2,0,2
8473944,2012,Matt Anderson,N.J,R,4on5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473944,2012,Matt Anderson,N.J,R,5on4,2,5,1,1.1,0,0.82,0,0.84,0,0.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.2,16,3,0,0,0,0,0,0
8474597,2012,Cody Goloubef,CBJ,D,other,11,368,7,-0.13,0.79,0.4,0.67,0.56,0.62,0.46,13,1.41,0.04,0.09,0.27,0.05,1.02,0.54,0.03,0.04,0.03,0,0,2,0,1,3,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,0,0.04,0,0,0,0,0,3,2,2,0,0.02,0,0,0.06,0.06,0.05,7,3,1,0,3,1,0,0,6,0,0,464,0,0,0,0,5.69,0.68,0.64,0.68,0.64,7,1,2,10,0,0,0,6,1,1,0.25,0.1,0.33,0,0,0,10,8,8,0.11,0,0,0.79,0.79,0.74,3.65,0.18,0.18,0.18,0.18,5,0,0,5,0,0,0,5,0,0,0.18,0,0,0,0,0,5,5,5,0.04,0,0,0.22,0.22,0.22,0.98,1.46,25,20,0,0,0,0,0,0
