playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8473994,2012,Jamie Benn,DAL,L,all,41,48979,948,30.45,0.57,0.39,0.56,0.44,0.55,0.42,110,119.73,13.12,9.16,26.52,3.87,62.41,43.9,12.52,13.13,12.53,14,7,110,49,52,211,33,12,12,1,26,6,50,53,98,147,11,30,327,71,41,31,101,46,12,3.04,6.5,3.59,3,6,3,210.24,159,159.5,17,2.1,2.1,2.23,13,13.03,12.82,948,202,88,179,479,114,135,162,537,327,382,99786,30,29,13,32,444.79,46.92,44.45,47.09,44.63,421,189,230,840,45,38,5,426,135,49,12.22,17.76,16.95,9,18,18,840.72,610,612.37,7.87,6.5,6.69,48.1,48.31,46.58,370.95,35.82,34.31,36.13,34.58,364,144,165,673,41,34,10,371,95,42,10.88,11.7,13.24,14,13,14,678.51,508,512.09,5.29,6.72,6.88,34.23,34.48,34.01,58.87,91.49,1328,1695,0,0,0,0,0,0
8467346,2012,Simon Gagne,PHI,L,all,38,32234,707,15.77,0.51,0.51,0.52,0.5,0.51,0.5,275,76.05,7.62,5.03,18.1,2.51,40.49,29.24,7.45,7.67,7.5,5,6,76,27,32,135,16,5,4,1,19,5,34,36,71,98,4,8,2,24,17,10,67,30,6,2.3,3.44,1.88,1,2,2,135.78,103,103.9,4,1.1,0.97,1.02,7.7,7.76,7.69,707,88,66,135,418,114,119,108,366,2,0,106013,8,8,4,15,268.47,24.77,24.16,24.89,24.28,274,100,130,504,25,21,4,277,73,24,8.47,8.77,7.53,9,6,10,505.31,374,375.83,3.96,3.97,3.97,24.76,24.87,24.53,255.47,24.09,23.47,24.2,23.57,237,120,113,470,21,17,4,267,66,24,8.57,7.7,7.83,10,5,6,471.72,357,357.73,3.41,4.06,4.06,23.44,23.51,23.16,78.72,75.92,1582,1604,0,0,0,0,0,0
8473534,2012,Patrik Berglund,STL,C,all,48,48466,1216,22.2,0.51,0.52,0.53,0.52,0.53,0.53,252,68.8,9.86,4.84,14.99,2.53,40.08,27.7,9.68,9.93,9.74,5,3,74,26,31,131,25,17,3,4,12,0,33,35,57,83,6,12,279,53,10,9,68,23,9,2.43,2.87,4.56,4,7,6,131.76,100,99.99,3,1.1,0.55,2,8.95,9.02,8.86,1216,196,119,162,739,144,149,162,761,279,324,126722,12,8,5,24,353.57,30.69,30.11,30.99,30.41,360,140,202,702,39,22,9,400,72,28,10.9,9.01,10.79,13,12,14,706.27,500,502.37,5.42,6.01,6.01,30.1,30.4,30.01,329.07,29.74,28.84,30.11,29.19,327,125,181,633,35,28,8,330,84,38,8.57,10.03,11.14,9,10,16,633.21,452,454.27,4.82,6.31,6.31,28.25,28.39,28.14,79.02,72.5,1824,1695,0,0,0,0,0,0
8462041,2012,Radek Dvorak,ANA,R,all,9,7092,153,3.35,0.49,0.52,0.42,0.53,0.45,0.53,80,16.96,2.08,1.1,3.86,0.51,7.99,6.46,1.93,2.12,1.97,0,0,17,5,1,23,4,4,0,2,5,1,5,7,13,18,1,2,0,2,4,4,14,4,4,0.41,0.53,1.14,0,2,2,23.57,22,22.52,1,0.24,0,0.93,1.39,1.45,1.44,153,22,18,35,78,12,17,21,103,0,2,25848,2,0,0,1,48.85,3.54,3.35,3.55,3.36,47,20,12,79,4,3,2,58,4,5,1.65,0.53,1.37,0,2,2,78.57,67,66.99,0.62,0.93,0.93,3.24,3.25,3.21,57.41,3.68,3.62,3.72,3.66,52,29,29,110,2,1,0,70,9,2,2.15,1.06,0.47,1,1,0,110.55,81,81.44,0.86,0.23,0.23,4.31,4.37,4.29,17.79,16.63,421,380,0,0,0,0,0,0
8470613,2012,Brent Burns,S.J,D,all,30,29307,643,24.08,0.59,0.5,0.6,0.49,0.59,0.51,173,78.11,7.24,5.43,19.28,2.65,45.95,30.45,6.96,7.23,6.96,6,5,81,30,42,153,20,9,6,3,25,3,25,43,72,102,9,20,4,54,5,19,85,21,5,2.39,2.49,2.36,4,2,3,153.38,111,111.37,9,1.21,1.41,2.05,6.4,6.4,6.27,643,99,68,96,380,79,78,108,378,4,9,80493,20,2,1,13,289.25,26.97,25.87,26.93,25.84,298,115,171,584,27,24,7,303,88,22,8.65,10.47,7.86,10,8,9,581.24,413,411.32,4.55,5.87,6.14,25.4,25.32,24.72,207.3,18.9,18.56,19.03,18.69,208,81,104,393,21,14,3,220,55,14,6.38,7.07,5.44,10,4,7,394.71,289,291.68,2.82,3.36,3.13,18.59,18.7,18.57,56.42,55.93,1280,1318,0,0,0,0,0,0
8475728,2012,Johan Larsson,MIN,C,all,1,842,19,-0.15,0.3,0.49,0.38,0.4,0.42,0.43,8,1.62,0.04,0.05,0.26,0.06,0.72,0.86,0.04,0.04,0.04,0,0,2,0,0,2,0,0,0,0,0,0,1,1,2,2,0,0,0,2,0,0,2,0,0,0.04,0,0,0,0,0,2.05,2,2.08,0,0.01,0,0,0.05,0.05,0.05,19,1,3,2,13,1,5,2,11,0,0,2758,0,0,0,1,7.55,0.36,0.36,0.34,0.34,6,4,1,11,0,0,0,8,2,0,0.14,0.22,0,0,0,0,10.55,10,9.58,0.08,0,0,0.44,0.41,0.41,10.24,0.83,0.78,0.87,0.81,9,5,4,18,0,0,0,9,5,0,0.31,0.52,0,0,0,0,18.57,14,14.32,0.16,0,0,0.99,1.03,0.96,1.43,1.46,30,45,0,0,0,0,0,0
8470187,2012,Johnny Boychuk,BOS,D,all,44,53843,1136,19.48,0.51,0.52,0.5,0.54,0.5,0.54,142,70.47,2.57,4.17,19.48,2.65,43.43,33.7,2.5,2.57,2.51,3,2,75,31,46,152,6,1,4,0,17,3,37,44,74,105,6,12,0,79,4,15,104,2,0,2.35,0.21,0,1,0,0,154.01,106,106.99,14,0.85,0.93,0.09,3.33,3.34,3.26,1136,115,166,192,663,150,154,175,657,0,0,106542,12,12,7,87,471.04,40.05,38.52,40.6,39.07,450,211,223,884,34,27,6,508,121,32,14.54,14.12,11.39,14,11,9,905.29,661,674.41,6.15,6.11,5.96,40.24,40.84,39.98,477.52,39.23,38.12,39.06,37.95,473,193,222,888,37,28,9,518,113,35,14.48,13.64,11.11,14,8,15,874.84,666,659.71,7.07,5.74,5.93,40.38,40.22,39.43,85.19,78.8,1759,1479,0,0,0,0,0,0
8475430,2012,Brandon Manning,PHI,D,all,6,5329,126,1.23,0.52,0.47,0.43,0.45,0.45,0.46,31,4.58,0.2,0.28,1.1,0.14,3.03,2.26,0.2,0.2,0.2,2,0,5,2,2,9,2,0,1,0,0,0,2,4,5,7,0,0,0,15,2,3,7,0,0,0.2,0,0,0,0,0,9.07,7,7.21,3,0.06,0.28,0,0.25,0.26,0.26,126,10,11,13,92,16,19,20,71,0,0,16271,0,0,0,4,48.26,5.69,5.61,5.89,5.8,47,18,12,77,8,3,0,42,11,12,1.43,1.18,3.08,2,0,6,79.51,65,66.97,0.67,0.72,0.72,5.64,5.82,5.78,58.54,5.3,5.11,5.34,5.15,58,21,21,100,4,8,2,58,14,7,1.86,1.76,1.67,0,2,2,97.8,79,77.8,0.83,1.79,1.79,4.33,4.37,4.3,13.79,15.43,233,284,0,0,0,0,0,0
8475213,2012,Drew Shore,FLA,C,all,43,40782,871,20.66,0.57,0.42,0.55,0.48,0.57,0.47,260,90.16,10.4,6.44,19.87,2.89,46.91,35.48,9.96,10.26,9.84,7,3,96,26,41,163,13,3,13,2,22,2,37,45,93,119,7,14,212,37,19,10,83,27,12,3.12,3.3,3.98,0,0,3,158.06,122,119.87,4,1.39,2.99,3.37,8.42,8.34,8.18,871,139,65,133,534,159,108,149,455,212,231,115805,14,6,3,18,399.36,37.3,35.78,36.73,35.23,412,137,151,700,25,49,11,407,102,40,12.14,12.37,12.8,4,7,14,677.27,549,535.6,5.84,10.74,11.28,31.86,31.34,30.81,298.24,27.7,27.2,28.11,27.6,294,121,147,562,35,21,3,312,76,27,9.48,9.06,9.16,12,13,10,578.32,415,424.79,4.26,3.83,3.83,28.15,28.6,28.33,73.63,99.98,1597,1745,0,0,0,0,0,0
8470760,2012,Marc Methot,OTT,D,all,47,62683,1308,17.48,0.47,0.55,0.48,0.56,0.47,0.55,133,45.62,1.81,2.67,11.2,1.45,27.78,24.08,1.79,1.84,1.81,5,4,53,16,28,97,11,2,5,0,20,1,19,22,51,67,14,31,0,130,7,20,67,2,0,1.45,0.36,0,2,0,0,97.87,69,69.24,19,0.55,0.72,0,2.36,2.38,2.35,1308,134,209,245,720,202,149,199,758,0,0,109555,31,17,7,81,496.58,42.34,41.18,42.52,41.36,498,192,238,928,37,32,8,540,115,35,14.91,14.5,12.93,12,10,15,933.15,690,691.78,6.42,6.41,6.87,41.88,42.17,41.53,556.7,46.87,44.96,46.84,44.92,577,203,243,1023,47,42,10,604,138,38,16.68,16.18,14,14,15,18,1020.69,780,779.14,8.76,7.69,8.41,47.22,47.14,46.2,87.48,71.21,2024,1562,0,0,0,0,0,0
8467876,2012,Henrik Sedin,VAN,C,all,48,55721,1176,51.64,0.66,0.43,0.66,0.45,0.64,0.44,110,66.4,8.91,5.22,14.28,2.32,35.79,24.48,8.47,8.84,8.4,18,16,70,21,23,114,45,11,6,1,13,2,36,23,59,80,12,24,440,22,21,19,53,28,10,1.9,3.2,3.81,4,3,4,113.48,91,90.44,6,1.16,1.2,1.77,8.29,8.23,7.95,1176,299,116,197,564,164,156,205,651,440,451,120902,24,26,14,9,550.4,51.83,49.79,51.9,49.84,544,233,299,1076,58,27,6,584,140,53,16.82,16.2,18.82,22,15,21,1078.93,777,779.62,9.48,6,8.05,53.27,53.3,51.88,313,26.36,25.65,26.11,25.38,345,87,116,548,23,16,2,327,85,20,9.88,10.02,6.45,8,8,7,541.75,432,427.21,4.29,2.96,2.96,27.68,27.39,27.02,67.28,89.77,1548,1884,0,0,0,0,0,0
