playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8474849,2014,Antoine Roussel,DAL,L,all,80,69705,1771,26.51,0.49,0.53,0.48,0.54,0.49,0.53,535,121.79,14.72,9.15,26.54,4.12,66.92,47.56,14.24,14.62,14.15,6,6,113,56,37,206,25,13,5,3,27,5,56,63,100,156,41,118,3,115,31,38,104,53,12,3.41,6.56,4.75,3,5,5,204.93,169,168.05,16,2.02,0.79,3.64,13.09,13.03,12.88,1771,192,316,326,937,253,241,299,978,3,14,221753,118,99,33,71,596.54,52.03,50.22,51.89,50.08,534,306,298,1138,39,49,11,648,149,43,18.02,18.14,15.87,11,15,13,1141.05,840,840.55,8.64,9.84,10.43,50.24,50.22,49.29,615.01,54.7,52.56,54.7,52.54,608,261,381,1250,71,43,10,656,166,47,18.22,19.96,16.52,27,23,21,1240.29,869,865.4,9.5,8.65,8.79,55.35,55.27,53.93,195.64,173.29,3846,3334,0,0,0,0,0,0
8474641,2014,Adam Henrique,N.J,C,all,75,79847,1782,33.68,0.47,0.45,0.45,0.45,0.45,0.45,281,121.99,15.43,8.93,24.68,4.12,64.54,47.3,15.12,15.46,15.14,16,11,127,38,59,224,43,16,7,2,26,4,44,68,111,149,12,24,270,59,31,21,95,58,12,3.42,7.4,4.61,3,7,6,224.92,165,165.86,4,2.01,1.56,1.58,15.85,15.9,15.6,1782,239,291,293,959,215,255,295,1017,270,249,194837,24,20,11,44,563.84,60,58.43,60.14,58.53,554,224,274,1052,61,36,10,536,184,58,15.94,21.77,22.3,15,23,23,1053.32,778,777.59,8.68,9.33,10.54,58.14,58.18,57.25,691.19,67.12,65.23,67.18,65.28,718,235,339,1292,66,41,10,697,195,61,20.07,22.92,24.13,15,24,27,1289.97,953,952.79,10.43,9.17,10.38,67.18,67.21,65.97,110.45,135.87,2298,2770,0,0,0,0,0,0
8476856,2014,Matt Dumba,MIN,D,all,58,52216,1130,25.05,0.58,0.55,0.55,0.49,0.56,0.51,269,84.31,4.22,6.01,21.52,2.84,54.15,36.27,3.97,4.19,3.94,3,5,86,39,63,188,16,8,5,1,23,3,35,51,78,117,10,23,0,42,9,28,118,5,2,3.28,0.49,0.45,6,1,1,187.78,125,123.96,19,1.33,0.62,0.28,5.27,5.23,4.95,1130,194,97,128,711,177,186,186,581,0,0,158341,23,23,10,51,447.74,42.74,40.59,43.28,41.08,451,178,213,842,53,36,12,472,112,45,14.64,13.38,14.72,21,14,18,853.21,629,634.58,7.03,7.44,7.56,42.21,42.59,41.21,354.2,30.86,29.9,30.81,29.85,370,120,206,696,30,28,3,363,101,26,10.81,12.2,7.85,9,11,10,686.48,490,487.05,5.12,5.78,5.78,30.2,30.14,29.83,121.76,98.65,2349,2426,0,0,0,0,0,0
8475165,2014,Anton Lander,EDM,C,all,38,34227,753,14.83,0.49,0.45,0.52,0.47,0.52,0.47,269,55.86,8.39,4.43,11.67,1.8,28.05,20.68,8.16,8.4,8.17,6,8,61,14,13,88,20,6,5,1,10,2,24,28,55,69,7,14,226,59,8,18,43,23,9,1.6,2.92,3.87,1,1,4,87.82,75,75.14,9,1.05,2.4,2.67,6.76,6.78,6.71,753,104,86,105,458,113,99,102,439,226,225,105695,14,8,4,12,308.35,30.16,29.2,30.16,29.2,319,111,136,566,29,19,3,316,88,26,9.42,10.3,10.45,9,9,11,564.07,430,429.74,4.86,5.33,5.36,29.65,29.65,28.96,281.46,31.99,30.68,32.06,30.75,279,113,125,517,34,29,7,272,89,31,9,11.39,11.61,10,10,14,519.42,392,392.81,4.25,6.33,6.15,30.08,30.17,29.33,75.07,90.88,1522,1729,0,0,0,0,0,0
8475816,2014,Stanislav Galiev,WSH,R,all,2,1126,22,1.7,0.87,0.36,0.68,0.45,0.7,0.44,23,2.4,0.35,0.21,0.6,0.07,1.05,0.72,0.34,0.32,0.32,0,0,2,1,1,4,1,1,0,1,0,0,2,0,1,2,0,0,0,3,2,1,2,0,1,0.09,0,0.26,0,0,1,3.97,3,2.99,1,0.05,0,0.26,0.14,0.13,0.13,22,3,3,1,15,3,3,1,15,0,0,6074,0,0,0,0,14.86,1.01,1,0.95,0.94,12,9,4,25,1,1,1,18,2,1,0.52,0.24,0.26,0,0,1,24.29,21,20.39,0.2,0.26,0.26,0.95,0.9,0.9,6.54,0.15,0.15,0.16,0.16,6,3,3,12,0,0,0,9,0,0,0.15,0,0,0,0,0,12.49,9,9.39,0.06,0,0,0.21,0.23,0.22,2.87,5.06,86,105,0,0,0,0,0,0
8475162,2014,Mat Clark,ANA,D,all,7,5364,126,0.45,0.5,0.46,0.44,0.48,0.45,0.47,41,2.27,0.04,0.07,0.66,0.08,0.99,1.16,0.04,0.04,0.04,1,0,2,1,4,7,1,0,0,0,1,0,1,1,2,3,3,6,0,10,1,2,3,0,0,0.04,0,0,0,0,0,6.96,3,2.86,2,0.01,0,0,0.05,0.05,0.05,126,16,12,13,85,17,24,27,58,0,0,20436,6,4,2,5,44.33,2.97,2.9,2.91,2.84,41,21,17,79,4,1,0,46,16,0,1.2,1.77,0,0,4,0,78.16,62,61.16,0.55,0.11,0.11,3.41,3.34,3.28,51.37,3.02,2.77,3.11,2.85,48,27,25,100,2,3,0,65,9,1,1.57,1.18,0.26,0,1,1,102.07,75,76.61,0.68,0.49,0.49,3.21,3.3,3.17,14.56,16.86,317,344,0,0,0,0,0,0
8473942,2014,Trevor Smith,TOR,C,all,54,35847,782,2.9,0.4,0.46,0.41,0.48,0.41,0.47,502,46.98,5.66,3.2,11.05,1.7,24.21,19.18,5.4,5.62,5.36,2,1,46,19,20,85,5,2,2,1,12,1,23,25,44,63,6,12,293,75,18,8,43,14,8,1.32,1.94,2.41,0,1,1,83.32,65,63.87,5,0.68,0.43,1.85,4.48,4.48,4.39,782,117,170,133,362,137,122,134,389,293,268,161001,12,6,3,25,234.97,19.27,18.78,19.04,18.56,233,95,105,433,13,10,1,249,61,18,6.91,7.62,4.74,6,4,3,423.07,328,321.59,3.1,2.54,2.81,19.56,19.32,19.01,331.6,29.28,27.83,29.5,28.04,328,140,165,633,33,19,6,357,85,26,9.67,10.1,9.51,14,12,7,642.78,468,474.69,5.25,5.28,5.75,28.78,29.05,28.02,125.58,146.68,2488,2741,0,0,0,0,0,0
8474602,2014,Justin Schultz,EDM,D,all,81,109891,2191,34.66,0.52,0.41,0.55,0.45,0.55,0.44,164,133.6,8.95,9.28,32.04,4.25,82.52,55.96,8.7,8.89,8.65,14,11,122,71,108,301,31,6,9,1,42,4,65,67,116,187,6,12,1,41,20,69,163,24,6,4.32,2.75,1.88,4,2,0,297.96,193,191.96,59,2.07,2.75,1.2,9.82,9.8,9.56,2191,343,160,408,1280,217,318,336,1320,1,0,186534,12,12,6,114,1005.67,94.21,90.62,93.82,90.23,1004,392,495,1891,93,63,18,1046,270,80,31.61,31.77,30.83,27,30,36,1866.57,1396,1384.74,15.73,17.88,18.13,91.81,91.42,89.1,824.98,85.64,82.77,86.75,83.87,817,335,393,1545,88,57,13,828,245,79,27.11,31.14,27.38,35,30,23,1578.59,1152,1170.02,11.36,15.09,15.51,81.48,82.5,81.08,110.97,157.43,2541,3085,0,0,0,0,0,0
8474218,2014,Jason Demers,DAL,D,all,81,92952,2183,36.47,0.54,0.52,0.54,0.52,0.53,0.52,320,111.71,5.59,6.76,28.61,3.72,68.56,50.77,5.45,5.56,5.42,8,12,99,65,87,251,25,5,4,1,21,7,61,66,94,159,24,51,0,118,37,49,152,10,2,3.45,1.08,1.06,4,0,1,250.91,164,163.47,37,1.44,1.01,0.46,6.57,6.57,6.41,2183,228,277,310,1368,292,318,319,1254,0,0,202599,51,33,11,85,800.42,73.94,71.89,74.36,72.31,761,360,428,1549,63,57,12,857,195,69,24.19,23.85,25.89,21,19,23,1557.09,1121,1125.45,11.42,12.09,12.77,72.59,73,71.75,705.35,64.1,62.19,63.76,61.85,704,282,354,1340,60,46,9,731,198,57,20.28,23.38,20.45,26,18,16,1323.33,986,976.46,10.52,10.11,11.42,63.2,62.85,61.79,180.53,169.54,3611,3269,0,0,0,0,0,0
8473492,2014,Matt Beleskey,ANA,L,all,65,56462,1213,42.95,0.58,0.5,0.57,0.49,0.57,0.49,441,166.1,13.35,10.99,40.51,5.63,92.24,67.27,12.83,13.53,13.01,5,5,145,85,83,313,32,22,7,4,48,7,67,79,123,208,14,31,8,159,9,32,181,36,13,5.03,4.45,3.87,5,10,7,314.91,230,232.22,15,2.36,1.12,2.29,13.43,13.6,13.36,1213,201,129,211,672,197,165,182,669,8,11,182202,31,29,13,25,539.68,42.06,40.75,42.14,40.83,504,250,258,1012,53,35,9,594,130,30,16.06,16.09,9.91,15,25,13,1010.39,754,754.96,8.23,5.32,5.32,44.97,45.13,44.29,399.22,30.91,30.22,30.92,30.25,400,163,187,750,35,24,7,439,103,21,12.13,12.26,6.51,11,16,8,749.64,563,563.32,5.46,5.4,5.78,30.58,30.69,30.37,130.28,132.73,2742,2872,0,0,0,0,0,0
8474519,2014,Jack Hillen,CAR,D,all,38,29322,679,5.15,0.45,0.53,0.48,0.51,0.47,0.52,220,24.09,0.89,1.25,7.1,0.83,13.75,11.19,0.88,0.9,0.88,1,4,24,11,36,71,5,0,1,0,9,2,12,11,24,35,5,10,0,38,6,9,34,1,0,0.77,0.12,0,0,0,0,71.09,35,35.23,8,0.25,0.12,0.03,1.11,1.12,1.1,679,89,43,77,470,106,114,66,393,0,0,109477,10,6,3,53,213.79,15.97,15.68,16.17,15.87,215,86,132,433,16,11,2,239,56,6,6.97,6.89,2.12,5,9,2,435,301,304.24,2.83,2.28,2.28,16.52,16.69,16.55,241.51,19.57,18.76,19.47,18.65,247,87,135,469,17,12,5,253,64,17,7.32,7.46,4.79,6,6,5,465.6,334,330.94,3.2,3.46,3.46,19.32,19.18,18.86,89.65,79.86,1801,1712,0,0,0,0,0,0
