name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Marc Staal,FLA,D,all,82,89513,15,3
Egor Zamula,PHI,D,all,14,11244,4,0
Jonas Siegenthaler,NJD,D,all,80,96739,21,4
Evgeny Svechnikov,SJS,L,all,59,38047,14,8
Dakota Mermis,MIN,D,all,2,1735,0,0
Justin Braun,PHI,D,all,51,45847,2,0
Blake Coleman,CGY,C,all,82,74799,38,18
Rem Pitlick,MTL,C,all,46,35666,15,6
John Hayden,SEA,C,all,7,3323,2,2
Brayden McNabb,VGK,D,all,82,97631,17,1
Zac Jones,NYR,D,all,16,14986,2,1
Ondrej Palat,NJD,L,all,49,45674,23,8
Nicolas Roy,VGK,C,all,65,63564,30,14
Pavel Buchnevich,STL,L,all,63,73532,67,26
Elias Lindholm,CGY,C,all,80,89527,64,22
Sam Poulin,PIT,R,all,3,1794,1,0
Alex Galchenyuk,COL,C,all,11,4691,0,0
Troy Stecher,CGY,D,all,81,79554,14,3
Bryan Rust,PIT,R,all,81,86992,46,20
Reilly Smith,VGK,R,all,78,79418,56,26
Sammy Blais,STL,L,all,71,50258,25,9
John Carlson,WSH,D,all,40,56135,29,9
CJ Suess,SJS,L,all,1,350,0,0
Jarred Tinordi,CHI,D,all,44,43448,8,2
Valeri Nichushkin,COL,R,all,53,64462,47,17
Lawson Crouse,ARI,L,all,77,82035,45,24
Rickard Rakell,PIT,R,all,82,90714,60,28
Arber Xhekaj,MTL,D,all,51,46728,13,5
Erik Cernak,TBL,D,all,70,80809,16,2
Ian Mitchell,CHI,D,all,35,33262,8,1
Matthew Phillips,CGY,C,all,2,1084,0,0
Mattias Ekholm,EDM,D,all,78,100481,32,9
Casey Mittelstadt,BUF,C,all,82,77383,59,15
Connor Dewar,MIN,C,all,81,53275,18,6
Brett Howden,VGK,C,all,54,42311,13,6
Nick Leddy,STL,D,all,78,98864,23,2
Ryan McLeod,EDM,C,all,57,48515,23,11
Brendan Smith,NJD,D,all,60,55992,5,0
Ryan McDonagh,NSH,D,all,71,91714,20,2
Fabian Zetterlund,SJS,L,all,67,53293,23,6
Vincent Desharnais,EDM,D,all,36,29259,5,0
Vince Dunn,SEA,D,all,81,115033,64,14
Nikita Nesterenko,ANA,C,all,9,7176,1,1
Brent Burns,CAR,D,all,82,114219,61,18
Jack McBain,ARI,C,all,82,68787,26,12
Oliver Wahlstrom,NYI,R,all,35,25548,16,7
Roman Josi,NSH,D,all,67,101172,59,18
William Eklund,SJS,L,all,8,9522,3,2
Ethan Bear,VAN,D,all,61,67809,16,3
Derick Brassard,OTT,C,all,62,45311,23,13
Darren Helm,COL,C,all,11,5944,0,0
Matt Luff,DET,R,all,19,11260,4,2
Nick Bjugstad,EDM,C,all,78,75818,29,17
Quinton Byfield,LAK,C,all,53,44723,22,3
Mikael Backlund,CGY,C,all,82,89362,56,19
Chris Wideman,MTL,D,all,46,37293,6,0
Joel Armia,MTL,R,all,43,38561,14,7
Tyler Motte,NYR,C,all,62,46770,19,8
Yegor Sharangovich,NJD,C,all,75,64882,30,13
Aatu Raty,VAN,C,all,15,7542,3,2
Brock Boeser,VAN,R,all,74,76552,55,18
Benoit-Olivier Groulx,ANA,C,all,2,1961,0,0
Cole McWard,VAN,D,all,5,4264,1,1
Erik Gudbranson,CBJ,D,all,70,89456,13,1
Travis Sanheim,PHI,D,all,81,99157,23,7
Ronnie Attard,PHI,D,all,2,2009,0,0
Thomas Chabot,OTT,D,all,68,101887,41,11
Jamie Oleksiak,SEA,D,all,75,86631,25,9
Kris Letang,PIT,D,all,64,95453,41,12
Wayne Simmonds,TOR,R,all,18,8045,2,0
Brandon Tanev,SEA,L,all,82,69963,35,16
Alexander Holtz,NJD,R,all,19,11709,4,3
Nick Ritchie,CGY,L,all,74,60154,26,13
K'Andre Miller,NYR,D,all,79,104053,43,9
Andreas Athanasiou,CHI,C,all,81,77777,40,20
Parker Kelly,OTT,L,all,55,34677,4,1
Marcus Pettersson,PIT,D,all,68,83982,24,1
Mika Zibanejad,NYR,C,all,82,98214,91,39
Axel Jonsson-Fjallby,WPG,L,all,50,31368,14,6
William Karlsson,VGK,C,all,82,85947,53,14
Nic Dowd,WSH,C,all,65,52070,25,13
Tanner Laczynski,PHI,C,all,32,18285,4,2
Josh Brown,ARI,D,all,68,64311,7,4
Michael McLeod,NJD,C,all,80,58808,26,4
Ryan Donato,SEA,C,all,71,47943,27,14
Ridly Greig,OTT,C,all,20,15482,9,2
Parker Wotherspoon,NYI,D,all,12,9595,1,0
Joseph Cramarossa,MIN,C,all,4,1871,1,1
Brandon Saad,STL,L,all,71,70950,37,19
Gabriel Fortier,TBL,L,all,1,505,0,0
Brad Marchand,BOS,L,all,73,81153,67,21
Nils Aman,VAN,C,all,68,51825,16,4
Jason Dickinson,CHI,C,all,78,74594,30,9
Jan Rutta,PIT,D,all,56,57524,9,3
Lassi Thomson,OTT,D,all,2,1307,0,0
Jacob Bryson,BUF,D,all,59,51635,9,1
Aliaksei Protas,WSH,C,all,58,40081,15,4
Nathan Beaulieu,ANA,D,all,52,47528,4,0
Adrian Kempe,LAK,R,all,82,92289,67,41
Paul Stastny,CAR,C,all,73,51991,22,9
Cody Glass,NSH,C,all,72,63794,35,14
Beck Malenstyn,WSH,L,all,9,5353,2,1
Roope Hintz,DAL,C,all,73,76903,75,37
Nick Schmaltz,ARI,C,all,63,74501,58,22
Max Domi,DAL,C,all,80,85300,56,20
Jesper Bratt,NJD,L,all,82,85448,73,32
Connor Murphy,CHI,D,all,80,93072,13,7
Kirill Kaprizov,MIN,L,all,67,84873,75,40
Alex Nylander,PIT,L,all,9,6646,2,1
Kyle Criscuolo,SJS,C,all,1,794,1,1
Aleksander Barkov,FLA,C,all,68,86595,78,23
Connor Mackey,ARI,D,all,30,25285,7,3
Libor Hajek,NYR,D,all,16,12729,1,1
Justin Faulk,STL,D,all,82,115016,50,11
Noah Juulsen,VAN,D,all,12,10775,0,0
Henri Jokiharju,BUF,D,all,60,75688,13,3
Mattias Samuelsson,BUF,D,all,55,73181,10,2
Quinn Hughes,VAN,D,all,78,120094,76,7
Artemi Panarin,NYR,L,all,82,96470,92,29
Nick Swaney,MIN,R,all,1,573,0,0
Jordan Oesterle,DET,D,all,52,48846,11,2
Dan Renouf,BOS,D,all,1,694,0,0
MacKenzie Weegar,CGY,D,all,81,102539,31,4
Michael Stone,CGY,D,all,48,38342,11,6
Alex Newhook,COL,C,all,82,68649,30,14
Travis Hamonic,OTT,D,all,75,83521,21,6
Tony DeAngelo,PHI,D,all,70,92646,42,11
Pierre-Edouard Bellemare,TBL,L,all,73,49419,13,4
Sean Kuraly,CBJ,C,all,71,64213,20,11
Patric Hornqvist,FLA,R,all,22,12233,3,1
Marcus Foligno,MIN,L,all,65,58464,21,7
Kristian Reichel,WPG,C,all,2,1267,1,0
Brett Leason,ANA,R,all,54,35290,9,6
Drew Doughty,LAK,D,all,81,127473,52,9
Drake Batherson,OTT,R,all,82,91542,62,22
Trevor Moore,LAK,L,all,59,60139,29,10
Kailer Yamamoto,EDM,R,all,58,57692,25,10
Filip Zadina,DET,R,all,30,23574,7,3
Matt Kiersted,FLA,D,all,20,11813,4,1
Brandon Hagel,TBL,L,all,81,90624,64,30
Cole Smith,NSH,L,all,69,52754,17,4
Colin Miller,DAL,D,all,79,79500,21,6
Matt Nieto,COL,L,all,81,65730,24,12
Tyler Tucker,STL,D,all,26,22841,4,1
Calle Rosen,STL,D,all,49,45868,18,8
Adam Lowry,WPG,C,all,82,76985,36,13
Conor Garland,VAN,R,all,81,73453,46,17
Jaret Anderson-Dolan,LAK,C,all,46,29304,12,7
Boone Jenner,CBJ,C,all,68,82446,45,26
Anthony Cirelli,TBL,C,all,58,57632,29,11
Tyson Jost,BUF,C,all,71,56418,25,7
Kiefer Sherwood,NSH,L,all,32,26096,13,7
Owen Power,BUF,D,all,79,112820,35,4
Nikita Kucherov,TBL,R,all,82,99051,113,30
A.J. Greer,BOS,L,all,61,33339,12,5
Lucas Johansen,WSH,D,all,2,1519,0,0
Steven Lorentz,SJS,C,all,80,56800,19,10
Connor Clifton,BOS,D,all,78,83565,23,5
Ville Heinola,WPG,D,all,10,7960,1,0
Saku Maenalanen,WPG,R,all,64,39675,10,4
Rasmus Dahlin,BUF,D,all,78,120724,73,15
Noah Dobson,NYI,D,all,78,95389,49,13
David Jiricek,CBJ,D,all,4,4336,0,0
Logan Brown,STL,C,all,30,18726,6,2
Shayne Gostisbehere,CAR,D,all,75,93675,41,13
Lias Andersson,LAK,C,all,1,517,0,0
Cody Ceci,EDM,D,all,80,96645,15,1
Christian Fischer,ARI,R,all,80,71255,27,13
Adam Pelech,NYI,D,all,61,79246,21,6
Caleb Jones,CHI,D,all,80,94512,18,4
Brandon Carlo,BOS,D,all,75,84738,16,3
Steven Santini,STL,D,all,4,3002,1,0
Kyle Capobianco,WPG,D,all,14,10354,2,2
Alex Barr-Boulet,TBL,C,all,1,601,0,0
Nick Abruzzese,TOR,C,all,2,1077,2,0
Billy Sweezey,CBJ,D,all,9,9240,1,0
Filip Chytil,NYR,C,all,74,65196,45,22
Zach Aston-Reese,TOR,C,all,77,50486,14,10
Robert Hagg,DET,D,all,38,35387,7,2
Travis Konecny,PHI,R,all,60,72419,61,31
Jujhar Khaira,CHI,L,all,51,42469,14,6
Nick Cousins,FLA,C,all,79,52261,27,9
Pontus Holmberg,TOR,R,all,37,23132,13,5
Tomas Nosek,BOS,L,all,66,49708,18,7
Steven Stamkos,TBL,C,all,81,92441,84,34
Connor Brown,WSH,R,all,4,4024,0,0
Alexis Lafrenire,NYR,L,all,81,73967,39,16
Mikhail Maltsev,COL,L,all,5,1979,0,0
Semyon Der-Arguchintsev,TOR,C,all,1,436,0,0
Jesper Fast,CAR,R,all,80,70711,29,10
Radek Faksa,DAL,C,all,81,66682,20,11
Olle Lycksell,PHI,R,all,8,5069,1,0
Pat Maroon,TBL,L,all,80,49655,14,5
Nick Foligno,BOS,L,all,60,44518,26,10
Marian Studenic,DAL,L,all,1,492,0,0
Jon Merrill,MIN,D,all,73,66337,12,2
Zach Whitecloud,VGK,D,all,59,60575,12,5
Michael McCarron,NSH,R,all,32,20241,4,2
Vladislav Namestnikov,WPG,C,all,77,58324,25,8
Filip Kral,TOR,D,all,2,1195,0,0
Brayden Pachal,VGK,D,all,10,9972,2,0
Jackson Cates,PHI,C,all,5,2693,0,0
Tanner Pearson,VAN,L,all,14,11335,5,1
Nicklas Backstrom,WSH,C,all,39,39495,21,7
Luke Evangelista,NSH,R,all,24,23865,15,7
Morgan Rielly,TOR,D,all,65,84646,41,4
William Carrier,VGK,L,all,56,42286,25,16
Sam Steel,MIN,C,all,65,58347,28,10
Justin Schultz,SEA,D,all,73,77918,34,7
Brock McGinn,ANA,L,all,75,58653,19,12
Sheldon Dries,VAN,C,all,63,43587,17,11
Dmitry Kulikov,PIT,D,all,67,78286,16,3
Philip Tomasino,NSH,C,all,31,29005,18,5
Colton Parayko,STL,D,all,79,109033,27,4
Chris Wagner,BOS,R,all,1,756,0,0
Max Pacioretty,CAR,L,all,5,4093,3,3
Nathan Bastian,NJD,R,all,43,32084,15,6
Jesse Puljujarvi,CAR,R,all,75,55043,16,5
Nick Bonino,PIT,C,all,62,59204,19,10
Jeff Petry,PIT,D,all,61,81776,31,5
Mike Matheson,MTL,D,all,48,70421,34,8
Christian Dvorak,MTL,C,all,64,64745,28,10
Alexander Romanov,NYI,D,all,76,88690,22,2
Jack Johnson,COL,D,all,83,95333,8,2
Jonathan Marchessault,VGK,R,all,76,78160,57,28
Derek Grant,ANA,C,all,46,40974,18,5
Trevor van Riemsdyk,WSH,D,all,75,85794,23,7
Mathieu Joseph,OTT,R,all,56,47122,18,3
Evgenii Dadonov,DAL,R,all,73,64491,33,7
Cole Koepke,TBL,L,all,17,9283,1,1
Roland McKeown,NSH,D,all,6,4672,0,0
Andreas Johnsson,SJS,L,all,13,10502,3,0
Esa Lindell,DAL,D,all,82,97991,24,8
Nick Cicek,SJS,D,all,16,13840,4,0
Alex DeBrincat,OTT,R,all,82,93511,66,27
Alex Belzile,MTL,R,all,31,22569,14,6
Nils Lundkvist,DAL,D,all,60,58712,16,6
Paul Cotter,VGK,C,all,55,42329,18,13
Brayden Schenn,STL,C,all,82,90672,65,21
Casey Fitzgerald,FLA,D,all,27,19304,3,0
Kurtis MacDermid,COL,D,all,44,21997,6,1
Stefan Noesen,CAR,R,all,78,57716,36,13
Brad Hunt,COL,D,all,47,31624,10,4
Ian Cole,TBL,D,all,78,90728,17,3
Jake Walman,DET,D,all,63,74536,18,9
Radim Simek,SJS,D,all,44,38606,3,1
Zack MacEwen,LAK,C,all,56,38889,10,4
Kyle Burroughs,VAN,D,all,48,50006,5,2
Nick Holden,OTT,D,all,65,65158,16,2
Samuel Walker,MIN,C,all,9,5724,2,1
Jacob Bernard-Docker,OTT,D,all,19,18259,1,0
Dryden Hunt,TOR,L,all,37,17923,3,3
Josh Leivo,STL,L,all,51,36387,16,4
Joe Pavelski,DAL,C,all,82,87196,77,28
Matias Maccelli,ARI,L,all,64,60217,49,11
Mac Hollowell,TOR,D,all,6,4657,2,0
Casey Cizikas,NYI,C,all,81,70647,21,6
Kevin Stenlund,WPG,C,all,54,37730,9,6
Travis Dermott,VAN,D,all,11,9075,1,1
Vincent Trocheck,NYR,C,all,82,95034,64,22
Brett Kulak,EDM,D,all,82,86146,20,3
Wade Allison,PHI,R,all,60,46421,15,9
Alex Vlasic,CHI,D,all,6,7069,1,0
Will Borgen,SEA,D,all,82,80490,20,3
Luke Schenn,TOR,D,all,70,68690,22,4
Shane Bowers,COL,C,all,1,106,0,0
Max Comtois,ANA,L,all,64,53032,19,9
Rasmus Sandin,WSH,D,all,71,82331,35,7
Tyler Myers,VAN,D,all,78,97842,17,1
Brian Dumoulin,PIT,D,all,82,101553,25,1
Dominic Toninato,WPG,C,all,5,2378,1,0
Dennis Cholowski,NYI,D,all,2,1533,0,0
Bokondji Imama,ARI,L,all,5,2245,0,0
Nicolas Deslauriers,PHI,L,all,80,48452,12,6
Scott Laughton,PHI,C,all,78,85574,43,18
Nick DeSimone,CGY,D,all,4,2700,0,0
Robert Thomas,STL,C,all,73,84724,65,18
Ty Smith,PIT,D,all,9,10909,4,1
David Krejci,BOS,C,all,70,72217,56,16
Glenn Gawdin,ANA,C,all,3,1727,0,0
Evan Bouchard,EDM,D,all,82,91101,40,8
Mike Hoffman,MTL,L,all,67,63008,34,14
Alex Turcotte,LAK,C,all,4,1674,0,0
Oliver Bjorkstrand,SEA,R,all,81,75930,45,20
Nick Perbix,TBL,D,all,69,63741,20,5
Urho Vaakanainen,ANA,D,all,23,22712,2,0
Jesper Boqvist,NJD,C,all,70,48744,21,10
Austin Czarnik,DET,C,all,29,19440,5,3
Adam Boqvist,CBJ,D,all,46,51428,24,5
Phil Kessel,VGK,R,all,82,63019,36,14
Michael Kesselring,ARI,D,all,9,9231,3,0
Filip Hallander,PIT,C,all,2,1196,0,0
Marc-Edouard Vlasic,SJS,D,all,78,81762,18,1
Sam Carrick,ANA,C,all,52,32964,7,3
Joey Anderson,CHI,R,all,38,26670,9,6
Akito Hirose,VAN,D,all,7,7335,3,0
Jamie Drysdale,ANA,D,all,8,8458,0,0
Dylan Larkin,DET,C,all,80,93867,79,32
Anton Levtchi,FLA,L,all,2,1149,0,0
Adam Fox,NYR,D,all,82,119938,72,12
Taylor Fedun,PIT,D,all,4,2656,0,0
Jake Evans,MTL,C,all,54,46948,19,2
William Nylander,TOR,R,all,82,91227,87,40
Fredrik Karlstrom,DAL,C,all,5,2867,0,0
Yanni Gourde,SEA,C,all,81,83273,48,14
Juraj Slafkovsky,MTL,L,all,39,28584,10,4
Adam Beckman,MIN,L,all,9,5773,0,0
Samuel Girard,COL,D,all,76,98017,37,6
Kevin Fiala,LAK,L,all,69,72844,72,23
Jake Neighbours,STL,L,all,43,32063,10,6
Joel Edmundson,MTL,D,all,61,71610,13,2
Hampus Lindholm,BOS,D,all,80,111297,53,10
Tyler Bertuzzi,BOS,L,all,50,49465,30,8
Justin Barron,MTL,D,all,39,38150,15,4
Frank Vatrano,ANA,R,all,81,81058,41,22
Egor Sokolov,OTT,L,all,5,2112,2,1
William Lockwood,VAN,R,all,13,8016,1,0
Ryan Graves,NJD,D,all,78,93356,26,8
Zach Werenski,CBJ,D,all,13,18405,8,3
Hayden Hodgson,PHI,R,all,1,286,0,0
Radim Zohorna,TOR,L,all,10,5145,1,1
Victor Soderstrom,ARI,D,all,30,29109,9,0
Mikey Anderson,LAK,D,all,77,100069,20,5
Andre Burakovsky,SEA,L,all,49,48668,39,13
Denis Malgin,COL,C,all,65,42586,21,13
Charlie Coyle,BOS,C,all,82,83573,45,16
Lukas Reichel,CHI,L,all,23,22586,15,7
Tyler Benson,EDM,L,all,2,754,0,0
Elias Pettersson,VAN,C,all,80,98663,102,39
Dylan Holloway,EDM,L,all,51,29331,9,3
Liam Foudy,CBJ,C,all,62,45141,14,7
Jonatan Berggren,DET,R,all,67,54108,28,15
Mathieu Olivier,CBJ,R,all,66,46056,15,5
Timothy Liljegren,TOR,D,all,67,71992,18,6
Bo Horvat,NYI,C,all,79,97900,70,38
Dante Fabbro,NSH,D,all,79,82701,11,2
Spencer Stastney,NSH,D,all,8,8453,2,0
Miles Wood,NJD,L,all,76,55208,27,13
Nikolai Knyzhov,SJS,D,all,12,11624,1,1
Riley Tufte,DAL,L,all,3,1432,0,0
Marcus Bjork,CBJ,D,all,33,35942,11,3
Tim Berni,CBJ,D,all,59,60054,3,1
Riley Stillman,BUF,D,all,50,43928,8,1
Frederick Gaudreau,MIN,C,all,82,78931,38,19
Colin White,FLA,C,all,68,39312,15,8
Garnet Hathaway,BOS,R,all,84,59448,22,13
Alex Chiasson,DET,R,all,20,14487,9,6
Drew O'Connor,PIT,L,all,46,27091,11,5
Elmer Soderblom,DET,L,all,21,15212,8,5
Warren Foegele,EDM,L,all,67,51061,28,13
David Savard,MTL,D,all,62,83280,20,3
Filip Forsberg,NSH,L,all,50,52416,42,19
Mark Friedman,PIT,D,all,23,19941,3,1
Jonathan Huberdeau,CGY,C,all,79,79936,55,15
Jordan Staal,CAR,C,all,81,79063,34,17
Andrew Mangiapane,CGY,L,all,82,82763,43,17
Isaak Phillips,CHI,D,all,16,14842,5,1
Pavel Dorofeyev,VGK,L,all,18,15369,9,7
Jacob Peterson,SJS,C,all,12,12556,8,2
Brock Faber,MIN,D,all,2,2408,0,0
Jean-Sebastien Dea,ARI,C,all,4,2268,0,0
Anthony Duclair,FLA,L,all,20,17822,9,2
Michael Pezzetta,MTL,L,all,63,35239,15,7
Alexey Toropchenko,STL,R,all,69,49996,19,10
William Dufour,NYI,R,all,1,408,0,0
Alex Steeves,TOR,C,all,3,1412,0,0
Ryan Strome,ANA,C,all,82,83835,41,15
Devon Toews,COL,D,all,80,120510,50,7
Damon Severson,NJD,D,all,81,96981,33,7
Tomas Tatar,NJD,L,all,82,74376,48,20
Sam Reinhart,FLA,C,all,82,97323,67,31
Colin Blackwell,CHI,C,all,53,37527,10,2
Mike Reilly,BOS,D,all,10,10041,1,0
Ryan Hartman,MIN,R,all,59,57695,37,15
Ryan Lomberg,FLA,L,all,82,55640,20,12
Brett Pesce,CAR,D,all,82,108287,30,5
Mark Jankowski,NSH,C,all,50,37319,12,7
Lukas Rousek,BUF,R,all,2,1357,2,1
MacKenzie Entwistle,CHI,R,all,66,47191,10,4
Michael Carcone,ARI,L,all,9,6828,3,2
Kevin Rooney,CGY,C,all,17,9040,1,0
Adam Raska,SJS,R,all,3,2145,0,0
Luke Glendening,DAL,C,all,70,50662,6,3
Josh Morrissey,WPG,D,all,78,113402,76,16
Taylor Hall,BOS,L,all,61,58301,36,16
Henrik Borgstrom,WSH,C,all,1,490,0,0
Sean Durzi,LAK,D,all,72,85473,38,9
Martin Kaut,SJS,R,all,36,22467,8,4
Josh Anderson,MTL,R,all,69,70214,32,21
Erik Gustafsson,TOR,D,all,70,83046,42,7
Brady Skjei,CAR,D,all,81,105989,38,18
Corey Perry,TBL,R,all,81,56193,25,12
Conor Sheary,WSH,L,all,82,77566,37,15
Michael Eyssimont,TBL,C,all,54,39702,15,5
Morgan Geekie,SEA,C,all,69,43284,28,9
Kirill Marchenko,CBJ,R,all,59,57310,25,21
Matt Boldy,MIN,L,all,81,89909,63,31
Shane Wright,SEA,C,all,8,4072,2,1
Kevin Gravel,NSH,D,all,23,19691,1,0
Bobby McMann,TOR,C,all,10,6343,1,0
Brett Seney,CHI,L,all,7,5514,1,1
Klim Kostin,EDM,C,all,57,34403,21,11
Ondrej Kase,CAR,R,all,1,662,0,0
Kieffer Bellows,PHI,L,all,28,16280,3,3
Evgeny Kuznetsov,WSH,C,all,81,87769,55,12
Scott Mayfield,NYI,D,all,82,103462,24,6
Dillon Dube,CGY,C,all,82,74592,45,18
Josh Bailey,NYI,R,all,64,58132,25,8
Alex Wennberg,SEA,C,all,82,91972,38,13
Buddy Robinson,CHI,R,all,9,6358,3,1
Logan O'Connor,COL,R,all,82,69886,26,9
Kaedan Korczak,VGK,D,all,10,10541,2,0
Jesse Ylonen,MTL,R,all,37,29852,16,6
