name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Dylan Cozens,BUF,C,all,81,80175,68,31
Josh Norris,OTT,C,all,8,8634,3,2
Lucas Condotta,MTL,C,all,1,662,1,1
Cole Perfetti,WPG,C,all,51,45806,30,8
Boris Katchouk,CHI,L,all,58,42072,16,5
Ilya Mikheyev,VAN,R,all,46,46678,28,13
Scott Harrington,ANA,D,all,45,44383,11,4
Mitchell Marner,TOR,R,all,80,102126,99,30
Braden Schneider,NYR,D,all,81,76408,18,5
Mikko Rantanen,COL,R,all,82,109343,105,55
Jansen Harkins,WPG,C,all,22,14282,5,3
Joel Hanley,DAL,D,all,26,18154,2,0
Matthew Knies,TOR,L,all,3,2360,1,0
Matthew Tkachuk,FLA,L,all,79,96866,109,40
Evgeni Malkin,PIT,C,all,82,91416,83,27
Artturi Lehkonen,COL,L,all,64,78537,51,21
Johnny Gaudreau,CBJ,L,all,80,93207,74,21
Egor Afanasyev,NSH,L,all,17,11065,1,1
Gavin Bayreuther,CBJ,D,all,51,48798,14,2
Jordan Gross,NSH,D,all,15,16902,3,3
Anton Stralman,BOS,D,all,8,7378,0,0
Jordie Benn,TOR,D,all,12,11377,2,1
Anthony Richard,MTL,C,all,13,7768,5,3
Robert Bortuzzo,STL,D,all,43,32422,5,2
Mark Scheifele,WPG,C,all,81,99527,68,42
Dougie Hamilton,NJD,D,all,82,107130,74,22
Tucker Poolman,VAN,D,all,3,2513,1,0
Kyle Connor,WPG,L,all,82,101004,80,31
Dylan Coghlan,CAR,D,all,17,12975,3,0
Nick Jensen,WSH,D,all,77,95249,29,5
Brenden Dillon,WPG,D,all,82,96375,23,2
Justin Richards,CBJ,C,all,2,1295,1,0
Chris Tierney,MTL,C,all,36,23464,10,3
Jake Leschyshyn,NYR,C,all,35,19170,0,0
Leon Draisaitl,EDM,C,all,80,104323,128,52
Maxence Guenette,OTT,D,all,1,527,0,0
Oliver Ekman-Larsson,VAN,D,all,54,65370,22,2
Phillip Danault,LAK,C,all,82,90159,54,18
Andy Andreoff,NYI,C,all,3,1323,1,0
Stanislav Svozil,CBJ,D,all,2,2414,1,0
Alexander Kerfoot,TOR,C,all,82,71925,32,10
Steven Fogarty,MIN,C,all,2,1238,0,0
Phillip Di Giuseppe,VAN,L,all,30,26228,12,6
Ryan Murray,EDM,D,all,13,10237,3,0
Victor Olofsson,BUF,L,all,75,64598,40,28
Mason Marchment,DAL,L,all,68,64079,31,12
Nikolaj Ehlers,WPG,L,all,45,42250,38,12
Carter Verhaeghe,FLA,C,all,81,85060,73,42
Ryan O'Reilly,TOR,C,all,53,57046,30,16
Jack Drury,CAR,C,all,38,24590,8,2
Adam Ruzicka,CGY,C,all,44,30560,20,6
Reese Johnson,CHI,C,all,54,35691,6,4
Justin Kirkland,ANA,C,all,7,3030,0,0
Damien Giroux,MIN,C,all,1,837,1,0
Eric Staal,FLA,C,all,72,61504,29,14
Niko Mikkola,NYR,D,all,81,84715,6,1
David Kampf,TOR,C,all,82,75313,27,7
Kyle Palmieri,NYI,C,all,55,56425,33,16
Ryan Carpenter,NYR,C,all,22,12113,3,1
Erik Karlsson,SJS,D,all,82,126026,101,25
Victor Mete,TOR,D,all,11,8628,2,0
Carson Soucy,SEA,D,all,78,76246,16,3
Jacob Trouba,NYR,D,all,82,104283,30,8
Brayden Point,TBL,C,all,82,96775,95,51
Philipp Kurashev,CHI,C,all,70,73166,25,9
Jason Zucker,PIT,L,all,78,73270,48,27
Matt Dumba,MIN,D,all,79,100856,14,4
Zach Bogosian,TBL,D,all,46,41331,5,1
Johnathan Kovacevic,MTL,D,all,77,80478,15,3
Rudolfs Balcers,TBL,L,all,17,10409,5,3
Yakov Trenin,NSH,C,all,77,69978,24,12
Wyatt Johnston,DAL,C,all,82,76170,41,24
Nicolas Hague,VGK,D,all,81,87922,17,3
Dakota Joshua,VAN,C,all,79,54612,23,11
Mason McTavish,ANA,C,all,80,73797,43,17
Drake Caggiula,PIT,C,all,4,1584,0,0
Marc McLaughlin,BOS,C,all,2,1207,0,0
Andrew Copp,DET,C,all,82,89323,42,9
Jakub Vrana,STL,L,all,25,21825,16,11
Gustav Lindstrom,DET,D,all,36,30606,8,1
Sean Farrell,MTL,C,all,6,4994,1,1
Joe Snively,WSH,C,all,12,9069,4,2
Justin Holl,TOR,D,all,80,97159,18,2
Tage Thompson,BUF,C,all,78,87002,94,47
Ryan Nugent-Hopkins,EDM,C,all,82,97422,104,37
James van Riemsdyk,PHI,L,all,61,56195,29,12
Jacob Larsson,OTT,D,all,7,5027,0,0
Viktor Arvidsson,LAK,R,all,77,78984,59,26
Claude Giroux,OTT,R,all,82,92476,79,35
Matty Beniers,SEA,C,all,80,82042,57,24
Dmitry Orlov,BOS,D,all,66,89280,36,7
Philip Broberg,EDM,D,all,46,34786,8,1
Oskar Sundqvist,MIN,C,all,67,55738,28,10
Charlie McAvoy,BOS,D,all,67,89658,52,7
Arthur Kaliyev,LAK,R,all,56,39237,28,13
Michael Amadio,VGK,R,all,67,49094,27,16
Daniil Miromanov,VGK,D,all,14,14309,6,2
Dylan Samberg,WPG,D,all,63,56420,8,2
Zack Kassian,ARI,R,all,51,28020,2,2
Jared Spurgeon,MIN,D,all,79,103389,34,11
Rourke Chartier,OTT,C,all,6,3721,0,0
Joel Kiviranta,DAL,L,all,70,51048,9,8
Sheldon Rempal,VGK,R,all,1,464,0,0
Noah Hanifin,CGY,D,all,81,110039,38,7
Kevin Shattenkirk,ANA,D,all,75,86865,27,4
Zac Dalpe,FLA,C,all,14,7057,4,2
Christian Wolanin,VAN,D,all,16,15126,3,0
Jonah Gadjovich,SJS,L,all,35,18882,7,3
Anton Lundell,FLA,C,all,73,71703,33,12
Hudson Fasching,NYI,R,all,49,36699,19,10
Jake Muzzin,TOR,D,all,4,4011,1,0
Andrei Kuzmenko,VAN,L,all,81,78935,74,39
Mark Kastelic,OTT,C,all,65,34683,11,7
Troy Terry,ANA,R,all,70,81345,61,23
John Tavares,TOR,C,all,80,84751,80,36
J.T. Miller,VAN,C,all,81,100503,82,32
Darnell Nurse,EDM,D,all,82,115599,43,12
Cole Guttman,CHI,C,all,14,12231,6,4
Sebastian Aho,CAR,C,all,75,87730,67,36
Maxime Lajoie,CAR,D,all,3,1414,0,0
Dennis Gilbert,CGY,D,all,23,16200,4,1
Calen Addison,MIN,D,all,62,59966,29,3
Jonathan Gruden,PIT,C,all,3,959,0,0
Samuel Fagemo,LAK,L,all,9,4240,3,2
Alexander Barabanov,SJS,L,all,68,73657,47,15
Jeremy Lauzon,NSH,D,all,67,67704,12,3
Samuel Knazko,CBJ,D,all,2,1877,0,0
Oskar Steen,BOS,C,all,3,1648,1,1
Jake Livingstone,NSH,D,all,5,4635,1,0
Hugh McGing,STL,L,all,1,577,0,0
Jordan Kyrou,STL,C,all,79,85337,73,37
Jake DeBrusk,BOS,L,all,64,64422,50,27
Marco Scandella,STL,D,all,20,21402,2,1
Yegor Chinakhov,CBJ,R,all,30,23854,13,4
Martin Necas,CAR,C,all,82,90588,71,28
Tyson Foerster,PHI,R,all,8,7952,7,3
Jan Jenik,ARI,R,all,2,709,0,0
Josh Mahura,FLA,D,all,82,69076,16,4
Ben Harpur,NYR,D,all,42,35442,6,1
Tom Wilson,WSH,R,all,33,34882,22,13
Gustav Nyquist,MIN,C,all,51,53916,27,11
Max Willman,PHI,C,all,9,4840,0,0
Barclay Goodrow,NYR,C,all,82,69720,31,11
Aidan McDonough,VAN,L,all,6,3351,1,1
Barrett Hayton,ARI,C,all,82,86089,43,19
Alex Pietrangelo,VGK,D,all,73,105038,54,11
Nick Blankenburg,CBJ,D,all,36,41416,14,4
Jesper Froden,SEA,R,all,14,8397,4,0
Fredrik Olofsson,DAL,L,all,28,17145,4,1
Chris Tanev,CGY,D,all,65,78469,13,1
Marco Kasper,DET,C,all,1,899,0,0
Jakob Chychrun,OTT,D,all,48,65387,33,9
David Pastrnak,BOS,R,all,82,96257,113,61
Alex Tuch,BUF,R,all,74,85044,79,36
Daniel Sprong,SEA,R,all,66,45219,46,21
Auston Matthews,TOR,C,all,74,90036,85,40
Jeffrey Viel,SJS,L,all,4,2201,0,0
Lawrence Pilut,BUF,D,all,17,13052,3,1
Matthew Highmore,STL,C,all,2,1290,0,0
Chandler Stephenson,VGK,C,all,81,92423,65,16
Nicholas Robertson,TOR,L,all,15,9796,5,2
Sampo Ranta,COL,L,all,6,2643,0,0
Derek Stepan,CAR,C,all,73,39773,11,5
Frederic Allard,MTL,D,all,3,2492,0,0
Nathan Walker,STL,L,all,56,34554,10,2
Mario Ferraro,SJS,D,all,72,93326,11,4
Evander Kane,EDM,L,all,41,46010,28,16
Andrew Peeke,CBJ,D,all,80,101985,13,6
Zach Sanford,NSH,L,all,16,12950,3,2
Vitali Kravtsov,VAN,R,all,44,29588,8,4
Erik Brannstrom,OTT,D,all,74,71544,18,2
Keegan Kolesar,VGK,R,all,74,50944,18,8
James Hamblin,EDM,L,all,10,5317,0,0
Tyler Johnson,CHI,C,all,59,57631,32,12
Owen Tippett,PHI,R,all,77,80514,49,27
Gabriel Carlsson,WSH,D,all,6,4954,2,0
Jakub Lauko,BOS,C,all,23,12233,7,4
Aleksi Heponiemi,FLA,C,all,10,5153,3,1
Alex Goligoski,MIN,D,all,46,48760,6,2
Nino Niederreiter,WPG,R,all,78,76222,41,24
Vincent Iorio,WSH,D,all,3,2582,1,0
Pierre-Olivier Joseph,PIT,D,all,75,68621,21,5
Mason Shaw,MIN,C,all,59,39968,17,7
Luke Kunin,SJS,C,all,31,28703,13,5
Brandon Montour,FLA,D,all,80,115806,73,16
Connor McMichael,WSH,C,all,6,3189,0,0
Liam O'Brien,ARI,C,all,56,38394,11,3
Simon Holmstrom,NYI,R,all,50,33292,9,6
Andrew Agozzino,SJS,L,all,4,3929,3,1
Lane Pederson,CBJ,C,all,27,19321,6,3
Filip Roos,CHI,D,all,17,16546,3,1
Sam Lafferty,TOR,C,all,70,61356,27,12
Joe Veleno,DET,C,all,81,62091,20,9
Austin Watson,OTT,L,all,75,46048,11,9
Artem Zub,OTT,D,all,53,64405,10,3
Brendan Lemieux,PHI,L,all,45,27490,9,2
Robin Salo,NYI,D,all,11,7376,4,2
Olli Maatta,DET,D,all,78,87549,23,6
Jacob Moverare,LAK,D,all,2,1796,0,0
Tyce Thompson,NJD,R,all,2,1038,0,0
Nikita Zaitsev,CHI,D,all,46,45440,8,1
Patrik Nemeth,ARI,D,all,75,79969,5,0
Cam Fowler,ANA,D,all,82,118933,48,10
Zach Hyman,EDM,L,all,79,95514,83,36
Kaiden Guhle,MTL,D,all,44,54162,18,4
Nolan Foote,NJD,L,all,6,2598,1,1
J.J. Moser,ARI,D,all,82,103569,31,7
Zach Parise,NYI,L,all,82,79439,34,21
John Leonard,NSH,L,all,6,4154,1,1
Chad Ruhwedel,PIT,D,all,47,41083,5,1
Haydn Fleury,TBL,D,all,29,22259,1,0
Tanner Jeannot,TBL,L,all,76,64994,18,6
Riley Sheahan,BUF,C,all,2,997,0,0
Luke Hughes,NJD,D,all,2,1948,2,1
Dysin Mayo,ARI,D,all,15,10528,0,0
Mattias Janmark,EDM,C,all,66,58069,25,10
Owen Beck,MTL,C,all,1,588,0,0
Jason Robertson,DAL,L,all,82,92687,109,46
Jonny Brodzinski,NYR,C,all,17,9505,2,1
Givani Smith,FLA,R,all,36,15129,4,1
Jalen Chatfield,CAR,D,all,78,66104,14,6
Matt Duchene,NSH,C,all,71,78043,56,22
Teuvo Teravainen,CAR,L,all,68,68988,37,12
Dylan DeMelo,WPG,D,all,75,88024,27,6
Jamie Benn,DAL,L,all,82,77655,78,33
Callahan Burke,COL,C,all,2,1057,0,0
Pavel Zacha,BOS,C,all,82,78995,57,21
Seth Jones,CHI,D,all,65,95255,35,12
Jonas Rondbjerg,VGK,R,all,13,7933,1,0
Justin Danforth,CBJ,R,all,6,4820,3,2
Nic Petan,MIN,C,all,10,6960,3,1
Rafael Harvey-Pinard,MTL,L,all,34,35148,20,14
Dillon Heatherington,OTT,D,all,3,1668,0,0
Thomas Bordeleau,SJS,C,all,8,7312,2,0
T.J. Oshie,WSH,R,all,58,58198,35,19
Jayson Megna,ANA,C,all,55,33014,8,2
Jordan Spence,LAK,D,all,6,5040,1,0
Sidney Crosby,PIT,C,all,82,99106,93,33
Conor Timmins,TOR,D,all,27,24446,14,2
Ryan Pulock,NYI,D,all,82,102853,26,5
Anders Bjork,CHI,L,all,14,11615,8,2
Eetu Luostarinen,FLA,C,all,82,78650,43,17
Cale Makar,COL,D,all,60,94969,66,17
Seth Jarvis,CAR,C,all,82,79721,39,14
Oskar Olausson,COL,R,all,1,422,0,0
Philippe Myers,TBL,D,all,11,7618,3,1
Grigori Denisenko,FLA,L,all,18,10681,3,0
Ryan Lindgren,NYR,D,all,63,71215,18,1
Jack Studnicka,VAN,C,all,48,30513,8,4
Anders Lee,NYI,L,all,82,84737,50,28
Ben Chiarot,DET,D,all,76,93975,19,5
Anthony Mantha,WSH,R,all,67,57158,27,11
Nikita Alexandrov,STL,C,all,28,16486,7,3
Danil Gushchin,SJS,L,all,2,1909,2,1
Connor Carrick,BOS,D,all,1,1014,1,0
Mikael Granlund,PIT,C,all,79,84492,41,10
Kevin Hayes,PHI,C,all,81,85369,54,18
Milan Lucic,CGY,L,all,77,52238,19,7
Eric Robinson,CBJ,L,all,72,60255,24,12
Gustav Olofsson,SEA,D,all,3,2328,0,0
Jimmy Vesey,NYR,L,all,81,66147,25,11
Jakub Voracek,CBJ,R,all,11,10533,6,1
Adam Erne,DET,L,all,61,48974,18,8
Kirby Dach,MTL,C,all,58,64365,38,14
Taro Hirose,DET,L,all,3,1859,0,0
Cole Caufield,MTL,R,all,46,49817,36,26
Jake Bean,CBJ,D,all,14,13191,6,1
Eeli Tolvanen,SEA,R,all,61,53130,31,18
Tyler Toffoli,CGY,R,all,82,81726,73,34
Blake Wheeler,WPG,R,all,72,73631,55,16
Jakob Pelletier,CGY,L,all,24,20426,7,3
J.T. Compher,COL,L,all,82,101060,52,17
Jean-Gabriel Pageau,NYI,C,all,70,73995,40,13
Samuel Bolduc,NYI,D,all,17,14690,3,2
Jake Sanderson,OTT,D,all,77,101272,32,4
Jesperi Kotkaniemi,CAR,C,all,82,72501,43,18
Brad Malone,EDM,C,all,10,4612,0,0
Jake Guentzel,PIT,L,all,78,94143,73,36
Mike Hardman,CHI,L,all,8,4879,0,0
Cole Sillinger,CBJ,C,all,64,51107,11,3
Sean Monahan,MTL,C,all,25,26051,17,6
David Perron,DET,L,all,82,83239,56,24
Ross Colton,TBL,C,all,81,60027,32,16
Nikita Okhotiuk,NJD,D,all,10,7040,1,1
Jack Roslovic,CBJ,C,all,77,75983,44,11
Jared McCann,SEA,L,all,79,77448,70,40
Matt Martin,NYI,L,all,81,54182,19,7
Brandt Clarke,LAK,D,all,9,7367,2,0
Jaden Schwartz,SEA,C,all,71,74223,40,21
Patrick Kane,NYR,R,all,73,84572,57,21
Dylan Guenther,ARI,R,all,33,25962,15,6
Derrick Pouliot,SJS,D,all,8,8134,2,0
Trevor Lewis,CGY,C,all,82,59624,20,9
Alec Regula,CHI,D,all,4,3983,0,0
Denis Gurianov,MTL,R,all,66,52257,17,7
Josh Manson,COL,D,all,27,28654,10,2
Lucas Carlsson,FLA,D,all,2,1211,0,0
Tyson Barrie,NSH,D,all,85,100870,55,13
Nick Seeler,PHI,D,all,77,66942,14,4
Clayton Keller,ARI,R,all,82,102091,86,37
Dylan Strome,WSH,C,all,81,81099,65,23
Torey Krug,STL,D,all,63,70246,32,7
Milos Kelemen,ARI,L,all,14,6451,1,1
Carson Meyer,CBJ,R,all,14,8165,1,0
Jeremy Davies,BUF,D,all,1,513,0,0
Noah Gregor,SJS,C,all,57,44371,17,10
Laurent Dauphin,ARI,C,all,21,13179,1,1
Markus Niemelainen,EDM,D,all,23,13857,0,0
Joel Farabee,PHI,L,all,82,83693,39,15
Patrick Brown,OTT,C,all,61,41642,12,4
TJ Brodie,TOR,D,all,58,73837,14,2
Jaccob Slavin,CAR,D,all,76,100282,27,7
Peyton Krebs,BUF,C,all,74,61434,26,9
Nicolas Aube-Kubel,WSH,R,all,53,36100,12,4
Jake Christiansen,CBJ,D,all,24,21919,4,0
Filip Hronek,VAN,D,all,64,83327,39,9
Andrew Cogliano,COL,C,all,79,59808,19,10
Austin Strand,ANA,D,all,5,3721,0,0
Vasily Podkolzin,VAN,R,all,39,27700,7,4
Mats Zuccarello,MIN,R,all,78,94506,67,22
Teddy Blueger,VGK,C,all,63,48799,16,4
Mark Giordano,TOR,D,all,78,88688,24,4
Jake McCabe,TOR,D,all,76,88806,25,3
Emil Bemstrom,CBJ,R,all,55,39958,22,7
Curtis Lazar,NJD,C,all,49,35074,5,3
Nicholas Paul,TBL,L,all,80,77564,32,17
Guillaume Brisebois,VAN,D,all,17,16870,3,1
Ivan Barbashev,VGK,C,all,82,82440,45,16
Tristen Robins,SJS,C,all,3,2468,0,0
Ty Dellandrea,DAL,C,all,82,69866,28,9
Jeff Carter,PIT,C,all,79,64968,29,13
Colton Sissons,NSH,C,all,82,77871,30,12
Logan Couture,SJS,C,all,82,94127,67,27
Sam Bennett,FLA,C,all,63,65798,40,16
David Gust,CHI,R,all,4,3409,1,1
Jacob Lucchini,OTT,C,all,11,7703,1,1
Nathan MacKinnon,COL,C,all,71,95072,111,42
Jack Quinn,BUF,R,all,75,62312,37,14
Tomas Hertl,SJS,C,all,79,91393,63,22
Jake Middleton,MIN,D,all,79,90246,15,3
Sam Gagner,WPG,C,all,48,35055,14,8
Anze Kopitar,LAK,C,all,82,99887,74,28
Austin Wagner,CHI,L,all,7,5098,2,1
Byron Froese,VGK,C,all,9,5379,2,1
Chris Kreider,NYR,L,all,79,87278,54,36
Mark Borowiecki,NSH,D,all,4,2382,0,0
Kale Clague,BUF,D,all,33,29906,4,0
Mathew Barzal,NYI,C,all,58,65132,51,14
Sonny Milano,WSH,L,all,64,49563,33,11
Andreas Englund,CHI,D,all,47,34154,4,0
Mikhail Sergachev,TBL,D,all,79,112864,64,10
Jordan Greenway,BUF,L,all,62,50238,11,6
Jack Eichel,VGK,C,all,67,75443,66,27
Nico Hischier,NJD,C,all,81,93746,80,31
Shea Theodore,VGK,D,all,55,70729,41,8
Tim Sttzle,OTT,L,all,78,99520,90,39
Brady Tkachuk,OTT,L,all,82,91670,83,35
Tyler Seguin,DAL,C,all,76,75776,50,21
Logan Stanley,WPG,D,all,19,15634,3,1
Cole Bardreau,NYI,C,all,1,397,0,0
Henry Thrun,SJS,D,all,8,9535,2,0
Kyle Clifford,TOR,L,all,2,949,1,0
Nikita Soshnikov,NYI,R,all,3,1789,0,0
Cal Clutterbuck,NYI,R,all,49,35938,12,6
Pius Suter,DET,C,all,79,66653,24,14
Rasmus Kupari,LAK,C,all,66,39976,15,3
Jaycob Megna,SEA,D,all,54,61126,12,1
Nick Suzuki,MTL,C,all,82,103790,66,26
Lucas Raymond,DET,L,all,74,77149,45,17
Noah Cates,PHI,L,all,82,87415,38,13
Hunter McKown,CBJ,C,all,12,8802,2,0
Miro Heiskanen,DAL,D,all,79,120828,73,11
Nazem Kadri,CGY,C,all,82,84667,56,24
Jack Hughes,NJD,C,all,78,93441,99,43
Pierre-Luc Dubois,WPG,L,all,73,80819,63,27
Pavol Regenda,ANA,L,all,14,8855,3,1
Trevor Zegras,ANA,C,all,81,91500,65,23
Walker Duehr,CGY,R,all,27,16518,11,7
Vladislav Gavrikov,LAK,D,all,72,94916,19,6
Lukas Sedlak,PHI,C,all,30,21968,8,3
Martin Fehervary,WSH,D,all,67,80401,16,6
Shane Pinto,OTT,C,all,82,78616,35,20
Jordan Eberle,SEA,R,all,82,82087,63,20
Moritz Seider,DET,D,all,82,113892,42,5
Jakob Silfverberg,ANA,R,all,81,73771,26,10
Evan Rodrigues,COL,C,all,69,73925,39,16
Joona Luoto,CBJ,L,all,7,5235,1,1
Jacob MacDonald,SJS,D,all,58,41897,8,1
Matej Blumel,DAL,R,all,6,3493,1,1
Vladimir Tarasenko,NYR,R,all,69,69553,50,18
Gabriel Vilardi,LAK,R,all,63,58981,41,23
Julien Gauthier,OTT,R,all,57,29530,14,9
Anton Blidh,COL,L,all,14,5527,0,0
Colton White,ANA,D,all,46,40103,6,0
Cale Fleury,SEA,D,all,12,9582,1,0
Dylan Gambrell,OTT,C,all,60,41000,10,4
Josh Dunne,CBJ,C,all,8,4783,0,0
Cam York,PHI,D,all,54,63652,20,2
Charles Hudon,COL,L,all,9,5821,0,0
Brendan Gallagher,MTL,R,all,37,31705,14,8
Juuso Valimaki,ARI,D,all,78,85060,34,4
Jeff Skinner,BUF,L,all,79,82463,82,35
Bowen Byram,COL,D,all,42,55132,24,10
Oskar Lindblom,SJS,L,all,73,46314,15,6
Vinnie Hinostroza,BUF,C,all,26,19657,11,2
Adam Larsson,SEA,D,all,82,116308,33,8
Wyatt Kaiser,CHI,D,all,9,10045,3,0
Rasmus Asplund,NSH,C,all,46,30256,8,2
Ross Johnston,NYI,L,all,16,7486,2,0
Neal Pionk,WPG,D,all,82,107949,33,10
Tyler Pitlick,STL,C,all,61,36877,16,7
Matt Roy,LAK,D,all,82,92377,26,9
