name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Mathieu Joseph,OTT,R,all,69,58780,30,12
Fabian Zetterlund,NJD,L,all,14,11208,8,3
Max Pacioretty,VGK,L,all,39,40666,37,19
Tanner Laczynski,PHI,C,all,1,567,0,0
Ryan Strome,NYR,C,all,74,81365,54,21
Connor Mackey,CGY,D,all,3,2444,1,0
Jeffrey Viel,SJS,L,all,34,17959,5,3
Max Willman,PHI,C,all,41,28958,6,4
Josh Leivo,CAR,L,all,7,3876,3,1
Darren Helm,COL,C,all,68,43049,15,7
Jarred Tinordi,NYR,D,all,7,5427,1,1
Dante Fabbro,NSH,D,all,66,75447,24,3
Dylan Sikura,COL,C,all,5,2987,1,0
Sasha Chmelevski,SJS,C,all,19,15030,8,0
Jaccob Slavin,CAR,D,all,79,111532,42,4
Jake Neighbours,STL,L,all,9,5051,2,1
Daniel Sprong,SEA,R,all,63,49092,20,14
Andreas Athanasiou,LAK,C,all,28,25593,17,11
Sean Day,TBL,D,all,2,1285,0,0
Trey Fix-Wolansky,CBJ,R,all,6,2263,2,1
Noah Gregor,SJS,C,all,63,56457,23,8
Jayson Megna,COL,C,all,20,12366,3,0
Tyler Bertuzzi,DET,L,all,68,81092,62,30
Jacob Bernard-Docker,OTT,D,all,8,7089,1,0
Jakub Voracek,CBJ,R,all,79,82757,62,6
Erik Karlsson,SJS,D,all,50,70411,35,10
Alex Wennberg,SEA,C,all,80,85689,37,11
Kevin Hayes,PHI,C,all,48,51620,31,10
Cam Fowler,ANA,D,all,76,111338,42,9
Matt Tennyson,NSH,D,all,8,6197,3,0
Ian Mitchell,CHI,D,all,8,5727,1,0
Patrice Bergeron,BOS,C,all,73,79585,65,25
Tobias Bjornfot,LAK,D,all,70,70404,8,0
Adam Brooks,WPG,C,all,25,13422,3,2
Caleb Jones,CHI,D,all,66,74210,21,5
Paul Cotter,VGK,C,all,7,3701,2,2
Derek Forbort,BOS,D,all,76,82633,14,4
Evgeni Malkin,PIT,C,all,41,45091,42,20
Bowen Byram,COL,D,all,30,33854,17,5
Jacob MacDonald,COL,D,all,8,4844,0,0
Alex Newhook,COL,C,all,71,57784,33,13
Adam Pelech,NYI,D,all,78,99595,28,3
Brendan Guhle,ANA,D,all,6,5280,0,0
Riley Sheahan,SEA,C,all,69,49865,17,4
Johnathan Kovacevic,WPG,D,all,4,2595,0,0
Marc-Edouard Vlasic,SJS,D,all,75,68469,14,3
Trevor van Riemsdyk,WSH,D,all,72,75462,17,1
Nicholas Paul,TBL,L,all,80,79257,32,16
Filip Chytil,NYR,C,all,67,52964,22,8
Joel Eriksson Ek,MIN,C,all,77,85831,49,26
Sam Lafferty,CHI,C,all,56,45599,13,5
Kurtis MacDermid,COL,D,all,58,25749,5,2
Connor McDavid,EDM,C,all,80,105918,123,44
Nicholas Robertson,TOR,L,all,10,6163,1,1
Corey Perry,TBL,R,all,82,66516,40,19
Chase Pearson,DET,C,all,3,1216,0,0
Marco Scandella,STL,D,all,70,76189,14,3
Conor Garland,VAN,R,all,77,75706,52,19
Reilly Smith,VGK,R,all,56,59753,38,16
Jordan Harris,MTL,D,all,10,9768,1,1
Kurtis Gabriel,CHI,R,all,2,723,0,0
Scott Mayfield,NYI,D,all,61,72381,18,3
Lassi Thomson,OTT,D,all,16,16553,5,0
Derick Brassard,EDM,C,all,46,35627,19,8
Tyler Myers,VAN,D,all,82,108130,18,1
Jakub Vrana,DET,L,all,26,23296,19,13
Matt Kiersted,FLA,D,all,10,8427,2,1
Linus Sandin,PHI,R,all,1,419,0,0
Jake Christiansen,CBJ,D,all,8,4688,1,1
Jonas Brodin,MIN,D,all,73,102662,30,5
Dan Renouf,DET,D,all,4,3361,0,0
Nikita Kucherov,TBL,R,all,47,56352,69,25
Ryan Suter,DAL,D,all,82,116385,32,7
Steven Lorentz,CAR,C,all,67,43772,13,8
Evan Bouchard,EDM,D,all,81,96252,43,12
Isac Lundestrom,ANA,C,all,80,74331,29,16
Taylor Raddysh,CHI,R,all,74,54771,22,11
James Neal,STL,L,all,19,13639,4,2
Austin Watson,OTT,L,all,67,48206,16,10
Maxim Mamin,FLA,C,all,40,28568,14,7
Cedric Paquette,MTL,C,all,24,12759,2,0
Arttu Ruotsalainen,BUF,C,all,18,12840,4,2
Evgeny Svechnikov,WPG,L,all,72,46462,19,7
Gabriel Vilardi,LAK,C,all,25,20271,7,5
Michael Stone,CGY,D,all,11,11522,6,2
Elias Pettersson,VAN,C,all,80,89256,68,32
Will Borgen,SEA,D,all,36,33012,8,2
Valtteri Puustinen,PIT,R,all,1,614,1,0
Alexei Toropchenko,STL,R,all,28,18013,2,2
Mark Pysyk,BUF,D,all,68,72693,12,3
Kaapo Kakko,NYR,R,all,43,39850,18,7
Vladislav Namestnikov,DAL,C,all,75,65931,30,16
Trent Frederic,BOS,C,all,60,41953,18,8
Carter Verhaeghe,FLA,C,all,78,75043,55,24
Christian Dvorak,MTL,L,all,56,58380,33,11
Gabriel Fortier,TBL,L,all,10,5569,1,1
Jeff Malott,WPG,L,all,1,246,0,0
Anders Bjork,BUF,L,all,58,41888,8,5
John Moore,BOS,D,all,7,7378,1,0
Justin Dowling,VAN,C,all,22,12665,4,2
Tyson Jost,MIN,C,all,80,61536,20,8
Lawson Crouse,ARI,L,all,65,67979,34,20
Viktor Lodin,OTT,C,all,1,625,0,0
Nico Sturm,COL,C,all,74,52855,20,9
Mark Friedman,PIT,D,all,26,20713,5,1
Jordan Kyrou,STL,C,all,74,73601,75,27
Richard Panik,NYI,R,all,4,3580,1,0
Alex Ovechkin,WSH,L,all,77,95042,90,50
Austin Poganski,WPG,R,all,16,8949,0,0
Craig Smith,BOS,C,all,74,64016,36,16
Dysin Mayo,ARI,D,all,67,84082,12,4
Kris Russell,EDM,D,all,31,28719,9,2
Ryan Donato,SEA,C,all,74,61246,31,16
Elias Lindholm,CGY,C,all,82,98129,82,42
Niko Mikkola,STL,D,all,54,55022,13,3
Conor Timmins,ARI,D,all,6,6389,0,0
Oskar Sundqvist,DET,C,all,59,49558,23,8
Scott Perunovich,STL,D,all,19,17622,6,0
Joe Thornton,FLA,C,all,34,22735,10,5
Jacob Perreault,ANA,R,all,1,665,0,0
Anthony Duclair,FLA,L,all,74,66669,58,31
Bokondji Imama,ARI,L,all,4,1085,1,1
Vladimir Tkachev,LAK,L,all,4,3356,2,0
Marco Rossi,MIN,C,all,2,1870,0,0
Colin Blackwell,TOR,C,all,58,41530,20,10
Travis Hamonic,OTT,D,all,43,48622,10,4
Anders Lee,NYI,L,all,76,75841,46,28
Cooper Marody,EDM,C,all,1,364,1,0
Mason Marchment,FLA,L,all,54,45744,47,18
Nick Ritchie,ARI,L,all,57,43439,23,12
Egor Zamula,PHI,D,all,10,9808,0,0
Rasmus Ristolainen,PHI,D,all,66,84906,16,2
Nico Hischier,NJD,C,all,70,81245,60,21
T.J. Oshie,WSH,R,all,44,46070,25,11
Jan Jenik,ARI,R,all,13,8327,3,2
Dylan Strome,CHI,C,all,69,72204,48,22
Rhett Gardner,DAL,C,all,4,1945,0,0
Matt Luff,NSH,R,all,23,12982,6,3
Jacob Bryson,BUF,D,all,73,80302,10,1
Mark Kastelic,OTT,C,all,16,8816,4,2
Bryce Kindopp,ANA,R,all,1,366,0,0
Jonathan Toews,CHI,C,all,71,74445,37,12
Shayne Gostisbehere,ARI,D,all,82,109178,51,14
Ryan Merkley,SJS,D,all,39,35984,6,1
Yegor Sharangovich,NJD,C,all,76,75275,46,24
Jeremy Davies,NSH,D,all,6,4411,2,0
Lucas Carlsson,FLA,D,all,40,30507,9,3
Olli Juolevi,DET,D,all,18,13774,0,0
Jesper Froden,BOS,R,all,7,5405,1,1
Blake Lizotte,LAK,C,all,70,51088,24,10
Torey Krug,STL,D,all,64,78916,43,9
Oliver Ekman-Larsson,VAN,D,all,79,105758,29,5
Sami Niku,MTL,D,all,13,11921,6,0
Nicolas Beaudin,CHI,D,all,2,739,0,0
Kristian Reichel,WPG,C,all,13,8115,2,1
Dougie Hamilton,NJD,D,all,62,78952,30,9
Dennis Cholowski,SEA,D,all,11,10437,3,0
Pat Maroon,TBL,L,all,81,60245,27,11
Gavin Bayreuther,CBJ,D,all,43,33685,8,0
Carson Meyer,CBJ,R,all,13,6417,3,1
Devon Toews,COL,D,all,66,100462,57,13
Connor Brown,OTT,R,all,64,77018,39,10
Kasperi Kapanen,PIT,R,all,79,68883,32,11
Travis Sanheim,PHI,D,all,80,110257,31,7
Troy Terry,ANA,R,all,75,82064,67,37
David Savard,MTL,D,all,62,77341,17,3
Jacob Trouba,NYR,D,all,81,108985,39,11
Tyce Thompson,NJD,R,all,2,1730,0,0
Jason Robertson,DAL,L,all,74,80414,79,41
Jakub Galvas,CHI,D,all,6,6537,0,0
Anthony Angello,PIT,R,all,4,1591,0,0
Marcus Foligno,MIN,L,all,74,72851,42,23
Warren Foegele,EDM,L,all,82,62052,26,12
J.T. Miller,VAN,C,all,80,101075,99,32
Cal Clutterbuck,NYI,R,all,59,49708,15,6
Oliver Bjorkstrand,CBJ,R,all,80,86159,57,28
Antoine Roussel,ARI,L,all,53,38614,8,4
Hendrix Lapierre,WSH,C,all,6,3452,1,1
Vasily Podkolzin,VAN,R,all,79,60629,26,14
Yakov Trenin,NSH,C,all,80,70405,24,17
Riley Damiani,DAL,C,all,7,3585,2,1
Phil Kessel,ARI,R,all,82,82055,52,8
Roope Hintz,DAL,C,all,80,86573,72,37
Taro Hirose,DET,L,all,15,9594,4,1
Nikita Zadorov,CGY,D,all,74,75081,22,4
Nicholas Abruzzese,TOR,C,all,9,5516,1,1
Lucas Raymond,DET,L,all,82,89332,57,23
Ivan Provorov,PHI,D,all,79,117982,31,9
Jaret Anderson-Dolan,LAK,C,all,7,5792,0,0
Alexis Lafreniere,NYR,L,all,79,66339,31,19
Nicklas Backstrom,WSH,C,all,47,49324,31,6
John Tavares,TOR,C,all,79,85671,76,27
Auston Matthews,TOR,C,all,73,90270,106,60
Jamie Drysdale,ANA,D,all,81,96642,32,4
Erik Haula,BOS,L,all,78,70637,44,18
Pierre Engvall,TOR,L,all,78,62164,35,15
Matt Nieto,SJS,L,all,70,60495,17,6
Andrew Ladd,ARI,L,all,51,43208,12,7
Derek Stepan,CAR,C,all,58,37569,19,9
Ross Colton,TBL,C,all,79,60662,39,22
Jon Lizotte,MIN,D,all,1,883,0,0
Jonah Gadjovich,SJS,L,all,43,22590,3,1
Timothy Liljegren,TOR,D,all,61,60025,23,5
Alex Tuch,BUF,R,all,50,55225,38,12
Dylan Cozens,BUF,C,all,79,75330,38,13
Jordan Oesterle,DET,D,all,45,49375,8,2
Jake Walman,DET,D,all,51,42913,10,3
Nick Foligno,BOS,L,all,64,47860,13,2
Robert Hagg,FLA,D,all,64,61514,9,1
Duncan Keith,EDM,D,all,64,75751,21,1
Tyler Pitlick,MTL,C,all,40,26608,5,1
Zach Bogosian,TBL,D,all,48,44244,8,3
Mike Reilly,BOS,D,all,70,79577,17,4
Drew O'Connor,PIT,L,all,22,13574,5,3
Jakob Chychrun,ARI,D,all,47,64837,21,7
Ryan Hartman,MIN,R,all,82,89448,65,34
Ryan Nugent-Hopkins,EDM,C,all,63,73023,50,11
Justin Barron,MTL,D,all,7,7215,2,1
Clayton Keller,ARI,R,all,67,80958,63,28
Wyatt Kalynuk,CHI,D,all,5,3599,0,0
Jakob Silfverberg,ANA,R,all,53,54184,21,5
Zach Hyman,EDM,L,all,76,88760,54,27
Kaedan Korczak,VGK,D,all,1,997,0,0
Alexander Radulov,DAL,R,all,71,60052,22,4
Oskar Lindblom,PHI,L,all,79,65417,26,12
Kristians Rubins,TOR,D,all,3,2115,0,0
Nick Blankenburg,CBJ,D,all,7,7380,3,1
Riley Barber,DET,R,all,4,2026,0,0
Kiefer Sherwood,COL,L,all,11,5654,2,1
Matthew Tkachuk,CGY,L,all,82,88065,104,42
Connor Bunnaman,PHI,C,all,15,9009,0,0
Brett Kulak,EDM,D,all,74,78831,21,5
Garrett Pilon,WSH,C,all,2,1129,1,1
Sammy Blais,NYR,L,all,14,11305,4,0
Seth Jarvis,CAR,C,all,68,56610,40,17
Lukas Reichel,CHI,L,all,11,8709,1,0
Dawson Mercer,NJD,C,all,82,81383,42,17
Calvin de Haan,CHI,D,all,69,78485,8,4
Matt Roy,LAK,D,all,67,84354,21,2
Miles Wood,NJD,L,all,3,2657,0,0
Ryan McDonagh,TBL,D,all,71,95610,26,4
Jake Guentzel,PIT,L,all,76,91644,84,40
Thomas Harley,DAL,D,all,34,27927,4,1
Remi Elie,TBL,L,all,1,657,0,0
Chad Ruhwedel,PIT,D,all,78,71747,13,4
Damon Severson,NJD,D,all,80,113268,46,11
Hunter Drew,ANA,D,all,2,1183,0,0
Brad Marchand,BOS,L,all,70,80855,80,32
Gregory Hofmann,CBJ,C,all,24,18008,7,2
Valeri Nichushkin,COL,R,all,62,70777,52,25
Josh Morrissey,WPG,D,all,79,112145,37,12
Rudolfs Balcers,SJS,L,all,61,55035,23,11
Connor Clifton,BOS,D,all,60,57831,10,2
Andrew Copp,NYR,C,all,72,82852,53,21
Jasper Weatherby,SJS,C,all,50,33722,11,5
Jack Ahcan,BOS,D,all,6,5771,1,1
Jordan Spence,LAK,D,all,24,28431,8,2
Mattias Samuelsson,BUF,D,all,42,50379,10,0
Michael Del Zotto,OTT,D,all,26,28480,13,3
Victor Olofsson,BUF,L,all,72,66453,49,20
Adam Beckman,MIN,L,all,3,1874,1,0
Zach Senyshyn,OTT,R,all,2,783,0,0
Sven Baertschi,VGK,L,all,1,834,0,0
Brandon Montour,FLA,D,all,81,86992,37,11
Philippe Myers,NSH,D,all,27,24103,4,1
William Eklund,SJS,C,all,9,7737,4,0
Laurent Dauphin,MTL,C,all,38,30309,12,4
Radim Simek,SJS,D,all,36,28688,2,1
Jean-Gabriel Pageau,NYI,C,all,77,81656,39,18
Mikael Granlund,NSH,C,all,80,97990,64,11
Noah Cates,PHI,L,all,16,12716,9,5
Mikhail Sergachev,TBL,D,all,78,105154,38,7
Scott Harrington,CBJ,D,all,7,6078,1,0
Nicolas Hague,VGK,D,all,52,58190,14,4
Trevor Moore,LAK,C,all,81,76241,48,17
Viktor Arvidsson,LAK,L,all,66,67246,49,20
Joe Pavelski,DAL,C,all,82,90892,81,27
Thomas Chabot,OTT,D,all,59,92720,38,7
Sheldon Rempal,VAN,R,all,1,551,0,0
Jesper Bratt,NJD,L,all,76,79481,73,26
Brady Tkachuk,OTT,L,all,79,89107,67,30
David Kampf,TOR,C,all,82,75106,26,11
Max Comtois,ANA,L,all,52,44102,16,6
Santeri Hatakka,SJS,D,all,9,6820,2,0
Brendan Smith,CAR,D,all,45,37579,8,4
Keith Yandle,PHI,D,all,77,64583,19,1
Vinnie Hinostroza,BUF,C,all,62,51603,25,13
Josh Manson,COL,D,all,67,76290,16,6
Nick Suzuki,MTL,C,all,82,100910,61,21
Owen Tippett,PHI,R,all,63,50738,21,10
Alex Galchenyuk,ARI,C,all,60,47353,21,6
Maxime Lajoie,CAR,D,all,5,3762,0,0
Calen Addison,MIN,D,all,15,12410,4,2
Vladislav Kolyachonok,ARI,D,all,32,30427,3,1
Aaron Ekblad,FLA,D,all,61,91212,57,15
Noel Acciari,FLA,C,all,20,14380,8,3
Dmitri Samorukov,EDM,D,all,1,148,0,0
Cole Caufield,MTL,R,all,67,67055,43,23
Zdeno Chara,NYI,D,all,72,80921,14,2
Tyler Bozak,STL,C,all,50,36493,12,3
Givani Smith,DET,R,all,47,23736,8,4
Brett Connolly,CHI,R,all,9,4534,1,0
Egor Sokolov,OTT,L,all,8,4978,0,0
Max Jones,ANA,L,all,2,1188,0,0
Tomas Hertl,SJS,C,all,82,98106,64,30
Artem Zub,OTT,D,all,81,102254,22,6
Jan Rutta,TBL,D,all,76,74726,18,3
Mathieu Perreault,MTL,C,all,25,16882,9,4
Tanner Pearson,VAN,L,all,68,65504,34,14
Brayden Point,TBL,C,all,66,77069,58,28
Jesper Boqvist,NJD,C,all,56,44114,23,10
Nathan MacKinnon,COL,C,all,65,82138,88,32
Julien Gauthier,NYR,R,all,49,30303,7,3
Jack Studnicka,BOS,C,all,15,11340,3,0
Brandon Saad,STL,L,all,78,76150,49,24
Logan Shaw,OTT,R,all,17,9566,3,1
Mike Hardman,CHI,L,all,21,11719,2,0
Jamie Benn,DAL,L,all,82,82396,46,18
Ben McCartney,ARI,L,all,2,1685,0,0
Markus Niemelainen,EDM,D,all,20,15833,1,0
Blake Wheeler,WPG,R,all,65,76201,60,17
Brad Richardson,VAN,R,all,44,27198,8,4
Ethan Bear,CAR,D,all,58,55959,14,5
Frederik Gauthier,NJD,C,all,8,5326,0,0
Alexander Barabanov,SJS,L,all,70,72159,39,10
Colton Sceviour,EDM,C,all,35,19894,5,2
Matthew Peca,STL,C,all,5,2890,1,0
Ian Cole,CAR,D,all,75,77184,19,2
Cole Smith,NSH,L,all,8,4241,0,0
Ethan Prow,BUF,D,all,4,3057,1,1
Jeff Carter,PIT,C,all,76,80579,45,19
Sam Bennett,FLA,C,all,71,72178,49,28
Michael Eyssimont,WPG,C,all,1,349,0,0
Seth Griffith,EDM,C,all,1,337,0,0
Kirby Dach,CHI,C,all,70,75786,26,9
Nathan Beaulieu,WPG,D,all,24,15509,4,0
Derrick Pouliot,SEA,D,all,11,10231,4,0
Brett Pesce,CAR,D,all,70,91143,28,7
Andreas Johnsson,NJD,L,all,71,61183,35,13
Austin Strand,LAK,D,all,8,7339,2,0
Lars Eller,WSH,C,all,72,69635,31,13
Sebastian Aho,CAR,C,all,79,89841,81,37
Brock McGinn,PIT,L,all,64,57581,22,12
Nate Thompson,PHI,C,all,33,23700,3,1
Brady Skjei,CAR,D,all,82,104020,39,9
Johnny Gaudreau,CGY,L,all,82,91388,115,40
Leo Komarov,NYI,R,all,1,650,0,0
Logan Stanley,WPG,D,all,58,54442,13,1
Nick Bjugstad,MIN,C,all,57,35091,13,7
Juuso Riikola,PIT,D,all,5,4016,1,0
Tanner Kero,DAL,C,all,23,13197,3,0
Ty Dellandrea,DAL,C,all,1,637,0,0
Jack McBain,ARI,C,all,10,8505,3,2
Leon Draisaitl,EDM,C,all,80,107276,110,55
Adam Erne,DET,L,all,79,63446,19,6
Jeff Petry,MTL,D,all,68,90254,27,6
Olli Maatta,LAK,D,all,66,72401,8,1
Martin Kaut,COL,R,all,6,3171,0,0
Gabriel Landeskog,COL,L,all,51,62172,59,30
MacKenzie Weegar,FLA,D,all,80,112188,44,8
Reese Johnson,CHI,C,all,31,19557,5,1
Madison Bowey,VAN,D,all,2,1888,0,0
Colton Sissons,NSH,C,all,79,76609,28,7
Brett Howden,VGK,C,all,47,30049,20,9
Kieffer Bellows,NYI,L,all,45,32034,19,6
Mikko Rantanen,COL,R,all,75,94355,92,36
Zack MacEwen,PHI,C,all,75,43485,9,3
Dylan Larkin,DET,C,all,71,83740,69,31
Andrew Poturalski,CAR,C,all,2,1217,2,0
Alex Vlasic,CHI,D,all,15,12878,2,1
Joey Anderson,TOR,R,all,5,2632,0,0
Samuel Girard,COL,D,all,67,86999,28,5
Sampo Ranta,COL,L,all,10,6536,0,0
Daniil Miromanov,VGK,D,all,11,6457,1,0
Anton Lundell,FLA,C,all,65,61375,44,18
Drake Batherson,OTT,R,all,46,52243,44,17
Brayden Schenn,STL,C,all,62,66145,58,24
Kyle Turris,EDM,C,all,23,11898,4,1
William Lockwood,VAN,R,all,13,8845,0,0
Filip Forsberg,NSH,L,all,69,74925,84,42
Gustav Forsling,FLA,D,all,71,90389,37,10
Thomas Bordeleau,SJS,C,all,8,7483,5,0
Carl Grundstrom,LAK,R,all,54,35283,15,9
Shane Pinto,OTT,C,all,5,3886,1,0
David Perron,STL,L,all,67,68285,57,27
Oliver Wahlstrom,NYI,R,all,73,52818,24,13
Kole Lind,SEA,R,all,23,16327,8,2
Patric Hornqvist,FLA,R,all,65,49493,28,11
Emil Bemstrom,CBJ,C,all,41,25881,11,6
Slater Koekkoek,EDM,D,all,19,12738,4,0
Dakota Mermis,MIN,D,all,2,1668,0,0
Dominik Simon,ANA,C,all,72,44435,13,3
Jack Eichel,VGK,C,all,34,39559,25,14
Darnell Nurse,EDM,D,all,71,106707,35,9
Brendan Gaunce,CBJ,C,all,30,14573,7,5
Blake Coleman,CGY,C,all,81,72028,33,16
Sidney Crosby,PIT,C,all,69,82694,84,31
Neal Pionk,WPG,D,all,77,97665,34,3
Tyson Barrie,EDM,D,all,73,83056,41,7
Drew Doughty,LAK,D,all,39,60222,31,7
Brock Boeser,VAN,R,all,71,79119,46,23
Peyton Krebs,BUF,C,all,57,49880,22,7
Ryan Dzingel,SJS,C,all,32,26327,8,5
Andrej Sekera,DAL,D,all,32,26332,4,1
Calle Rosen,STL,D,all,18,15474,7,2
Wayne Simmonds,TOR,R,all,72,40307,16,5
Ty Smith,NJD,D,all,66,69318,20,5
Jake Muzzin,TOR,D,all,47,58450,14,3
CJ Suess,WPG,L,all,3,1028,0,0
Max Domi,CAR,C,all,72,56313,39,11
Luke Kunin,NSH,C,all,82,68042,22,13
Colin Miller,BUF,D,all,38,43279,14,2
Dillon Heatherington,OTT,D,all,9,6660,0,0
Aleksi Heponiemi,FLA,C,all,6,5050,1,0
Kasper Bjorkqvist,PIT,R,all,6,3013,1,1
Nick Schmaltz,ARI,C,all,63,68975,59,23
Jacob Peterson,DAL,C,all,65,43146,17,12
Ryan Reaves,NYR,R,all,69,44088,13,5
Nikolaj Ehlers,WPG,L,all,62,67216,55,28
Matt Irwin,WSH,D,all,17,12895,4,1
Stefan Noesen,CAR,R,all,2,1719,0,0
Erik Johnson,COL,D,all,69,71949,20,7
Tucker Poolman,VAN,D,all,40,40803,3,1
Parker Kelly,OTT,L,all,41,26016,12,7
Mark Jankowski,BUF,C,all,19,15555,5,2
Scott Laughton,PHI,C,all,67,66014,30,11
Justin Braun,NYR,D,all,69,80923,18,6
Alex Belzile,MTL,R,all,11,6859,0,0
Teddy Blueger,PIT,C,all,65,58570,28,9
Noah Juulsen,VAN,D,all,8,7044,2,0
Alec Martinez,VGK,D,all,26,30483,8,3
J.T. Compher,COL,L,all,70,68554,33,18
Joel Hanley,DAL,D,all,44,31523,6,2
Alec Regula,CHI,D,all,15,16091,1,1
Ryan Johansen,NSH,C,all,79,78520,63,26
Sam Carrick,ANA,C,all,64,44034,19,11
Ondrej Palat,TBL,L,all,77,76190,49,18
Colton Parayko,STL,D,all,80,113069,35,6
Mattias Norlinder,MTL,D,all,6,4425,1,0
Filip Zadina,DET,R,all,74,62943,24,10
John Klingberg,DAL,D,all,74,98608,47,6
Nick Bonino,SJS,C,all,80,80159,26,16
Mike Matheson,PIT,D,all,74,83468,31,11
Travis Dermott,VAN,D,all,60,55209,7,2
Dominik Kubalik,CHI,L,all,78,67958,32,15
TJ Brodie,TOR,D,all,82,104852,28,4
Lucas Johansen,WSH,D,all,1,738,1,0
MacKenzie Entwistle,CHI,R,all,55,33815,12,5
Jesse Ylonen,MTL,R,all,14,9715,5,2
Yegor Chinakhov,CBJ,R,all,62,46511,14,7
Michael McLeod,NJD,C,all,77,61566,20,6
Joe Snively,WSH,C,all,12,8321,7,4
Gerry Mayhew,ANA,C,all,40,31621,12,11
Mathew Barzal,NYI,C,all,73,78926,59,15
Brian Dumoulin,PIT,D,all,76,99490,18,3
Justin Danforth,CBJ,R,all,45,33942,14,10
Klim Kostin,STL,C,all,40,21636,9,4
Brad Malone,EDM,C,all,8,3974,2,1
Cole Perfetti,WPG,C,all,18,15280,7,2
Liam O'Brien,ARI,C,all,39,22177,3,2
Cody Glass,NSH,C,all,8,5476,1,0
Anton Blidh,BOS,L,all,32,20593,9,2
Ryan Lomberg,FLA,L,all,55,37641,18,9
Ryan Ellis,PHI,D,all,4,5473,5,1
