name,team,position,situation,games_played,icetime,I_F_points,I_F_goals
Lukas Reichel,CHI,L,all,28,24450,6,2
Matthew Poitras,BOS,C,all,26,21964,12,5
Kevin Korchinski,CHI,D,all,25,29274,7,2
Tyler Myers,VAN,D,all,30,34099,13,2
Jason Dickinson,CHI,C,all,29,26203,14,9
Jean-Gabriel Pageau,NYI,C,all,29,27732,12,2
Luke Glendening,TBL,C,all,31,21712,4,4
Cole Caufield,MTL,R,all,29,33061,20,7
Cole McWard,VAN,D,all,1,545,0,0
Jacob Bryson,BUF,D,all,3,1698,0,0
Zach Sanford,ARI,L,all,3,1314,1,0
Andrew Peeke,CBJ,D,all,8,8500,2,0
Tyler Motte,TBL,C,all,21,15941,2,1
Matthew Highmore,OTT,C,all,6,2872,1,0
Olli Maatta,DET,D,all,24,21728,5,0
Esa Lindell,DAL,D,all,28,33571,11,3
Jack Eichel,VGK,C,all,31,38076,34,13
David Perron,DET,L,all,26,22698,13,7
Isak Rosen,BUF,R,all,7,3606,0,0
Noah Juulsen,VAN,D,all,19,16038,1,0
Victor Olofsson,BUF,L,all,25,18112,11,4
Brad Marchand,BOS,L,all,28,33025,26,12
Brock Faber,MIN,D,all,27,38407,12,1
Parker Kelly,OTT,L,all,25,14877,4,1
Samuel Girard,COL,D,all,15,18552,4,1
Michael Pezzetta,MTL,L,all,20,9387,4,1
Eric Robinson,BUF,L,all,12,9358,4,2
Marc Del Gaizo,NSH,D,all,5,4910,3,0
Philippe Myers,TBL,D,all,1,932,0,0
Braden Schneider,NYR,D,all,28,26237,7,1
Ryan Lindgren,NYR,D,all,27,31920,2,1
Adam Fox,NYR,D,all,18,23654,20,3
Justin Schultz,SEA,D,all,27,26085,9,2
Brady Tkachuk,OTT,L,all,25,28795,20,13
Mikey Anderson,LAK,D,all,26,33042,9,1
Jonathan Marchessault,VGK,R,all,31,32559,23,14
Haydn Fleury,TBL,D,all,6,4441,2,0
Alex Pietrangelo,VGK,D,all,26,37670,14,1
Calen Addison,SJS,D,all,30,32155,11,1
Martin Necas,CAR,C,all,30,32188,23,9
Nick Leddy,STL,D,all,29,37713,10,2
Jan Jenik,ARI,R,all,1,501,0,0
Samuel Fagemo,NSH,L,all,4,2357,1,1
Josh Mahura,FLA,D,all,16,11983,5,0
Erik Gustafsson,NYR,D,all,28,30845,15,3
Thomas Bordeleau,SJS,C,all,6,4722,2,1
Mark Stone,VGK,R,all,31,35723,29,10
Jonas Brodin,MIN,D,all,25,35983,9,1
Alex Laferriere,LAK,R,all,25,19485,5,3
Joel Armia,MTL,R,all,13,10628,3,3
Marcus Johansson,MIN,L,all,27,25996,12,1
Egor Zamula,PHI,D,all,21,19325,4,1
Adam Larsson,SEA,D,all,31,43950,8,1
Paul Cotter,VGK,C,all,31,22691,11,4
Pavel Mintyukov,ANA,D,all,29,33029,14,1
Tommy Novak,NSH,C,all,19,17167,13,6
Jimmy Vesey,NYR,L,all,26,18213,10,7
Adam Lowry,WPG,C,all,28,26637,14,5
Leo Carlsson,ANA,C,all,21,23000,14,8
Tobias Bjornfot,LAK,D,all,1,612,0,0
Sebastian Aho,NYI,D,all,21,18480,4,0
Tomas Nosek,NJD,L,all,6,3370,0,0
Nikita Zaitsev,CHI,D,all,13,11598,3,1
Tye Kartye,SEA,L,all,30,22909,11,6
Matt Grzelcyk,BOS,D,all,18,18357,1,1
Victor Hedman,TBL,D,all,29,41142,27,5
Jesper Bratt,NJD,L,all,27,31221,33,12
Carson Soucy,VAN,D,all,13,13151,5,2
Will Cuylle,NYR,L,all,28,19319,7,5
Daemon Hunt,MIN,D,all,5,2580,0,0
Joe Snively,WSH,C,all,1,391,0,0
Alex Nylander,PIT,L,all,5,4162,0,0
Mason McTavish,ANA,C,all,24,23811,21,10
Alex Tuch,BUF,R,all,24,28099,19,9
Tyler Tucker,STL,D,all,12,9191,2,1
Nikita Kucherov,TBL,R,all,30,39109,50,20
Jordan Spence,LAK,D,all,25,22478,9,0
Nic Dowd,WSH,C,all,17,15956,5,4
John Carlson,WSH,D,all,26,40033,15,1
Max Willman,NJD,C,all,4,2732,1,1
Dylan Strome,WSH,C,all,26,27539,16,12
Erik Gudbranson,CBJ,D,all,27,31690,10,2
Vincent Desharnais,EDM,D,all,25,21313,4,1
Jaden Schwartz,SEA,C,all,23,23818,15,8
Jake Bean,CBJ,D,all,30,27588,3,1
Mike Reilly,NYI,D,all,11,9907,5,1
Jordan Greenway,BUF,L,all,21,20657,7,2
Anze Kopitar,LAK,C,all,26,30265,26,11
Marco Scandella,STL,D,all,27,20853,3,1
Oskar Lindblom,SJS,L,all,1,716,0,0
Philip Tomasino,NSH,C,all,22,16659,10,1
Jakob Chychrun,OTT,D,all,25,34843,20,5
Ryan McLeod,EDM,C,all,27,23532,7,2
Danton Heinen,BOS,L,all,20,16367,10,4
Aliaksei Protas,WSH,C,all,25,17403,13,3
Jack Hughes,NJD,C,all,22,27655,34,11
Matias Maccelli,ARI,L,all,29,28787,22,6
Jaccob Slavin,CAR,D,all,30,38025,17,3
Troy Terry,ANA,R,all,29,31890,16,6
Pavel Buchnevich,STL,L,all,27,31723,23,10
Nico Sturm,SJS,C,all,26,22747,4,2
Connor McDavid,EDM,C,all,25,32375,40,11
Nate Schmidt,WPG,D,all,22,22170,1,0
T.J. Oshie,WSH,R,all,20,19750,3,1
Elias Pettersson,VAN,C,all,30,35544,38,11
Henri Jokiharju,BUF,D,all,28,29147,9,2
Tim Sttzle,OTT,C,all,25,33137,28,6
Chris Tierney,NJD,C,all,13,6242,0,0
Dante Fabbro,NSH,D,all,24,25338,7,2
Nikolaj Ehlers,WPG,L,all,28,26776,20,9
Sam Carrick,ANA,C,all,29,22342,8,6
Travis Sanheim,PHI,D,all,29,44351,21,4
Peyton Krebs,BUF,C,all,29,22565,5,2
J.T. Miller,VAN,C,all,30,35887,43,15
Erik Brannstrom,OTT,D,all,20,19240,4,1
Chandler Stephenson,VGK,C,all,27,29408,17,5
Jonathan Drouin,COL,L,all,27,23450,9,3
Kevin Labanc,SJS,R,all,22,16278,5,1
Garnet Hathaway,PHI,R,all,29,18444,3,2
Jonatan Berggren,DET,R,all,7,4176,4,2
Niko Mikkola,FLA,D,all,29,35038,11,3
Will Borgen,SEA,D,all,31,31415,11,0
Isaak Phillips,CHI,D,all,13,13295,3,0
Juraj Slafkovsky,MTL,L,all,29,27203,7,2
Mark Kastelic,OTT,C,all,11,4638,0,0
Pierre-Olivier Joseph,PIT,D,all,7,5396,1,0
Matt Duchene,DAL,C,all,27,27181,23,8
Cam Atkinson,PHI,R,all,29,30348,16,8
Mike Matheson,MTL,D,all,29,43979,20,5
Ryan Poehling,PHI,C,all,24,18915,7,2
Adrian Kempe,LAK,R,all,26,28886,26,9
Cody Ceci,EDM,D,all,27,32170,7,0
Radek Faksa,DAL,C,all,24,18773,5,2
Barclay Goodrow,NYR,C,all,26,18735,4,1
K'Andre Miller,NYR,D,all,26,34600,12,5
Travis Konecny,PHI,R,all,29,33016,25,16
Klim Kostin,DET,C,all,21,11149,3,2
Gabriel Vilardi,WPG,C,all,10,9585,7,2
Phillip Di Giuseppe,VAN,L,all,28,23104,8,3
Mitchell Marner,TOR,R,all,27,34915,32,12
Brandon Saad,STL,L,all,29,26572,13,7
Luke Hughes,NJD,D,all,27,32470,16,4
Steven Stamkos,TBL,C,all,28,30850,30,14
Mathew Barzal,NYI,C,all,28,32137,32,10
Kasperi Kapanen,STL,R,all,29,26820,10,3
Connor Murphy,CHI,D,all,29,33415,4,1
Simon Holmstrom,NYI,R,all,28,22801,12,9
Max McCormick,SEA,L,all,1,338,0,0
Brett Kulak,EDM,D,all,27,24236,3,1
Jack Drury,CAR,C,all,30,18901,11,4
Pat Maroon,MIN,L,all,27,21121,11,3
James van Riemsdyk,BOS,L,all,27,22574,19,6
Thomas Harley,DAL,D,all,25,27402,11,7
Boris Katchouk,CHI,L,all,17,12381,4,2
Christian Fischer,DET,R,all,28,18744,7,2
Cole Guttman,CHI,C,all,12,8736,2,1
Owen Power,BUF,D,all,31,42680,12,1
Dominik Kubalik,OTT,L,all,25,21677,7,6
Hampus Lindholm,BOS,D,all,28,40026,7,1
Julien Gauthier,NYI,R,all,12,7615,5,2
Jonny Brodzinski,NYR,C,all,9,6092,6,1
Morgan Barron,WPG,C,all,28,17997,7,5
Oliver Ekman-Larsson,FLA,D,all,29,35951,14,7
Johnathan Kovacevic,MTL,D,all,29,31783,5,4
Alex Barr-Boulet,TBL,C,all,24,17689,8,5
Ilya Solovyov,CGY,D,all,6,5391,2,0
David Savard,MTL,D,all,7,8728,3,1
Brandon Hagel,TBL,L,all,31,34898,27,10
Pius Suter,VAN,C,all,16,14554,4,4
Patrik Laine,CBJ,L,all,18,16441,9,6
Philip Broberg,EDM,D,all,10,6316,0,0
Evgeni Malkin,PIT,C,all,28,31895,24,10
Troy Stecher,ARI,D,all,27,30630,3,1
Ryan Suter,DAL,D,all,28,33533,6,0
Justin Bailey,SJS,R,all,9,6268,5,1
Dillon Dube,CGY,C,all,29,21494,7,3
Wyatt Johnston,DAL,C,all,28,28463,19,9
Mathieu Olivier,CBJ,R,all,17,10284,5,1
Jacob Peterson,SJS,C,all,6,4770,0,0
Nikita Zadorov,VAN,D,all,27,29965,7,1
John Beecher,BOS,C,all,27,17426,5,4
Nikolai Knyzhov,SJS,D,all,10,10585,1,0
Riley Nash,NYR,C,all,1,665,0,0
Milan Lucic,BOS,L,all,4,2873,2,0
Alexander Holtz,NJD,R,all,27,20493,13,8
Thomas Chabot,OTT,D,all,9,13163,3,0
Nicolas Roy,VGK,C,all,22,20258,12,4
James Hamblin,EDM,L,all,17,8294,3,2
Walker Duehr,CGY,R,all,15,7365,4,1
Mason Lohrei,BOS,D,all,14,14482,5,2
Jiri Smejkal,OTT,L,all,2,821,0,0
David Gustafsson,WPG,C,all,23,12142,3,2
Jaret Anderson-Dolan,LAK,C,all,9,5593,2,0
Nikolas Matinpalo,OTT,D,all,4,1681,0,0
Sean Walker,PHI,D,all,29,36464,11,4
Cam York,PHI,D,all,29,39008,11,4
Ryan Pulock,NYI,D,all,25,34182,6,2
Nino Niederreiter,WPG,R,all,28,25585,16,7
Nicklas Backstrom,WSH,C,all,8,6988,1,0
Patrick Kane,DET,R,all,5,5782,2,1
Stefan Noesen,CAR,R,all,30,21588,19,9
Nicolas Aube-Kubel,WSH,R,all,14,10695,6,2
Cale Makar,COL,D,all,27,39139,37,8
Kyle Okposo,BUF,R,all,31,26576,11,5
Kyle Palmieri,NYI,C,all,29,30595,18,9
Ridly Greig,OTT,C,all,15,12658,8,2
Tyson Foerster,PHI,R,all,28,28213,10,4
Alexandre Texier,CBJ,C,all,29,26258,8,5
Nick Suzuki,MTL,C,all,29,36312,23,8
Kent Johnson,CBJ,C,all,15,11494,9,3
Lukas Rousek,BUF,R,all,5,3368,0,0
Lars Eller,PIT,C,all,28,25103,8,3
Ivan Provorov,CBJ,D,all,31,42822,17,2
Parker Wotherspoon,BOS,D,all,4,3652,1,0
Jonah Gadjovich,FLA,L,all,9,3620,1,0
Sam Gagner,EDM,C,all,15,9938,7,4
Roope Hintz,DAL,C,all,26,26463,25,10
Timothy Liljegren,TOR,D,all,10,10755,1,0
Dylan McIlrath,WSH,D,all,1,382,0,0
Jakob Silfverberg,ANA,R,all,28,21130,7,1
Nick DeSimone,CGY,D,all,10,7685,4,0
Ian Cole,VAN,D,all,30,35539,4,0
Calle Jarnkrok,TOR,C,all,27,25292,16,7
Matt Coronato,CGY,R,all,11,9146,2,1
Adam Boqvist,CBJ,D,all,13,13327,3,0
Patrick Brown,BOS,C,all,8,4340,1,0
Ben Chiarot,DET,D,all,29,33755,9,2
Yanni Gourde,SEA,C,all,31,33143,12,4
Juuso Valimaki,ARI,D,all,23,25409,6,0
Quinton Byfield,LAK,R,all,26,23753,22,8
Kiefer Sherwood,NSH,L,all,29,21086,11,5
Mikael Backlund,CGY,C,all,30,34283,15,6
Artemi Panarin,NYR,L,all,28,33171,41,16
Brayden Pachal,VGK,D,all,15,13355,1,1
John Ludvig,PIT,D,all,12,8448,1,0
Philipp Kurashev,CHI,C,all,23,25839,16,6
Carl Grundstrom,LAK,R,all,26,18327,9,7
Nick Cousins,FLA,C,all,29,22275,5,2
Sidney Crosby,PIT,C,all,28,33211,31,17
Jacob Bernard-Docker,OTT,D,all,20,20020,4,1
David Jiricek,CBJ,D,all,26,21929,7,1
Josh Brown,ARI,D,all,20,17094,3,1
